time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/n_updates,train/value_loss,train/clip_range,train/policy_gradient_loss,train/clip_fraction,train/loss,train/entropy_loss,train/approx_kl,train/learning_rate,train/explained_variance,eval/mean_ep_length,eval/mean_reward
262,731,733,-17.382000000000005,536576,74.82,2610,3.5302340277709733e-07,0.2,-0.0004573302940116264,0.021484375,-0.005452384706586599,-0.11456771079683677,0.0012935449,0.0003,0.8361567258834839,,
263,731,736,-17.382,538624,74.82,2620,3.4806251099084306e-07,0.2,-0.0011791901299147867,0.016552734375,-0.012433195486664772,-0.07728228431660682,0.0008580051,0.0003,0.7723339796066284,,
,,,,540000,,2630,4.020092621459526e-06,0.2,-0.001536048940033652,0.0361328125,-0.013991959393024445,-0.10204928090097383,0.0033409148,0.0003,0.6297308206558228,73.4,-17.240000000000002
264,731,739,-17.669000000000004,540672,77.69,,,,,,,,,,,,
265,731,742,-17.953000000000003,542720,80.53,2640,7.43617615439618e-07,0.2,0.00118955941288732,0.036328125,0.004109442699700594,-0.08492485465831123,0.0067391554,0.0003,-0.2623283863067627,,
266,731,744,-18.095000000000006,544768,81.95,2650,1.234671580752078e-06,0.2,-0.00030094293178990484,0.0302734375,0.008553898893296719,-0.09865901513257995,0.0039362996,0.0003,-0.6480419635772705,,
267,731,747,-17.243000000000006,546816,73.43,2660,0.00021514761215928323,0.2,0.000671922616311349,0.028955078125,0.0003215727920178324,-0.09034516501706094,0.0032852932,0.0003,-0.15919053554534912,,
268,731,750,-16.246000000000006,548864,63.46,2670,6.919352490974973e-08,0.2,0.0004484787757974118,0.013671875,0.00025995104806497693,-0.053199264738941564,0.0018151973,0.0003,-0.4278757572174072,,
,,,,550000,,2680,4.670044941867957e-08,0.2,0.0015240664521115831,0.01650390625,-0.002450704574584961,-0.06054715173086152,0.0011717394,0.0003,-0.45468735694885254,45.0,-14.4
269,730,753,-15.820000000000004,550912,59.2,,,,,,,,,,,,
270,730,756,-16.286000000000005,552960,63.86,2690,5.470666613049957e-08,0.2,-0.0020527688087895513,0.0150390625,-0.0175111535936594,-0.06655627911095507,0.0010096871,0.0003,-0.45896077156066895,,
271,730,759,-16.288000000000007,555008,63.88,2700,7.713139922316259e-08,0.2,-0.003097696552868001,0.025341796875,0.011134878732264042,-0.10814677380258217,0.0027728744,0.0003,-0.236089825630188,,
272,730,762,-16.430000000000007,557056,65.3,2710,5.240508347270634e-08,0.2,-0.0014232216286472975,0.013330078125,0.0074254414066672325,-0.04521721546188928,0.0019538682,0.0003,-0.986366868019104,,
273,730,765,-15.394000000000005,559104,54.94,2720,1.6878353799043565e-07,0.2,-0.0008598684013122693,0.01357421875,0.0016528720734640956,-0.0458125773788197,0.0006804431,0.0003,-0.47428321838378906,,
,,,,560000,,2730,1.8101005871962172e-07,0.2,0.0008565316820750013,0.008154296875,-0.0007667459431104362,-0.035108015513105786,0.0005178666,0.0003,-0.28903257846832275,45.0,-14.4
274,730,768,-15.394000000000007,561152,54.94,,,,,,,,,,,,
275,730,770,-15.536000000000007,563200,56.36,2740,9.091772934244347e-06,0.2,0.002853086992399767,0.0134765625,-0.00886949896812439,-0.055233751601190303,0.0012170675,0.0003,-0.7455509901046753,,
276,730,773,-15.394000000000005,565248,54.94,2750,1.376209105359294e-05,0.2,0.004142024347675033,0.022607421875,0.02473735809326172,-0.0649987534925458,0.0076976293,0.0003,-0.021772265434265137,,
277,730,776,-15.975000000000001,567296,60.75,2760,1.4137863759700053e-05,0.2,0.000983810846810229,0.04697265625,0.03610064089298248,-0.06375502338050865,0.0096224025,0.0003,0.5871931314468384,,
278,730,779,-16.686000000000007,569344,67.86,2770,6.4253954191073605e-06,0.2,-0.00047512770688626913,0.025830078125,0.01992645487189293,-0.09004240569192916,0.0013147558,0.0003,0.7043470740318298,,
,,,,570000,,2780,1.0971355192346267e-06,0.2,0.0006855181040009483,0.01435546875,-0.002313871867954731,-0.10685263663763181,0.00024933487,0.0003,0.8381575345993042,73.4,-17.240000000000002
279,730,782,-17.121000000000006,571392,72.21,,,,,,,,,,,,
280,730,785,-17.974000000000004,573440,80.74,2790,1.158383165744681e-06,0.2,-0.0009197335697535891,0.01767578125,-0.0133022116497159,-0.07421257396345027,0.0016933831,0.0003,0.8041019439697266,,
281,730,788,-18.108000000000008,575488,82.08,2800,5.904778855647663e-07,0.2,-0.0014032371414941735,0.0251953125,-0.010971194133162498,-0.11300225057639182,0.0026274414,0.0003,0.849333643913269,,
282,730,790,-18.250000000000004,577536,83.5,2810,2.6096395967734055e-06,0.2,-0.0007475917984265835,0.03203125,-0.006689693313091993,-0.10734462405089289,0.0020187576,0.0003,0.7784757018089294,,
283,730,793,-18.098000000000006,579584,81.98,2820,1.9762823513236327e-05,0.2,-0.0009790842334041372,0.03193359375,0.0016193932387977839,-0.10443368414416909,0.003072567,0.0003,-1.1992857456207275,,
,,,,580000,,2830,2.1984981240397163e-06,0.2,0.0029977303522173314,0.02177734375,-0.007403451018035412,-0.07510137234348804,0.0018665467,0.0003,0.7840689420700073,45.0,-14.4
284,730,796,-17.098000000000003,581632,71.98,,,,,,,,,,,,
285,730,799,-18.107,583680,82.07,2840,2.5572634165804686e-07,0.2,-0.002259339255397208,0.040771484375,-0.010122759267687798,-0.10320624673040583,0.0053163012,0.0003,0.8300031423568726,,
286,729,802,-18.037000000000006,585728,81.37,2850,2.906624515386369e-06,0.2,-0.00028303414874244483,0.028173828125,0.01524859108030796,-0.14834826381411403,0.0030881765,0.0003,0.7585418224334717,,
287,730,805,-18.806000000000004,587776,89.06,2860,6.783415257216596e-05,0.2,-6.654578464804217e-05,0.018212890625,0.015403146855533123,-0.11148769330466166,0.004235088,0.0003,-0.9444031715393066,,
288,730,807,-19.246000000000002,589824,93.46,2870,4.6640078079640544e-07,0.2,0.000418292373069562,0.054345703125,-0.004249142948538065,-0.12259162425762042,0.005317893,0.0003,-1.1843254566192627,,
,,,,590000,,2880,3.073766506211939e-07,0.2,0.000364282846567221,0.0376953125,-0.021920867264270782,-0.11233398342737928,0.0046261647,0.0003,-1.4795804023742676,105.0,-20.4
289,729,810,-18.703000000000003,591872,88.03,,,,,,,,,,,,
290,730,813,-18.656000000000002,593920,87.56,2890,1.946329053481577e-07,0.2,-0.0027038847940275444,0.0263671875,0.004396482370793819,-0.08284915511030704,0.0027546696,0.0003,-1.2620460987091064,,
291,730,816,-17.81200000000001,595968,79.12,2900,4.017871879202772e-07,0.2,-0.0022901893185917287,0.03193359375,-0.005103308241814375,-0.1107131820754148,0.0026227222,0.0003,-0.548879861831665,,
292,730,818,-17.375000000000007,598016,74.75,2910,1.2558975019949515e-07,0.2,-0.0018090792334987782,0.023388671875,0.0013396642170846462,-0.07948650454636663,0.0017480745,0.0003,-0.3617206811904907,,
,,,,600000,,2920,2.4628687190553222e-05,0.2,-0.0001375530584482476,0.020751953125,0.00427413173019886,-0.086599904805189,0.0021623329,0.0003,-0.0028325319290161133,101.8,-20.080000000000002
293,730,821,-17.710000000000004,600064,78.1,,,,,,,,,,,,
294,730,824,-16.763000000000005,602112,68.63,2930,1.9089324610366278e-06,0.2,-0.004002284184389282,0.031396484375,-0.020142868161201477,-0.10039848090382293,0.0031607146,0.0003,0.12134736776351929,,
295,730,827,-16.248000000000005,604160,63.48,2940,6.116551927171088e-08,0.2,0.003342986297502648,0.021728515625,-0.009464431554079056,-0.050219832290895286,0.004675848,0.0003,0.27018094062805176,,
296,730,829,-16.828000000000003,606208,69.28,2950,7.725440003270023e-08,0.2,0.004700583359226585,0.03916015625,-0.022099317982792854,-0.07266225707426202,0.05610686,0.0003,-0.07105553150177002,,
297,730,832,-16.732000000000006,608256,68.32,2960,2.376029511363953e-07,0.2,0.011522425615112297,0.040380859375,-0.02252272330224514,-0.13202444480266423,0.012945518,0.0003,0.0832071304321289,,
,,,,610000,,2970,2.817245892572373e-07,0.2,-0.0040727535990299655,0.03046875,-0.010972712188959122,-0.08763226802111604,0.023687404,0.0003,-0.4090454578399658,84.0,-18.3
298,730,835,-17.554000000000002,610304,76.54,,,,,,,,,,,,
299,730,838,-18.439,612352,85.39,2980,4.578192317588048e-05,0.2,5.39218177436851e-05,0.02177734375,-0.003090416081249714,-0.10598649254534394,0.0018366581,0.0003,0.5805456638336182,,
300,730,840,-18.853,614400,89.53,2990,6.269479235809783e-06,0.2,-0.0035758931073360143,0.080322265625,-0.0003924047341570258,-0.16326162295881658,0.029735124,0.0003,-0.24143898487091064,,
301,730,843,-19.319000000000003,616448,94.19,3000,3.266697540027508e-07,0.2,-0.00012569750106194988,0.01416015625,0.0011912573827430606,-0.1007066321442835,0.0016244702,0.0003,0.5847705602645874,,
302,731,845,-20.083000000000006,618496,101.83,3010,2.3688201680194255e-07,0.2,-0.0017078657692763954,0.017236328125,-0.008927591145038605,-0.08227622023550793,0.008356821,0.0003,0.7274907827377319,,
,,,,620000,,3020,2.3538406286327528e-07,0.2,-0.0018009241466643289,0.029345703125,0.0077703422866761684,-0.11892203137977049,0.005361916,0.0003,0.7607457041740417,54.2,-15.319999999999999
303,731,848,-20.056000000000004,620544,101.56,,,,,,,,,,,,
304,731,851,-19.338,622592,94.38,3030,2.0784612231317112e-07,0.2,0.00016044821677496657,0.017333984375,0.009710218757390976,-0.1255915377405472,0.0013182563,0.0003,0.7525931596755981,,
305,731,853,-18.811,624640,89.11,3040,1.1382586486696767e-07,0.2,-0.0027173823938937856,0.01640625,-0.020776061341166496,-0.07244904344552197,0.0014549278,0.0003,0.7303352952003479,,
306,731,856,-18.700000000000003,626688,88.0,3050,1.804229456059403e-07,0.2,-0.0023949533846462146,0.02158203125,-0.015694862231612206,-0.12044660614337772,0.0014186045,0.0003,0.6189625263214111,,
307,731,859,-18.339000000000002,628736,84.39,3060,8.291833832885232e-08,0.2,-0.012764292024075984,0.061376953125,-0.01455184631049633,-0.1317679966101423,0.06808533,0.0003,0.41086065769195557,,
,,,,630000,,3070,9.254025385985188e-08,0.2,-0.0018547885585576296,0.054443359375,-0.003717907005921006,-0.1597885980969295,0.0029619318,0.0003,0.28726011514663696,51.6,-15.059999999999999
308,731,862,-18.737000000000005,630784,88.37,,,,,,,,,,,,
309,731,864,-18.851000000000003,632832,89.51,3080,1.301209978432638e-07,0.2,-0.0031543685327051207,0.032861328125,-0.01585102453827858,-0.15415666257031263,0.0029992685,0.0003,0.05436360836029053,,
310,731,867,-18.091000000000005,634880,81.91,3090,3.0626337307548824e-06,0.2,-0.0006038143503246829,0.044384765625,0.0021792708430439234,-0.16072887142654507,0.003928576,0.0003,0.1392844319343567,,
311,731,870,-17.407000000000004,636928,75.07,3100,8.36003145820996e-08,0.2,0.0007447514130035415,0.04013671875,-0.011044151149690151,-0.11399342415388673,0.00623377,0.0003,0.18210047483444214,,
312,732,872,-17.104000000000006,638976,72.04,3110,2.3056423412715077e-06,0.2,-0.0025352328913868403,0.025390625,-0.00847555696964264,-0.13407684781122953,0.0017164007,0.0003,0.6874656677246094,,
,,,,640000,,3120,1.6905603659189694e-07,0.2,-0.0014858561422443016,0.02763671875,0.004856662824749947,-0.19102417326066642,0.002868717,0.0003,0.4353342056274414,45.0,-14.4
313,732,875,-17.063000000000006,641024,71.63,,,,,,,,,,,,
314,732,878,-16.876000000000005,643072,69.76,3130,3.5397639090994916e-07,0.2,4.4034537859261035e-05,0.016552734375,-0.010737304575741291,-0.14970648232847453,0.0017389834,0.0003,0.3599815368652344,,
315,732,880,-16.411000000000005,645120,65.11,3140,8.655245733013573e-07,0.2,-0.0003498635982396081,0.0259765625,0.01356282364577055,-0.14947497276589275,0.0026820083,0.0003,-0.5200320482254028,,
316,732,883,-17.070000000000004,647168,72.71,3150,3.78895121766476e-07,0.2,-0.0021084007719764488,0.0232421875,0.026057152077555656,-0.08185123141738586,0.0037563113,0.0003,0.04427212476730347,,
317,732,886,-16.115000000000006,649216,63.16,3160,0.2562445244424453,0.2,-0.0016756216995418073,0.04013671875,0.00720584113150835,-0.2081941185053438,0.004649644,0.0003,-0.0002620220184326172,,
,,,,650000,,3170,0.0014868949288938892,0.2,-0.0008101208775769919,0.006396484375,0.002836518455296755,-0.047446258895797656,0.00068140554,0.0003,0.4621644616127014,45.0,-14.4
318,732,888,-15.528000000000006,651264,56.28,,,,,,,,,,,,
319,732,891,-14.884000000000006,653312,49.84,3180,0.00016087340532067174,0.2,0.0003021133961738087,0.00322265625,-0.002046725247055292,-0.02380505202891072,0.00048982154,0.0003,0.007082760334014893,,
320,732,894,-14.889000000000005,655360,49.89,3190,0.0002454526557698955,0.2,-0.0003598181327106431,0.00966796875,-0.014033742249011993,-0.04851738588040462,0.0008817753,0.0003,0.7185277938842773,,
321,732,897,-14.791000000000006,657408,48.91,3200,0.002508146722766469,0.2,-0.0006559983041370288,0.00673828125,-0.0017615772085264325,-0.027200873590481935,0.0006375627,0.0003,-0.7218480110168457,,
322,732,899,-14.400000000000007,659456,45.0,3210,1.769926051622406e-05,0.2,-7.397691952064634e-05,0.0,-0.0002020984684349969,-0.0011187384929144174,7.433118e-08,0.0003,-0.2856628894805908,,
,,,,660000,,3220,1.7568777141718784e-05,0.2,-4.2002348345704375e-05,0.0,-8.548482583137229e-05,-0.0008517815304003307,1.3737008e-08,0.0003,-0.14495611190795898,45.0,-14.4
323,732,902,-14.400000000000007,661504,45.0,,,,,,,,,,,,
324,733,905,-14.400000000000007,663552,45.0,3230,1.5745935338884465e-05,0.2,-1.7483733245171607e-05,0.0,-3.197813930455595e-05,-0.0004622340230980626,2.2118911e-09,0.0003,-0.31475555896759033,,
325,733,907,-14.400000000000007,665600,45.0,3240,1.392335259851052e-05,0.2,-1.554684859002009e-05,0.0,-3.4035292628686875e-05,-0.0004146637595113134,1.2223609e-09,0.0003,-0.1664217710494995,,
326,733,910,-14.400000000000007,667648,45.0,3250,1.1827216512472205e-05,0.2,-2.0403327653184534e-06,0.0,4.197957878204761e-06,-0.00016121007321316937,0.0,0.0003,-0.3301966190338135,,
327,733,913,-14.400000000000007,669696,45.0,3260,1.0586076827223679e-05,0.2,-2.297952596563846e-06,0.0,-3.674590516311582e-07,-0.0001568633536521702,0.0,0.0003,-0.37931644916534424,,
,,,,670000,,3270,9.75119100345978e-06,0.2,-1.7198966816067695e-06,0.0,7.555718184448779e-08,-0.00011686484244251005,0.0,0.0003,-0.5275408029556274,45.0,-14.4
328,733,915,-14.400000000000007,671744,45.0,,,,,,,,,,,,
329,733,918,-14.400000000000007,673792,45.0,3280,8.57539734937518e-06,0.2,-1.4840072253718972e-06,0.0,3.9065730561560486e-07,-0.00010673314217228836,0.0,0.0003,-0.09796667098999023,,
330,733,921,-14.400000000000007,675840,45.0,3290,8.38296552174711e-06,0.2,-1.1131705832667649e-06,0.0,5.07347749589826e-07,-8.889368547215781e-05,0.0,0.0003,-0.24162817001342773,,
331,733,923,-14.434000000000005,677888,45.34,3300,6.225666919590367e-06,0.2,-1.5551544493064283e-06,0.0,-2.5089093469432555e-06,-9.469899781606727e-05,0.0,0.0003,-0.28227198123931885,,
332,733,926,-14.434000000000005,679936,45.34,3310,8.997529758403288e-06,0.2,-9.046947525348514e-05,0.000390625,2.1666392058250494e-05,-0.00017942156455035273,6.931854e-05,0.0003,-0.900455117225647,,
,,,,680000,,3320,4.095850563246018e-06,0.2,7.197319064289331e-07,0.0,-1.0790790838655084e-06,-0.00011207805717958764,0.0,0.0003,-0.4603472948074341,45.0,-14.4
333,733,929,-14.400000000000007,681984,45.0,,,,,,,,,,,,
334,733,932,-14.400000000000007,684032,45.0,3330,4.452335927851436e-06,0.2,-7.99202243797481e-06,0.0,-1.0872508937609382e-05,-0.0001328527376472266,5.820766e-10,0.0003,-0.4538114070892334,,
335,733,934,-14.400000000000007,686080,45.0,3340,3.3202341548133062e-06,0.2,-2.68899166258052e-06,0.0,-3.1175181902654003e-06,-9.302356610305652e-05,0.0,0.0003,-0.4980846643447876,,
336,734,937,-14.400000000000007,688128,45.0,3350,3.6795756120255875e-06,0.2,-8.934439392760396e-07,0.0,1.6790700101410039e-06,-5.9851983371572716e-05,0.0,0.0003,-0.6424770355224609,,
,,,,690000,,3360,2.6487422051246767e-06,0.2,-1.2234930181875825e-06,0.0,-3.383661351108458e-07,-5.1225360817852564e-05,0.0,0.0003,-0.3137720823287964,45.0,-14.4
337,734,939,-14.400000000000007,690176,45.0,,,,,,,,,,,,
338,734,942,-14.400000000000007,692224,45.0,3370,2.280572240742629e-06,0.2,-1.2573145795613528e-07,0.0,-3.400147647880658e-07,-2.9218630504601607e-05,0.0,0.0003,-0.707738995552063,,
339,734,945,-14.400000000000007,694272,45.0,3380,2.2126182829040885e-06,0.2,-8.715796866454184e-08,0.0,5.868892003491055e-07,-2.4568948404635194e-05,0.0,0.0003,-0.6989924907684326,,
340,734,947,-14.400000000000007,696320,45.0,3390,1.766726337670832e-06,0.2,-5.304827936924994e-07,0.0,-2.062568682958954e-06,-3.1531384013305794e-05,0.0,0.0003,-0.3258693218231201,,
341,734,950,-14.400000000000007,698368,45.0,3400,1.3686947955449113e-06,0.2,-8.102651918306947e-08,0.0,2.018612121901242e-07,-1.3489012982859094e-05,0.0,0.0003,-0.7335456609725952,,
,,,,700000,,3410,1.431154558417802e-06,0.2,-6.974732968956232e-08,0.0,1.639866979985527e-07,-1.4512539266320346e-05,0.0,0.0003,-0.5481929779052734,45.0,-14.4
342,734,953,-14.400000000000007,700416,45.0,,,,,,,,,,,,
343,734,955,-14.400000000000007,702464,45.0,3420,1.16057051551266e-06,0.2,-6.964983185753227e-08,0.0,3.372980472704512e-07,-1.432650875727859e-05,0.0,0.0003,-0.7086963653564453,,
344,734,958,-14.400000000000007,704512,45.0,3430,7.457451773440483e-07,0.2,-1.8220162019133567e-07,0.0,-5.399899691838073e-07,-1.242238636791626e-05,0.0,0.0003,-0.3918951749801636,,
345,735,961,-14.400000000000007,706560,45.0,3440,6.607169715788785e-07,0.2,-6.93617039360106e-08,0.0,-2.045973701569892e-07,-1.0171598222541434e-05,0.0,0.0003,-0.506420373916626,,
346,735,963,-14.400000000000007,708608,45.0,3450,6.354751647563716e-07,0.2,-1.1158408597111701e-08,0.0,2.1389702453689097e-08,-6.989934005474652e-06,0.0,0.0003,-0.8436013460159302,,
,,,,710000,,3460,5.92250463071764e-07,0.2,-6.963382475078106e-08,0.0,-1.2459375398066186e-07,-8.576313495467503e-06,0.0,0.0003,-0.5322760343551636,45.0,-14.4
347,735,966,-14.400000000000007,710656,45.0,,,,,,,,,,,,
348,735,969,-14.400000000000007,712704,45.0,3470,5.451954030455397e-07,0.2,-3.014574758708477e-08,0.0,3.79049822640809e-07,-6.8012876518253055e-06,0.0,0.0003,-0.7508996725082397,,
349,735,972,-14.400000000000007,714752,45.0,3480,3.3928674656458215e-07,0.2,-6.628833943977952e-08,0.0,1.359605050765822e-08,-8.942523441390904e-06,0.0,0.0003,-0.8308025598526001,,
350,735,974,-14.400000000000007,716800,45.0,3490,3.930408292607268e-07,0.2,-5.640322342514992e-09,0.0,7.870526985698234e-08,-4.774274113827914e-06,0.0,0.0003,-0.8932485580444336,,
351,735,977,-14.400000000000007,718848,45.0,3500,3.5626012531153604e-07,0.2,-7.389608072116972e-08,0.0,-1.73318909446607e-07,-7.176814339260318e-06,0.0,0.0003,-1.4275832176208496,,
,,,,720000,,3510,3.3443157416712664e-07,0.2,-2.4156179279088974e-09,0.0,4.0397313938456136e-08,-3.4208452124318e-06,0.0,0.0003,-1.4596667289733887,45.0,-14.4
352,735,980,-14.400000000000007,720896,45.0,,,,,,,,,,,,
353,735,982,-14.400000000000007,722944,45.0,3520,3.2139998893399026e-07,0.2,-3.472960088402033e-08,0.0,6.540014396705374e-08,-5.845078801769432e-06,0.0,0.0003,-1.1702535152435303,,
354,735,985,-14.400000000000007,724992,45.0,3530,4.0843586610606055e-07,0.2,-6.024492904543877e-09,0.0,-4.263614528099424e-08,-4.025835777099473e-06,0.0,0.0003,-3.381923198699951,,
355,735,988,-14.400000000000007,727040,45.0,3540,2.485220153669587e-07,0.2,-6.332993507385254e-09,0.0,-1.1531582799761964e-08,-3.4334546811010113e-06,0.0,0.0003,-2.15930438041687,,
356,735,991,-14.400000000000007,729088,45.0,3550,3.0275073701346857e-07,0.2,-1.856096787378192e-08,0.0,7.778626809340494e-08,-3.935129871024401e-06,0.0,0.0003,-1.8970246315002441,,
,,,,730000,,3560,3.5087586027771065e-07,0.2,-2.093147486448288e-08,0.0,-1.402552669560464e-07,-4.686863510272588e-06,0.0,0.0003,-0.39650774002075195,45.0,-14.4
357,735,993,-14.400000000000007,731136,45.0,,,,,,,,,,,,
358,735,996,-14.400000000000007,733184,45.0,3570,2.47201753023063e-07,0.2,-9.761424735188484e-09,0.0,3.446167795573274e-10,-3.058350405282795e-06,0.0,0.0003,0.20088517665863037,,
359,735,999,-14.400000000000007,735232,45.0,3580,3.29441591873092e-07,0.2,-1.0950316209346056e-09,0.0,-1.680353278743496e-08,-3.310716159887761e-06,0.0,0.0003,-0.9108014106750488,,
360,735,1001,-14.400000000000007,737280,45.0,3590,3.3011529612103627e-07,0.2,-7.58591340854764e-09,0.0,1.3830381817570014e-07,-2.9228394396341175e-06,0.0,0.0003,-4.875087261199951,,
361,736,1004,-14.400000000000007,739328,45.0,3600,2.994635840636306e-07,0.2,-1.631269697099924e-08,0.0,-4.974769041155014e-09,-3.0826408174533524e-06,0.0,0.0003,-1.8587982654571533,,
,,,,740000,,3610,3.0305384339790465e-07,0.2,-1.1979136615991593e-08,0.0,4.385035765608336e-07,-3.7722838918341496e-06,0.0,0.0003,-0.2153942584991455,45.0,-14.4
362,736,1007,-14.400000000000007,741376,45.0,,,,,,,,,,,,
363,736,1009,-14.400000000000007,743424,45.0,3620,2.609166183109579e-07,0.2,-2.5898043531924487e-08,0.0,3.411576585676812e-07,-3.559472958158949e-06,-2.910383e-11,0.0003,0.29247647523880005,,
364,736,1012,-14.400000000000007,745472,45.0,3630,3.2199305115554467e-07,0.2,-6.688060238957405e-08,0.0,2.2122250697975687e-08,-6.374676546982982e-06,-7.858034e-10,0.0003,0.8094360828399658,,
365,736,1015,-14.400000000000007,747520,45.0,3640,2.77839572060401e-07,0.2,-2.299057086929679e-07,0.0,-3.813509295014228e-07,-5.3513421612194635e-06,0.0,0.0003,0.4818705916404724,,
366,736,1017,-14.400000000000007,749568,45.0,3650,2.785839506191934e-07,0.2,-5.906331352889538e-08,0.0,-4.434788820617541e-07,-5.037958361242545e-06,-5.820766e-10,0.0003,0.7326411008834839,,
,,,,750000,,3660,3.09983404145342e-07,0.2,-1.0588846635073424e-07,0.0,-2.662594056346279e-07,-5.623179901448338e-06,0.0,0.0003,0.3749063014984131,45.0,-14.4
367,736,1020,-14.400000000000007,751616,45.0,,,,,,,,,,,,
368,736,1022,-14.400000000000007,753664,45.0,3670,2.46081041277435e-07,0.2,-1.536827767267823e-08,0.0,7.512377919738356e-08,-4.377179075731874e-06,0.0,0.0003,0.48162639141082764,,
369,736,1025,-14.400000000000007,755712,45.0,3680,3.2806066703194857e-07,0.2,-6.561458576470613e-09,0.0,-7.878291086171885e-08,-4.180303352541159e-06,0.0,0.0003,0.14290881156921387,,
370,736,1028,-14.400000000000007,757760,45.0,3690,2.6888883737363755e-07,0.2,-2.601445885375142e-08,0.0,6.38311973943928e-07,-4.677802225216965e-06,0.0,0.0003,-3.035545825958252,,
371,737,1030,-14.400000000000007,759808,45.0,3700,2.9245206674133327e-07,0.2,-7.480266503989696e-08,0.0,-6.470575186767746e-08,-2.872511262808075e-06,0.0,0.0003,-0.39429008960723877,,
,,,,760000,,3710,3.67228163566935e-07,0.2,-6.900924199726433e-05,0.0,-0.007371983490884304,-0.0013953863012808655,5.8496546e-05,0.0003,-7.296677589416504,45.0,-14.4
372,737,1033,-15.464000000000004,761856,55.64,,,,,,,,,,,,
373,737,1036,-16.724000000000004,763904,68.24,3720,2.1313569129333133e-05,0.2,0.0008804769859125372,0.066357421875,-0.01566910184919834,-0.36224771989509463,0.0032293075,0.0003,0.3353062868118286,,
374,737,1039,-17.767000000000003,765952,78.67,3730,1.3712487923811523e-05,0.2,0.000133483404351864,0.050732421875,-0.012976745143532753,-0.3183492274954915,0.008089658,0.0003,0.49952900409698486,,
375,737,1041,-18.171000000000006,768000,82.71,3740,0.00012444224190062415,0.2,0.0021106446482008325,0.052490234375,0.08546925336122513,-0.24311810228973627,0.015754309,0.0003,0.4347969889640808,,
,,,,770000,,3750,1.5843673826054782e-05,0.2,-0.029988977024913765,0.16103515625,-0.057460345327854156,-0.21740564572392032,0.19524255,0.0003,-2.2673752307891846,118.8,-21.78
376,737,1044,-18.499000000000002,770048,85.99,,,,,,,,,,,,
377,737,1047,-18.586,772096,86.86,3760,3.777532900883784e-06,0.2,-0.00047696608235128226,0.026123046875,-0.006038743071258068,-0.4358356363140047,0.004684678,0.0003,0.3418365716934204,,
378,737,1049,-18.826,774144,89.26,3770,3.9815998395198445e-06,0.2,-0.0020592022512573747,0.068115234375,0.006556995213031769,-0.43414354948326944,0.006069461,0.0003,-0.02603745460510254,,
379,737,1052,-19.506999999999998,776192,96.07,3780,2.287591323124616e-06,0.2,-0.0015776943415403365,0.03515625,0.01770985685288906,-0.4219797327183187,0.0021031585,0.0003,-0.19820332527160645,,
380,737,1055,-20.462000000000003,778240,105.62,3790,2.111547780181411e-06,0.2,0.0008419550824328326,0.023876953125,0.015409781597554684,-0.42569895684719083,0.0033879806,0.0003,0.06586116552352905,,
,,,,780000,,3800,2.3665699274033615e-06,0.2,-0.0020398401364218445,0.087451171875,-0.007903805933892727,-0.4732838418334723,0.005396279,0.0003,0.16550028324127197,103.2,-20.22
381,737,1058,-20.839000000000002,780288,109.39,,,,,,,,,,,,
382,737,1060,-20.873,782336,109.73,3810,1.385344664672772e-06,0.2,0.00019519876514095813,0.0212890625,-0.004144754260778427,-0.4542526362463832,0.0033457894,0.0003,0.22642946243286133,,
383,737,1063,-20.906,784384,110.06,3820,5.202709322560395e-06,0.2,-0.00445857030863408,0.0984375,-0.010211949236690998,-0.4632144434377551,0.0057231686,0.0003,-0.5030276775360107,,
384,737,1066,-20.886,786432,109.86,3830,1.5379252987557378e-06,0.2,8.718633616808802e-05,0.0134765625,-0.015022074803709984,-0.440314504224807,0.0012736355,0.0003,-1.8989911079406738,,
385,737,1068,-20.971999999999998,788480,110.72,3840,1.705735260681962e-06,0.2,-0.00498319353791885,0.080810546875,-0.01296956930309534,-0.4394536104053259,0.00696285,0.0003,0.11893892288208008,,
,,,,790000,,3850,5.822204021121991e-07,0.2,-0.0011207222240045666,0.075244140625,0.0157573614269495,-0.4586021048948169,0.0059504746,0.0003,0.6061606407165527,123.6,-22.259999999999998
386,737,1071,-20.882,790528,109.82,,,,,,,,,,,,
387,737,1074,-20.828000000000003,792576,109.28,3860,1.031102696824604e-05,0.2,-0.0038587884366279466,0.04951171875,-0.027177024632692337,-0.44244269682094456,0.00264557,0.0003,0.639971137046814,,
388,737,1077,-20.831999999999997,794624,109.32,3870,1.3695948912317846e-06,0.2,-0.002466660432401113,0.032470703125,-0.009113810025155544,-0.42247005496174095,0.004469691,0.0003,0.7827197909355164,,
389,737,1079,-20.901999999999997,796672,110.02,3880,8.718358542658678e-07,0.2,-0.0010923990746960043,0.04736328125,-0.020306162536144257,-0.4191882605664432,0.0036793528,0.0003,0.5406239628791809,,
390,737,1082,-20.987,798720,110.87,3890,1.3495923383288755e-06,0.2,-0.0029713357682339845,0.076318359375,0.0156168844550848,-0.45346936536952853,0.008000843,0.0003,0.2534170150756836,,
,,,,800000,,3900,1.7278652145513717e-06,0.2,-0.00035152307827956975,0.01982421875,-0.03499620035290718,-0.4517881731502712,0.004738922,0.0003,-0.7123235464096069,192.6,-29.159999999999997
