time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/value_loss,train/clip_range,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/loss,train/clip_fraction,train/entropy_loss,train/learning_rate,train/approx_kl,eval/mean_reward,eval/mean_ep_length
,490000,,,,,1.72227154544089,0.2,0.34385764598846436,2390,-0.012018139971769416,0.07777740806341171,0.183544921875,-1.206956348568201,0.0003,0.026556216,-5.892,212.0
2092,491520,240,10.562600000000002,234,318.94,,,,,,,,,,,,
2100,493568,241,10.361,235,318.76,1.8232710563577712,0.2,0.2462707757949829,2400,-0.013844849920133129,0.4382379949092865,0.166064453125,-1.1450349945574998,0.0003,0.01753711,,
2107,495616,242,9.1663,235,309.18,2.778568649291992,0.2,-0.1821727752685547,2410,-0.009806071923230774,0.3569599390029907,0.1607421875,-1.0592331241816282,0.0003,0.017232848,,
2116,497664,243,8.6473,235,307.23,1.4439522231696174,0.2,0.3915782570838928,2420,-0.012195602370775304,0.3315729796886444,0.16728515625,-1.1653064474463464,0.0003,0.029758587,,
2124,499712,244,8.2635,235,308.81,1.9946749752620234,0.2,-0.17323386669158936,2430,-0.011351495963754132,0.14850598573684692,0.18447265625,-1.237576798722148,0.0003,0.018073013,,
,500000,,,,,1.6545858406694607,0.2,0.3472082018852234,2440,-0.010098199316416867,0.14136919379234314,0.17978515625,-1.1764490842819213,0.0003,0.016904002,16.346,437.8
2138,501760,245,7.7801,234,300.43,,,,,,,,,,,,
2146,503808,246,7.924999999999998,234,304.93,1.4256499659270048,0.2,0.4465964436531067,2450,-0.013112101625301876,0.48995453119277954,0.18505859375,-1.1733408983796836,0.0003,0.020658199,,
2154,505856,247,6.308599999999999,234,293.14,1.0073225601459854,0.2,0.11563640832901001,2460,-0.00903951735526789,0.05997741222381592,0.172265625,-1.063326421380043,0.0003,0.02299437,,
2163,507904,248,5.579200000000001,234,290.13,1.219494321802631,0.2,0.12153995037078857,2470,-0.015260983395273797,0.05270486697554588,0.17607421875,-1.036432957649231,0.0003,0.028837696,,
2171,509952,249,5.141299999999998,234,286.28,0.9717896613059566,0.2,-0.07581055164337158,2480,-0.011710837838472798,-0.013359859585762024,0.20078125,-1.1124699844047428,0.0003,0.02308746,,
,510000,,,,,0.935893997293897,0.2,0.07797229290008545,2490,-0.009658179405960254,0.05280819535255432,0.15068359375,-1.210366903617978,0.0003,0.017230581,11.330000000000002,335.4
2184,512000,250,4.0346,234,275.51,,,,,,,,,,,,
2193,514048,251,3.3129999999999997,234,273.3,0.8702247439417988,0.2,0.15483438968658447,2500,-0.009735968621680514,0.14880985021591187,0.14384765625,-1.0799751864746212,0.0003,0.014308307,,
2201,516096,252,4.0901,234,281.1,1.5657437034184114,0.2,0.19775891304016113,2510,-0.0057166325495927595,0.07309228181838989,0.146875,-1.0537905260920524,0.0003,0.011965541,,
2209,518144,253,3.3504999999999994,234,277.07,2.341126713715494,0.2,-0.45390260219573975,2520,-0.010663839137123432,0.12426923215389252,0.17509765625,-1.1339692248031497,0.0003,0.019204687,,
,520000,,,,,1.069112671399489,0.2,0.1814139485359192,2530,-0.016860168916173278,0.1494240164756775,0.2474609375,-1.1506257135421039,0.0003,0.02921585,0.4799999999999997,249.4
2220,520192,254,2.9296,234,274.94,,,,,,,,,,,,
2227,522240,255,2.8141999999999996,234,273.37,1.3515873066149653,0.2,0.2716161608695984,2540,-0.011244379248819315,0.16646617650985718,0.18271484375,-1.0468040384352206,0.0003,0.018463258,,
2236,524288,256,3.0316999999999994,234,275.12,1.8347780278883874,0.2,0.2824385166168213,2550,-0.008634756984247361,0.7498967051506042,0.161767578125,-1.1639997217804194,0.0003,0.01821806,,
2244,526336,257,2.707300000000001,234,272.65,1.7345346338814125,0.2,0.18886160850524902,2560,-0.012524136801948771,0.3348580598831177,0.151123046875,-1.1252172151580453,0.0003,0.018487409,,
2251,528384,258,3.2338999999999998,234,275.36,1.4255799934966489,0.2,0.24781078100204468,2570,-0.013037829162203706,0.09260060638189316,0.209375,-1.1093881156295538,0.0003,0.018759824,,
,530000,,,,,1.5758048612158746,0.2,0.2717006206512451,2580,-0.014400035006110557,0.2811291813850403,0.190185546875,-1.2168962322175503,0.0003,0.01626175,-1.2439999999999998,277.2
2264,530432,259,3.7828999999999997,234,280.29,,,,,,,,,,,,
2273,532480,260,4.5974,234,281.8,1.422932747937739,0.2,0.2973060607910156,2590,-0.014515065387240612,0.12953370809555054,0.204296875,-1.1439645741134883,0.0003,0.0277718,,
2280,534528,261,4.8171,234,283.77,1.1594251234550028,0.2,0.12363553047180176,2600,-0.012141874100780114,0.11620048433542252,0.20400390625,-1.1838254362344742,0.0003,0.025047507,,
2289,536576,262,5.828099999999999,234,294.96,0.8696045235032216,0.2,0.2912250757217407,2610,-0.010101218607451301,0.030981440097093582,0.19599609375,-1.1696715831756592,0.0003,0.020460155,,
2298,538624,263,6.6773,234,299.96,1.2328103467822076,0.2,0.5601396560668945,2620,-0.013068495834886562,0.15626896917819977,0.18134765625,-1.1661316439509393,0.0003,0.0213086,,
,540000,,,,,1.5317513815592974,0.2,0.3253440260887146,2630,-0.015040714225324336,0.09358522295951843,0.2033203125,-1.2103597216308117,0.0003,0.019395322,18.312,434.2
2314,540672,264,6.409300000000001,233,303.15,,,,,,,,,,,,
2321,542720,265,5.877000000000001,233,299.87,0.7153625011793338,0.2,0.6020920276641846,2640,-0.010650136451295112,0.2592126429080963,0.199609375,-1.17648747228086,0.0003,0.01991053,,
2329,544768,266,6.1583,233,308.02,0.7826211440376938,0.2,0.39152294397354126,2650,-0.014173458403092809,0.10508943349123001,0.201318359375,-1.231478026881814,0.0003,0.022849888,,
2336,546816,267,4.8793,233,300.0,1.003300339402631,0.2,0.48063570261001587,2660,-0.011388520829495975,0.03420894220471382,0.1919921875,-1.302485254406929,0.0003,0.019385988,,
2345,548864,268,4.9908,234,301.16,0.8731793181039393,0.2,0.604261040687561,2670,-0.011566258387756535,0.0693792998790741,0.206689453125,-1.2392820704728365,0.0003,0.021928847,,
,550000,,,,,0.8445450440398418,0.2,0.528171181678772,2680,-0.01052424105728278,0.13566690683364868,0.187060546875,-1.1441143840551375,0.0003,0.017790439,11.62,364.4
2358,550912,269,4.4767,233,299.7,,,,,,,,,,,,
2367,552960,270,3.8374999999999995,233,295.76,0.6556105354800821,0.2,0.6507436037063599,2690,-0.01469923110998934,0.1382463425397873,0.21044921875,-1.2532415386289357,0.0003,0.033687577,,
2375,555008,271,3.627900000000001,233,294.78,1.10346327573061,0.2,0.29079675674438477,2700,-0.014382684798329137,0.0688309371471405,0.19111328125,-1.2363145370036364,0.0003,0.018602107,,
2383,557056,272,3.4608,233,298.05,1.58272082793992,0.2,0.47157901525497437,2710,-0.010955238100723363,0.09289546310901642,0.156982421875,-1.2301811791956425,0.0003,0.017971637,,
2391,559104,273,2.9558,233,297.52,0.7503979712957516,0.2,0.29630792140960693,2720,-0.011316198992426507,0.05229166895151138,0.236474609375,-1.3161718145012855,0.0003,0.026073666,,
,560000,,,,,0.773573701782152,0.2,0.29436808824539185,2730,-0.007837723786360584,0.21869032084941864,0.1529296875,-1.2082636725157498,0.0003,0.014428735,4.758,278.0
2403,561152,274,1.8874000000000004,233,290.6,,,,,,,,,,,,
2412,563200,275,1.9979000000000002,233,291.68,1.4810818841215223,0.2,0.16706275939941406,2740,-0.011736833999748342,0.31037893891334534,0.181591796875,-1.3299556337296963,0.0003,0.016602682,,
2421,565248,276,0.7787,233,279.65,1.000082809792366,0.2,0.3714892864227295,2750,-0.011799495486775414,0.11963329464197159,0.1818359375,-1.0923323651775718,0.0003,0.020857494,,
2430,567296,277,0.10010000000000026,233,271.71,0.8618103093001992,0.2,0.43140673637390137,2760,-0.013793003163300455,-0.012034744024276733,0.216064453125,-1.1426813662052155,0.0003,0.026201306,,
2439,569344,278,0.5150000000000003,233,273.2,1.3375862646382302,0.2,-0.3903557062149048,2770,-0.017327470137388445,0.11179403960704803,0.177734375,-1.120188380777836,0.0003,0.018184777,,
,570000,,,,,1.0155457976041362,0.2,0.38651347160339355,2780,-0.015787994727725164,0.04245919734239578,0.2095703125,-1.2518800366669893,0.0003,0.020802336,-2.1199999999999997,189.2
2450,571392,279,0.852,233,266.92,,,,,,,,,,,,
2458,573440,280,1.7045,233,272.25,1.3570097871590405,0.2,0.38930028676986694,2790,-0.011168274379451759,0.47480323910713196,0.163427734375,-1.1999519303441049,0.0003,0.013971488,,
2466,575488,281,1.8042000000000002,233,272.25,1.4019987098407,0.2,0.12273967266082764,2800,-0.005795785336522386,0.10878848284482956,0.14208984375,-1.2226007521152495,0.0003,0.01408625,,
2474,577536,282,2.6416000000000004,233,276.07,1.560885361628607,0.2,0.19054394960403442,2810,-0.013629517436493188,0.11854283511638641,0.183447265625,-1.1831223303452134,0.0003,0.022525027,,
2482,579584,283,2.1043,233,272.27,1.3918263613944872,0.2,0.02864813804626465,2820,-0.009868393000215293,0.09581675380468369,0.1859375,-1.225291808322072,0.0003,0.018683787,,
,580000,,,,,1.4778947030659766,0.2,0.22165805101394653,2830,-0.012869909853907301,0.09498941153287888,0.200537109375,-1.3156109571456909,0.0003,0.021719005,9.150000000000002,317.6
2496,581632,284,2.4262999999999995,232,274.5,,,,,,,,,,,,
2504,583680,285,1.9520999999999997,233,267.04,1.099464961735066,0.2,-0.02449929714202881,2840,-0.014247845599311405,0.07207214087247849,0.18017578125,-1.1697762463241816,0.0003,0.021064706,,
2512,585728,286,2.1397999999999993,233,265.83,1.2336160839069634,0.2,0.19036871194839478,2850,-0.011363222060026601,0.2175055593252182,0.198681640625,-1.1832551255822181,0.0003,0.018912211,,
2520,587776,287,1.4889000000000003,233,260.68,0.9598228631191887,0.2,0.30824750661849976,2860,-0.010235204346827231,0.08154100179672241,0.20166015625,-1.3136969584971667,0.0003,0.01803628,,
2528,589824,288,1.7938,233,261.2,1.7256339990068228,0.2,-0.005580544471740723,2870,-0.01337947447609622,0.10565432906150818,0.164501953125,-1.1650485418736936,0.0003,0.016475469,,
,590000,,,,,2.1203983509447424,0.2,0.1089523434638977,2880,-0.008713558004819788,0.5409483909606934,0.1177734375,-1.2771033219993115,0.0003,0.009527659,32.94199999999999,498.6
2544,591872,289,2.7738000000000005,232,269.29,,,,,,,,,,,,
2553,593920,290,2.8400000000000007,232,275.91,1.0209801829885692,0.2,0.17389976978302002,2890,-0.010995054029626772,0.2980841100215912,0.200341796875,-1.0933296598494053,0.0003,0.02379279,,
2560,595968,291,3.0476000000000005,232,276.71,0.8114111589733511,0.2,0.22562795877456665,2900,-0.010839575922000222,0.009739555418491364,0.170947265625,-1.1126243863254786,0.0003,0.019393586,,
2568,598016,292,3.6135000000000006,232,283.39,2.1243284444790334,0.2,0.06096380949020386,2910,-0.013504027444287203,0.10336311161518097,0.1826171875,-1.1914522241801024,0.0003,0.01686186,,
,600000,,,,,1.6863194533623755,0.2,0.04693871736526489,2920,-0.013065274235850665,0.045049604028463364,0.166650390625,-1.1867596801370381,0.0003,0.016751137,4.999999999999999,302.2
2582,600064,293,3.7420000000000004,232,286.27,,,,,,,,,,,,
2590,602112,294,3.3045999999999998,232,282.49,1.6178110295441002,0.2,0.13584327697753906,2930,-0.017483552702469752,0.03355623781681061,0.186474609375,-1.1566241592168809,0.0003,0.019090842,,
2598,604160,295,2.6656000000000004,232,278.53,1.0537603927310557,0.2,0.4443681240081787,2940,-0.01695043693180196,0.11170279234647751,0.186767578125,-1.1468714345246553,0.0003,0.024027228,,
2606,606208,296,2.7607999999999997,232,278.04,1.2191685133613646,0.2,0.1436612606048584,2950,-0.016316528388415463,0.06518174707889557,0.227783203125,-1.2040068902075292,0.0003,0.023786236,,
2615,608256,297,3.1340000000000003,232,285.41,1.232676687114872,0.2,0.021180391311645508,2960,-0.015789555880473927,0.10570896416902542,0.195458984375,-1.1375491986051203,0.0003,0.021969412,,
,610000,,,,,0.9919287566328421,0.2,0.4286165237426758,2970,-0.009633744021994062,0.16505315899848938,0.174462890625,-1.1302008615806698,0.0003,0.019828424,5.941999999999998,396.4
2630,610304,298,3.0099,232,282.99,,,,,,,,,,,,
2638,612352,299,3.907,232,292.78,0.8676859622588381,0.2,0.29095137119293213,2980,-0.01568877363606589,0.022225379943847656,0.1662109375,-1.1626159023493527,0.0003,0.019399293,,
2646,614400,300,3.7330999999999994,232,295.37,1.2410545652266591,0.2,0.2587928771972656,2990,-0.01139892692444846,0.24089114367961884,0.18935546875,-1.1812633607536553,0.0003,0.023997646,,
2654,616448,301,3.703300000000001,232,292.39,0.605763590533752,0.2,0.544927179813385,3000,-0.012475148649537004,0.04749478027224541,0.2048828125,-1.2632267616689206,0.0003,0.02374658,,
2661,618496,302,3.6038000000000006,232,292.43,1.1929754674201831,0.2,-0.0515979528427124,3010,-0.00881330095580779,0.058746762573719025,0.15029296875,-1.2404823817312718,0.0003,0.014960334,,
,620000,,,,,0.9514556295238435,0.2,0.28391599655151367,3020,-0.014603700123552698,0.06267496943473816,0.182763671875,-1.208279700949788,0.0003,0.023226995,-5.9079999999999995,210.4
2673,620544,303,2.7232000000000003,232,284.29,,,,,,,,,,,,
2683,622592,304,2.7836000000000007,232,280.32,0.6929863730212673,0.2,0.7136393189430237,3030,-0.01744341083976906,0.20212110877037048,0.206591796875,-1.1688811883330346,0.0003,0.02121783,,
2693,624640,305,2.9122,231,283.19,0.6886561959167011,0.2,0.6043010950088501,3040,-0.016500374133465813,0.07924708724021912,0.194677734375,-1.1331290977075696,0.0003,0.024168355,,
2702,626688,306,2.2821,231,280.12,1.1216361170751044,0.2,0.42515790462493896,3050,-0.015141238711657934,0.41664808988571167,0.184228515625,-1.0547665413469076,0.0003,0.01674404,,
2711,628736,307,2.2500999999999998,231,286.91,1.150402930355631,0.2,0.3039982318878174,3060,-0.015046192683803384,0.11603834480047226,0.174560546875,-1.052139814570546,0.0003,0.020966323,,
,630000,,,,,0.8868326694122516,0.2,0.24874383211135864,3070,-0.014027982161496765,0.10518555343151093,0.166943359375,-1.0904568821191787,0.0003,0.015961144,5.104,312.6
2725,630784,308,3.1447000000000003,231,296.45,,,,,,,,,,,,
2733,632832,309,3.096,231,301.57,1.0512729133246466,0.2,0.42848795652389526,3080,-0.008848376380046829,0.10566187649965286,0.152490234375,-1.0125051043927669,0.0003,0.018844489,,
2743,634880,310,3.1755999999999993,231,299.54,0.5466976672876627,0.2,0.6510409116744995,3090,-0.010265326213266234,0.0356542132794857,0.184228515625,-1.2014461558312177,0.0003,0.022061504,,
2750,636928,311,2.5465,231,296.59,1.30247874611523,0.2,0.34001433849334717,3100,-0.009726202180900145,0.5447441339492798,0.156201171875,-1.1842590913176536,0.0003,0.01844908,,
2760,638976,312,2.8845999999999994,231,300.43,0.7932251800550147,0.2,0.41451120376586914,3110,-0.013674976988113485,-0.002812407910823822,0.152392578125,-1.1624794270843268,0.0003,0.017417256,,
,640000,,,,,1.256817986932583,0.2,-0.122367262840271,3120,-0.014741691411472857,0.06703856587409973,0.1556640625,-0.9747620230540633,0.0003,0.016595796,26.366000000000003,440.4
2774,641024,313,3.0120000000000005,231,303.18,,,,,,,,,,,,
2783,643072,314,3.2206,231,304.06,1.1095849611330777,0.2,-0.05851387977600098,3130,-0.008741628444113303,0.025493521243333817,0.142431640625,-1.092473576962948,0.0003,0.016406454,,
2793,645120,315,3.9066,230,312.72,1.2425546002341434,0.2,0.2760133147239685,3140,-0.011631022373330779,0.06058350205421448,0.19091796875,-1.086672147922218,0.0003,0.016074898,,
2802,647168,316,3.8909,230,311.15,1.1618055950850248,0.2,0.4733119606971741,3150,-0.01222384013235569,0.056991174817085266,0.16201171875,-1.0121449621394276,0.0003,0.018497132,,
2810,649216,317,5.1312999999999995,230,325.3,1.3933598653180526,0.2,-0.051159024238586426,3160,-0.009890591217845213,0.07576955854892731,0.153271484375,-1.1929529976099729,0.0003,0.014636829,,
,650000,,,,,1.5066212693694978,0.2,0.018582046031951904,3170,-0.012357822581543587,0.10577575117349625,0.18544921875,-1.1966467086225747,0.0003,0.013984321,13.847999999999999,387.8
2824,651264,318,5.7883000000000004,230,331.06,,,,,,,,,,,,
2833,653312,319,5.9456999999999995,230,336.81,1.204952405486256,0.2,0.25320786237716675,3180,-0.014033863248187117,0.05343180522322655,0.187548828125,-1.2889929722994566,0.0003,0.020388244,,
2841,655360,320,5.107,230,332.86,1.0755969546968118,0.2,0.3505896329879761,3190,-0.01646241655544145,-0.010008953511714935,0.195947265625,-1.0831463063135742,0.0003,0.026290648,,
2850,657408,321,5.0541,230,327.57,1.024515978829004,0.2,0.3388991951942444,3200,-0.013198657889734022,0.028115108609199524,0.1740234375,-1.2768511921167374,0.0003,0.02251925,,
2860,659456,322,6.0116,230,333.41,1.393489829869941,0.2,0.17049181461334229,3210,-0.013911344055668452,0.009890716522932053,0.160888671875,-1.0037026681005954,0.0003,0.020515837,,
,660000,,,,,1.4074960301164539,0.2,0.41306960582733154,3220,-0.011454458543448709,0.14505654573440552,0.168701171875,-1.0481509057804943,0.0003,0.017481908,4.878,290.0
2872,661504,323,6.285200000000001,230,330.8,,,,,,,,,,,,
2880,663552,324,5.091400000000001,230,321.31,1.9468743279576302,0.2,0.08157896995544434,3230,-0.007407100850832649,0.19576677680015564,0.16220703125,-1.1272902509197593,0.0003,0.015656948,,
2888,665600,325,5.962999999999999,230,328.55,1.5425100249238313,0.2,0.12603050470352173,3240,-0.013796658799401484,0.10765397548675537,0.18017578125,-1.159523032233119,0.0003,0.019967327,,
2896,667648,326,6.259699999999999,230,328.25,1.7201768042752519,0.2,0.28602689504623413,3250,-0.012959379979292862,0.08403132110834122,0.185791015625,-1.2738232534378766,0.0003,0.019256309,,
2904,669696,327,6.161399999999999,230,328.41,2.0033047006931155,0.2,-0.06279444694519043,3260,-0.016720000404166057,0.15112276375293732,0.202978515625,-1.1801273521035909,0.0003,0.02473135,,
,670000,,,,,1.205146148824133,0.2,0.19246739149093628,3270,-0.01592211460811086,0.06608611345291138,0.214990234375,-1.2171600732952357,0.0003,0.025799908,17.433999999999997,346.4
2918,671744,328,6.286300000000001,230,330.91,,,,,,,,,,,,
2928,673792,329,7.0257000000000005,230,334.92,1.4412833573762327,0.2,0.28406721353530884,3280,-0.012837914281408302,0.13966047763824463,0.1529296875,-1.0795729288831353,0.0003,0.014048895,,
2938,675840,330,6.039300000000001,230,326.19,1.9577449229545891,0.2,-0.1499335765838623,3290,-0.012727311687194742,0.19534151256084442,0.166259765625,-1.1443099044263363,0.0003,0.017024342,,
2948,677888,331,6.920800000000001,229,334.42,1.6857350020203739,0.2,0.07380938529968262,3300,-0.0186467187711969,0.40781083703041077,0.194091796875,-1.0605639025568963,0.0003,0.022727376,,
2956,679936,332,7.3919,229,341.57,1.2171202617697419,0.2,0.4908810257911682,3310,-0.018212717726419213,0.053510282188653946,0.188916015625,-1.16876285597682,0.0003,0.02164578,,
,680000,,,,,1.2175654096645303,0.2,-0.026148676872253418,3320,-0.01816292048606556,0.07815569639205933,0.206494140625,-1.1874915193766356,0.0003,0.027073672,12.638000000000002,466.6
2978,681984,333,5.982199999999999,229,330.47,,,,,,,,,,,,
2986,684032,334,6.630800000000001,229,335.39,1.0792823743424378,0.2,0.2631078362464905,3330,-0.009065279987407849,0.020200036466121674,0.154052734375,-1.115852372534573,0.0003,0.017358234,,
2994,686080,335,6.0569,229,327.95,1.9569743655622005,0.2,-0.058223843574523926,3340,-0.014069293557258788,0.15011471509933472,0.179296875,-1.247652480751276,0.0003,0.014133096,,
3005,688128,336,6.946899999999999,228,337.03,1.7083676548209041,0.2,0.5280994176864624,3350,-0.01304400092922151,0.29937446117401123,0.202734375,-1.2903492629528046,0.0003,0.018243005,,
,690000,,,,,1.151482008653693,0.2,0.21896201372146606,3360,-0.01130973455728963,0.03892196714878082,0.168408203125,-1.0182380221784115,0.0003,0.01743605,4.404000000000001,242.2
3019,690176,337,6.6321,228,335.54,,,,,,,,,,,,
3027,692224,338,6.128199999999998,228,335.08,1.096379070309922,0.2,0.28283315896987915,3370,-0.016802170366281642,0.0795697346329689,0.200341796875,-1.118529661372304,0.0003,0.015324919,,
3037,694272,339,5.744099999999999,228,336.63,0.8921091220108792,0.2,0.16674214601516724,3380,-0.014472085039597005,0.09273996204137802,0.177294921875,-1.1520840229466558,0.0003,0.020837288,,
3045,696320,340,6.6201,228,344.31,0.916101221065037,0.2,0.337488055229187,3390,-0.020116950008377897,0.07526007294654846,0.198486328125,-1.1394845161587,0.0003,0.022683712,,
3054,698368,341,7.3933,228,351.7,1.6671342673012988,0.2,-0.26022422313690186,3400,-0.009848275729746092,0.1670987606048584,0.161767578125,-1.2403121568262576,0.0003,0.018339153,,
,700000,,,,,0.9998085250845179,0.2,0.5258136987686157,3410,-0.01625604721775744,0.08332504332065582,0.19248046875,-1.0980510793626308,0.0003,0.023169614,6.529999999999999,255.0
3069,700416,342,6.181499999999999,228,340.41,,,,,,,,,,,,
3080,702464,343,7.2214,228,354.49,0.9688473665737547,0.2,0.15078860521316528,3420,-0.01886669305386022,0.08081560581922531,0.19951171875,-1.16057453379035,0.0003,0.02290693,,
3089,704512,344,7.325799999999999,228,354.94,0.8063489228487015,0.2,0.44397902488708496,3430,-0.014985045287176035,0.010701190680265427,0.19736328125,-1.0196528339758515,0.0003,0.022131618,,
3099,706560,345,7.613599999999999,227,353.73,1.5224037667736412,0.2,-0.17779278755187988,3440,-0.00974573167040944,0.07905340194702148,0.169775390625,-1.1636569747701286,0.0003,0.021418195,,
3110,708608,346,8.3664,227,359.08,0.8928936694515869,0.2,0.5986336469650269,3450,-0.01619300750462571,0.01593378558754921,0.17490234375,-1.0455077001824975,0.0003,0.02006657,,
,710000,,,,,1.814676168304868,0.2,0.2136659026145935,3460,-0.018165438383584843,0.13910558819770813,0.16572265625,-1.087805468030274,0.0003,0.018334687,8.748000000000001,277.0
3125,710656,347,8.152899999999999,227,357.71,,,,,,,,,,,,
3134,712704,348,8.376700000000001,227,360.11,0.9500175736611709,0.2,0.3677818775177002,3470,-0.013987664309388493,0.09338054060935974,0.204150390625,-1.1862712252885104,0.0003,0.037422292,,
3143,714752,349,7.473700000000001,227,339.72,1.7852846095571295,0.2,-0.09706997871398926,3480,-0.01027000400936231,0.1800205260515213,0.130322265625,-1.127325339615345,0.0003,0.017658634,,
3151,716800,350,6.3858,227,330.83,1.3470083930063992,0.2,0.233548104763031,3490,-0.014829035181901418,0.01497911661863327,0.187646484375,-1.1676353946328164,0.0003,0.017628437,,
3159,718848,351,6.4988,227,332.14,1.2919924907386302,0.2,0.16492724418640137,3500,-0.009387776468065568,0.13056670129299164,0.16611328125,-1.3074761308729648,0.0003,0.020438261,,
,720000,,,,,0.7853853519074618,0.2,0.41931015253067017,3510,-0.01639246605336666,0.08348220586776733,0.24150390625,-1.3396647971123457,0.0003,0.028681414,-1.624,239.2
3171,720896,352,6.425599999999999,227,324.82,,,,,,,,,,,,
3180,722944,353,7.096900000000001,227,332.01,1.6340361453825607,0.2,-0.0008829832077026367,3520,-0.012191541463835165,0.11040002107620239,0.16513671875,-1.1385278467088937,0.0003,0.02326003,,
3190,724992,354,8.28,227,340.45,1.643807542975992,0.2,-0.17045724391937256,3530,-0.013920458854408934,0.3058807849884033,0.172509765625,-1.1525967016816139,0.0003,0.01825757,,
3199,727040,355,8.6905,227,341.54,1.4723989384016023,0.2,0.26148301362991333,3540,-0.010490866311010904,0.08158602565526962,0.158935546875,-1.0433259081095456,0.0003,0.019939935,,
3208,729088,356,9.9453,227,347.14,1.648323639947921,0.2,0.5123617649078369,3550,-0.016699254856212063,0.15168532729148865,0.178369140625,-1.0492744678631425,0.0003,0.02256796,,
,730000,,,,,2.543068208731711,0.2,0.41758841276168823,3560,-0.013348137110006065,0.31896594166755676,0.159912109375,-1.20682492852211,0.0003,0.01575864,20.092000000000002,412.8
3223,731136,357,9.183699999999998,226,340.91,,,,,,,,,,,,
3232,733184,358,9.171600000000002,226,339.7,1.390172143932432,0.2,0.33342981338500977,3570,-0.008043938131595495,0.09070537239313126,0.189794921875,-1.1802651304751635,0.0003,0.019248035,,
3242,735232,359,9.439299999999998,226,336.5,1.2572409810731187,0.2,0.424694299697876,3580,-0.015621838057995774,0.17299404740333557,0.1884765625,-1.069791117683053,0.0003,0.019724363,,
3252,737280,360,9.162399999999998,226,338.78,1.699171582539566,0.2,0.2762269377708435,3590,-0.0163401649100706,0.10035063326358795,0.1583984375,-1.0145824214443564,0.0003,0.022482278,,
3261,739328,361,8.5418,226,336.68,1.7310413354076446,0.2,0.042535245418548584,3600,-0.012444720312487334,0.18471036851406097,0.151611328125,-1.0452225347980857,0.0003,0.016292766,,
,740000,,,,,2.280014197900891,0.2,-0.0033097267150878906,3610,-0.015312908680061809,0.23618802428245544,0.16181640625,-1.137093085050583,0.0003,0.015272369,22.056,409.4
3276,741376,362,7.738,226,326.21,,,,,,,,,,,,
3284,743424,363,6.642699999999999,226,316.58,1.2032349687768147,0.2,-0.05573153495788574,3620,-0.011827407879172825,0.1928696632385254,0.17705078125,-1.124684571288526,0.0003,0.024950147,,
3292,745472,364,6.14,226,316.28,0.8946550041786395,0.2,0.03147554397583008,3630,-0.014691358688287437,0.07377782464027405,0.226171875,-1.2349631890654564,0.0003,0.019706136,,
3302,747520,365,6.488500000000001,226,321.14,1.0024561679922044,0.2,0.386150598526001,3640,-0.013928680171375163,0.006994202733039856,0.184033203125,-1.1561273477971554,0.0003,0.021139598,,
3311,749568,366,7.235499999999999,226,325.91,1.4282543352572248,0.2,0.5372974872589111,3650,-0.016243652330012993,0.14186672866344452,0.143212890625,-1.0568147003650665,0.0003,0.0155843105,,
,750000,,,,,1.1593761058757082,0.2,0.4258396625518799,3660,-0.01921121688792482,0.11527492105960846,0.18916015625,-1.1178086660802364,0.0003,0.020381413,9.580000000000002,360.6
3329,751616,367,7.1508,225,327.43,,,,,,,,,,,,
3338,753664,368,8.1484,225,337.28,1.1727153084939346,0.2,-0.0035576820373535156,3670,-0.015055593225406482,0.029418062418699265,0.200341796875,-1.1130860798060893,0.0003,0.023288323,,
3347,755712,369,8.1497,225,337.39,2.8192142207641155,0.2,-0.6037033796310425,3680,-0.01327100453490857,0.3460206985473633,0.150830078125,-1.2184557382017374,0.0003,0.014390731,,
3357,757760,370,7.6046000000000005,225,332.83,1.1431248464621604,0.2,0.39469069242477417,3690,-0.017730438243597747,0.08820242434740067,0.190087890625,-1.123420501127839,0.0003,0.02018021,,
3367,759808,371,7.0463,225,326.95,1.167578203533776,0.2,0.22516822814941406,3700,-0.018883470850414596,0.09565944224596024,0.22392578125,-1.218164575845003,0.0003,0.018253304,,
,760000,,,,,1.192653572699055,0.2,0.35173678398132324,3710,-0.01586716758320108,0.13714821636676788,0.16845703125,-1.0260431034490467,0.0003,0.021131838,-3.547999999999999,246.6
3382,761856,372,5.641599999999999,225,316.35,,,,,,,,,,,,
3392,763904,373,6.0623000000000005,225,318.46,0.9510564402444288,0.2,0.5654075145721436,3720,-0.01641000040981453,0.029158152639865875,0.185986328125,-1.1093716826289892,0.0003,0.01944484,,
3400,765952,374,6.442200000000001,225,316.47,2.0904078899649905,0.2,0.33687156438827515,3730,-0.014192217396339402,0.25397220253944397,0.144580078125,-0.9909730354323983,0.0003,0.016356826,,
3411,768000,375,6.7385,225,316.13,1.2761790263699369,0.2,0.22545373439788818,3740,-0.012320149032166227,0.5144699215888977,0.17197265625,-1.1780029002577066,0.0003,0.019892672,,
,770000,,,,,1.1302584302728065,0.2,-0.10182034969329834,3750,-0.010821224238316062,0.06797222793102264,0.1689453125,-0.9663677828386426,0.0003,0.0175763,5.17,319.2
3427,770048,376,7.8345,224,325.83,,,,,,,,,,,,
