time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/total_timesteps,train/n_updates,train/explained_variance,train/value_loss,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/loss,train/learning_rate,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
,,,,,560000,2730,0.9999498724937439,0.0009357040839404363,0.2,0.002716584570589475,0.005597203,0.0373046875,-0.014062692411243916,0.0003,-0.1357531575486064,8.6,187.0
663,845,8.550999999999998,186.51,274,561152,,,,,,,,,,,,
663,848,8.562999999999999,186.63,275,563200,2740,0.9999257326126099,0.001459292167237436,0.2,-0.0017794654471799732,0.0013838636,0.021484375,-0.0013610956957563758,0.0003,-0.12309850498568267,,
663,851,8.577,186.77,276,565248,2750,0.9999764561653137,0.00048296596207819675,0.2,0.00015371357440017164,0.0011658364,0.02099609375,0.014650179073214531,0.0003,-0.12376829171553254,,
663,854,8.576999999999998,186.77,277,567296,2760,0.9998894333839417,0.0026950275699391566,0.2,0.0013537069491576404,0.0025119525,0.026123046875,-0.0020335570443421602,0.0003,-0.16429025160614402,,
663,858,8.588,186.88,278,569344,2770,0.9999738335609436,0.0003546172377127732,0.2,-0.001399182085879147,0.0031938492,0.031494140625,-0.008895523846149445,0.0003,-0.12346351698506623,,
,,,,,570000,2780,0.9999819993972778,0.0003228790242701507,0.2,0.0005375800421461463,0.0006108301,0.0123046875,-0.00522192008793354,0.0003,-0.12409323402680457,8.6,187.0
662,861,8.585999999999999,186.86,279,571392,,,,,,,,,,,,
663,864,8.572,186.72,280,573440,2790,0.9999555945396423,0.0011181495985056245,0.2,0.0013086965802358464,0.00056506606,0.01875,0.0025758608244359493,0.0003,-0.12334370191674679,,
663,867,8.573999999999998,186.74,281,575488,2800,0.9985795617103577,0.031653260257735384,0.2,0.0008791860193014145,0.0032664184,0.018408203125,0.0814250111579895,0.0003,-0.11581404907628894,,
663,870,8.575999999999999,186.76,282,577536,2810,0.9999557733535767,0.0005955060802989465,0.2,-0.001986700495763216,0.000646949,0.014013671875,-0.0024941163137555122,0.0003,-0.11933636881876737,,
663,873,8.578999999999999,186.79,283,579584,2820,0.9999750256538391,0.00034533552300217705,0.2,0.00327589923836058,0.005604356,0.0341796875,-0.008392740972340107,0.0003,-0.15866584805771708,,
,,,,,580000,2830,0.9999841451644897,0.0002802160988039759,0.2,0.00013491954014170914,0.0019240375,0.0150390625,-0.004655909258872271,0.0003,-0.1337873324053362,8.6,187.0
662,877,8.578999999999999,186.79,284,581632,,,,,,,,,,,,
662,880,8.583,186.83,285,583680,2840,0.9999880790710449,0.00024416883863978003,0.2,0.0004133111680857837,0.003215759,0.028662109375,0.004685672465711832,0.0003,-0.14278407369274645,,
662,883,8.581999999999999,186.82,286,585728,2850,0.9999927878379822,0.00017393916964465462,0.2,-0.001325646898476407,0.0012575142,0.017041015625,-0.0058069126680493355,0.0003,-0.12082040312234313,,
662,886,8.572999999999999,186.73,287,587776,2860,0.9999850392341614,0.0003414309588379183,0.2,0.0012060885346727446,0.0016054851,0.019287109375,-0.0033302067313343287,0.0003,-0.14767138906754554,,
662,890,8.555999999999997,186.56,288,589824,2870,0.9997202754020691,0.005496863013286201,0.2,0.004420797387138009,0.005022889,0.036083984375,-0.016720453277230263,0.0003,-0.1573223059764132,,
,,,,,590000,2880,0.9984066486358643,0.03305383460901794,0.2,-0.00014792179135838523,0.0009303627,0.0109375,0.006507059559226036,0.0003,-0.15363005134277047,8.6,187.0
662,893,8.571,186.71,289,591872,,,,,,,,,,,,
662,896,8.57,186.7,290,593920,2890,0.9997838139533997,0.00122787648360827,0.2,-0.0010281496128300206,0.005003046,0.0396484375,0.006734013557434082,0.0003,-0.1414780727121979,,
662,899,8.567,186.67,291,595968,2900,0.999932050704956,0.0005739399088270147,0.2,0.0005954333726549521,0.0013015706,0.023486328125,-0.0002491275081411004,0.0003,-0.14738424730021507,,
662,903,8.567,186.67,292,598016,2910,0.9999167323112488,0.001684003432865211,0.2,-0.0013712922678678296,0.0069334344,0.051806640625,0.0011283265193924308,0.0003,-0.163868150790222,,
,,,,,600000,2920,0.9999866485595703,0.00019058015385553517,0.2,-0.00031675821664975954,0.0025738066,0.026806640625,0.0007134273182600737,0.0003,-0.15168670369312168,8.6,187.0
661,906,8.559,186.59,293,600064,,,,,,,,,,,,
661,910,8.559,186.59,294,602112,2930,0.9995471239089966,0.009356787265551248,0.2,0.003128438569547143,0.002621118,0.02939453125,-0.0018368423916399479,0.0003,-0.1436585013754666,,
661,913,8.559999999999999,186.6,295,604160,2940,0.9999639391899109,0.000447338902449701,0.2,-4.9043106264434756e-05,0.0034997235,0.01884765625,0.002429717918857932,0.0003,-0.1282897672150284,,
661,916,8.567999999999998,186.68,296,606208,2950,0.9999865889549255,0.00024586857230133317,0.2,-0.0013007468442083336,0.003306576,0.037451171875,0.015532723627984524,0.0003,-0.16215838342905045,,
661,919,8.587,186.87,297,608256,2960,0.9999871850013733,0.000275368098027684,0.2,-0.00013694159861188382,0.0005894274,0.01376953125,-0.0012757963268086314,0.0003,-0.13659692031797022,,
,,,,,610000,2970,0.9999922513961792,0.00015348858788684084,0.2,0.00039886158483568577,0.0015121481,0.01962890625,0.004772689193487167,0.0003,-0.14772661400493234,8.6,187.0
661,922,8.584999999999999,186.85,298,610304,,,,,,,,,,,,
661,926,8.581,186.81,299,612352,2980,0.9999690651893616,0.0007476909845763657,0.2,0.0005694018022040836,0.0013681096,0.0173828125,-0.0011805837275460362,0.0003,-0.14019833074416965,,
661,929,8.582999999999998,186.83,300,614400,2990,0.999815821647644,0.004180275839826208,0.2,0.00021834518483956344,0.00093240023,0.01201171875,7.569557055830956e-05,0.0003,-0.14950426642317324,,
661,932,8.577999999999998,186.78,301,616448,3000,0.9999778270721436,0.00037106880595274563,0.2,-0.000992410177423153,0.0023614836,0.02490234375,-0.0050297812558710575,0.0003,-0.14762810787651687,,
661,935,8.547999999999996,186.48,302,618496,3010,0.9998893141746521,0.0027434016797997173,0.2,0.0016760458791395649,0.003993056,0.0181640625,-0.0001617802190594375,0.0003,-0.1388519540661946,,
,,,,,620000,3020,0.9968779683113098,0.059437242070271165,0.2,0.0037068070058012383,0.0019021921,0.02451171875,-0.003050309605896473,0.0003,-0.14388345403131098,8.6,187.0
660,938,8.525999999999998,186.26,303,620544,,,,,,,,,,,,
660,941,8.52,186.2,304,622592,3030,0.9994804263114929,0.01096411070029717,0.2,-0.0012901380832772702,0.0015251387,0.0205078125,0.014124126173555851,0.0003,-0.1462405401049182,,
660,945,8.511000000000001,186.11,305,624640,3040,0.9995580911636353,0.005600852050883986,0.2,-0.0009624044963857159,0.0058727283,0.053857421875,0.0035268208011984825,0.0003,-0.1580123924650252,,
660,948,8.511,186.11,306,626688,3050,0.9993695616722107,0.013656017914217954,0.2,0.00036217994493199513,0.010345571,0.052734375,-0.0034775324165821075,0.0003,-0.1793789913877845,,
660,951,8.513,186.13,307,628736,3060,0.9998552799224854,0.0010200506187629799,0.2,-0.0001551825480419211,0.0013166997,0.01708984375,0.00591428205370903,0.0003,-0.12407823882531374,,
,,,,,630000,3070,0.999902606010437,0.0006351067256673559,0.2,0.0003029549363418482,0.0028884523,0.03017578125,-0.0009798234095796943,0.0003,-0.16550644631497563,8.6,187.0
660,955,8.517999999999999,186.18,308,630784,,,,,,,,,,,,
660,958,8.509999999999998,186.1,309,632832,3080,0.9999622702598572,0.00034030740480375246,0.2,0.0007358727307291701,0.0006571067,0.012744140625,0.00043665256816893816,0.0003,-0.12898618180770427,,
660,961,8.496,185.96,310,634880,3090,0.9996966123580933,0.0058168981708149655,0.2,-0.0004464109631953761,0.00037953083,0.014208984375,-0.00036044034641236067,0.0003,-0.14742241685744376,,
660,964,8.520999999999999,186.21,311,636928,3100,0.997789740562439,0.04607472350362514,0.2,-0.0005721964116673917,0.0009102052,0.013232421875,0.002457314170897007,0.0003,-0.12502897892845793,,
660,967,8.543999999999999,186.44,312,638976,3110,0.9997876882553101,0.0018401296763840946,0.2,-0.0012932890851516277,0.0005320365,0.01396484375,-0.008888166397809982,0.0003,-0.12467239776160569,,
,,,,,640000,3120,0.9995831847190857,0.009651938101615087,0.2,-0.00044453001610236245,0.0006677246,0.0095703125,0.008150985464453697,0.0003,-0.12223352962173521,8.6,187.0
660,970,8.536,186.36,313,641024,,,,,,,,,,,,
660,974,8.546,186.46,314,643072,3130,0.9981843829154968,0.03729336833112029,0.2,-0.001061799708986655,0.0014184986,0.016259765625,-0.0005748928524553776,0.0003,-0.14846680716145783,,
660,977,8.546,186.46,315,645120,3140,0.9998250603675842,0.0018727202001173281,0.2,-0.0011374337569577619,0.003013914,0.024658203125,0.0013220006367191672,0.0003,-0.1438754115719348,,
660,979,8.546,186.46,316,647168,3150,0.9999525547027588,0.00045569146632260524,0.2,-0.001291583720012568,0.0025693832,0.028759765625,-0.011903555132448673,0.0003,-0.1316837752237916,,
660,982,8.546,186.46,317,649216,3160,0.9999698400497437,0.0003011223140447328,0.2,-0.00042855601495830344,0.0010231389,0.01484375,-0.0038820153567939997,0.0003,-0.1533199522877112,,
,,,,,650000,3170,0.9999868273735046,0.00015782665871029168,0.2,0.0001756603887770325,0.00079229625,0.018505859375,0.0005210137460380793,0.0003,-0.12672065708320587,8.6,187.0
660,986,8.555,186.55,318,651264,,,,,,,,,,,,
660,989,8.555,186.55,319,653312,3180,0.9999874234199524,0.00019714913648840592,0.2,-0.0015614825213560834,0.0014402221,0.027783203125,-0.001212102361023426,0.0003,-0.13788395904703066,,
660,992,8.573999999999998,186.74,320,655360,3190,0.9999927282333374,0.0001338850311412898,0.2,0.0006660035738605075,0.0024644132,0.018603515625,-0.0069200280122458935,0.0003,-0.13992697482462974,,
660,995,8.581999999999999,186.82,321,657408,3200,0.9999931454658508,0.00013926669676038727,0.2,-0.0007627039158251137,0.0011774766,0.015478515625,-0.025209203362464905,0.0003,-0.1420418684836477,,
660,999,8.6,187.0,322,659456,3210,0.9999954104423523,9.73437820334766e-05,0.2,0.0008118096680846065,0.0032565133,0.0220703125,0.004000818822532892,0.0003,-0.14034664009232073,,
,,,,,660000,3220,0.999994695186615,0.00011431679214410906,0.2,0.00038724065816495565,0.0016893484,0.0212890625,-0.0028486521914601326,0.0003,-0.12120108782546594,8.6,187.0
659,1002,8.6,187.0,323,661504,,,,,,,,,,,,
659,1005,8.6,187.0,324,663552,3230,0.9999959468841553,0.00015465835302848064,0.2,-0.000987710822664667,0.0010054254,0.017626953125,0.00199627922847867,0.0003,-0.11687584400642663,,
659,1008,8.6,187.0,325,665600,3240,0.9999963641166687,0.00012267363448472678,0.2,0.0001745071465848014,0.0011649064,0.01796875,0.0004037560720462352,0.0003,-0.13574842042289675,,
659,1011,8.6,187.0,326,667648,3250,0.9999960064888,0.0001359503826506625,0.2,0.0008781682103290222,0.0013666772,0.016552734375,-0.005233005620539188,0.0003,-0.13726601300295443,,
659,1014,8.6,187.0,327,669696,3260,0.9999960064888,0.00015333862003217292,0.2,0.0003853578265989199,0.0012610729,0.01767578125,-0.007919694297015667,0.0003,-0.1260859081055969,,
,,,,,670000,3270,0.9999966621398926,9.895124663898969e-05,0.2,0.00040175668837036935,0.00024789985,0.016796875,0.0011477674124762416,0.0003,-0.11274303561076522,8.6,187.0
659,1018,8.6,187.0,328,671744,,,,,,,,,,,,
659,1021,8.6,187.0,329,673792,3280,0.9999967217445374,0.00016512338087864008,0.2,0.0011167253091116437,0.0015626559,0.01005859375,-0.0026661979500204325,0.0003,-0.11272151155862957,,
659,1024,8.6,187.0,330,675840,3290,0.9999946355819702,0.00010177596916491894,0.2,0.00022781174775445833,0.0007661275,0.009765625,0.002342232968658209,0.0003,-0.11840990857454017,,
659,1027,8.6,187.0,331,677888,3300,0.9999962449073792,0.00014116109640553985,0.2,0.00031226021237671373,0.002767853,0.02861328125,0.004066057503223419,0.0003,-0.13310564944986253,,
659,1030,8.6,187.0,332,679936,3310,0.9999960660934448,0.00012741056495997328,0.2,0.0010507862753001973,0.0042027608,0.025048828125,-0.004257621709257364,0.0003,-0.12696338980458677,,
,,,,,680000,3320,0.9999963045120239,8.644246448739069e-05,0.2,0.0004855638559092768,0.002885568,0.026123046875,0.0030763340182602406,0.0003,-0.1155086086364463,8.6,187.0
659,1034,8.6,187.0,333,681984,,,,,,,,,,,,
659,1037,8.6,187.0,334,684032,3330,0.9999969601631165,0.00021806711812359935,0.2,0.00014970086776884274,0.0010724037,0.013916015625,-0.0006451021181419492,0.0003,-0.10628184506203979,,
659,1040,8.6,187.0,335,686080,3340,0.9999972581863403,7.559219101267445e-05,0.2,-0.0023191796310129574,0.0060978206,0.030908203125,0.015060648322105408,0.0003,-0.1029919626773335,,
658,1044,8.6,187.0,336,688128,3350,0.9999975562095642,0.0004792625167226561,0.2,0.00042122185113839804,0.0010985949,0.01953125,0.002583849709481001,0.0003,-0.10485390613321215,,
,,,,,690000,3360,0.9999967813491821,8.72029981792366e-05,0.2,0.00014170438080327586,0.0018345487,0.024951171875,0.011563150212168694,0.0003,-0.1160627392004244,8.6,187.0
658,1047,8.6,187.0,337,690176,,,,,,,,,,,,
658,1050,8.6,187.0,338,692224,3370,0.9999973177909851,8.014471986257376e-05,0.2,0.000458116180379875,0.002168816,0.015380859375,0.001598065602593124,0.0003,-0.09554289603838698,,
658,1054,8.6,187.0,339,694272,3380,0.9999970197677612,7.736233470723164e-05,0.2,0.0002881268796045333,0.0022969134,0.019091796875,-0.005660106427967548,0.0003,-0.088100017310353,,
658,1057,8.6,187.0,340,696320,3390,0.999997079372406,0.00013579182090097674,0.2,0.000652093134704046,0.0017400439,0.016845703125,-0.0025961219798773527,0.0003,-0.10383388961199672,,
658,1060,8.6,187.0,341,698368,3400,0.9999974370002747,0.0002039915334876241,0.2,0.0014103424007771536,0.0032844702,0.0197265625,-0.00023800184135325253,0.0003,-0.1144425816484727,,
,,,,,700000,3410,0.9999973773956299,0.000134520791579007,0.2,0.001720913614553865,0.0028950502,0.02509765625,0.042401041835546494,0.0003,-0.10024790033930912,8.6,187.0
658,1063,8.6,187.0,342,700416,,,,,,,,,,,,
658,1066,8.6,187.0,343,702464,3420,0.999997079372406,0.0003700141320621242,0.2,0.0006350226933136583,0.00177423,0.023095703125,-0.008839843794703484,0.0003,-0.08980777001706883,,
658,1069,8.6,187.0,344,704512,3430,0.9999954104423523,0.00046631866504753816,0.2,0.0017657137650530785,0.0025701975,0.0181640625,0.06872532516717911,0.0003,-0.09725888381944969,,
658,1073,8.6,187.0,345,706560,3440,0.9999974966049194,6.075676644172745e-05,0.2,0.0006441031553549692,0.001239432,0.013623046875,-0.007233187090605497,0.0003,-0.09374488726025447,,
658,1076,8.6,187.0,346,708608,3450,0.9999978542327881,6.151946087697979e-05,0.2,0.0010390447016106919,0.0010618481,0.022705078125,0.005340931937098503,0.0003,-0.10053924184758216,,
,,,,,710000,3460,0.9999974966049194,6.0887537625831103e-05,0.2,0.00031387440249091013,0.0018192733,0.013232421875,0.011285477317869663,0.0003,-0.08988285636296496,8.6,187.0
658,1079,8.6,187.0,347,710656,,,,,,,,,,,,
658,1082,8.6,187.0,348,712704,3470,0.9999976754188538,0.0001528116434428739,0.2,0.0012651024764636532,0.003503227,0.026025390625,-0.003866670886054635,0.0003,-0.09313560352893546,,
658,1086,8.6,187.0,349,714752,3480,0.9999976754188538,8.397803036928054e-05,0.2,0.0015767748351208865,0.0017608294,0.013818359375,0.010019177570939064,0.0003,-0.08570647094747982,,
658,1088,8.6,187.0,350,716800,3490,0.9999977946281433,0.0001782175029688915,0.2,-0.00043364689918234944,0.0037132183,0.0287109375,-0.0061757224611938,0.0003,-0.10589703321456909,,
658,1091,8.6,187.0,351,718848,3500,0.9999977946281433,0.00014276825185106646,0.2,0.001943264511646703,0.0036653667,0.0275390625,0.003147943876683712,0.0003,-0.09084438970894552,,
,,,,,720000,3510,0.9999976754188538,0.00022499129617017388,0.2,0.0008963985426817089,0.002352429,0.021435546875,-0.0029084007255733013,0.0003,-0.09530257325386629,8.6,187.0
658,1094,8.6,187.0,352,720896,,,,,,,,,,,,
658,1097,8.6,187.0,353,722944,3520,0.9999969005584717,9.60687176416286e-05,0.2,0.0011096150818048045,0.0026623295,0.024365234375,0.00086964265210554,0.0003,-0.09236886482685805,,
659,1100,8.6,187.0,354,724992,3530,0.9999973773956299,0.00025349214042194037,0.2,0.00011408198188291862,0.0042120363,0.02802734375,-0.0057880328968167305,0.0003,-0.10622978548053652,,
659,1102,8.6,187.0,355,727040,3540,0.9999976754188538,6.783688419886857e-05,0.2,0.0006921901542227716,0.0009875628,0.02333984375,-0.005438084714114666,0.0003,-0.10564905917271972,,
659,1105,8.6,187.0,356,729088,3550,0.9999975562095642,6.363144910324082e-05,0.2,0.000360325192741584,0.00048087875,0.015185546875,0.00052966846851632,0.0003,-0.0986324796685949,,
,,,,,730000,3560,0.9999973177909851,6.54989923134508e-05,0.2,0.0011139667039969936,0.002413356,0.030322265625,0.007074020337313414,0.0003,-0.10805634583812207,8.6,187.0
659,1108,8.6,187.0,357,731136,,,,,,,,,,,,
659,1111,8.6,187.0,358,733184,3570,0.9999972581863403,0.0001735913960601465,0.2,0.0009273073985241354,0.0023179704,0.024072265625,-0.008477478288114071,0.0003,-0.09150421039666981,,
659,1114,8.6,187.0,359,735232,3580,0.9999973773956299,0.00022543673792370101,0.2,-0.00048297151370206847,0.006398273,0.04658203125,0.011105653829872608,0.0003,-0.1117873793002218,,
659,1117,8.6,187.0,360,737280,3590,0.9999977350234985,0.00016619338418308872,0.2,0.0006886355113238096,0.00152586,0.02734375,0.0020955034997314215,0.0003,-0.1005215564975515,,
660,1119,8.6,187.0,361,739328,3600,0.9999956488609314,0.0005964595320364196,0.2,0.0003925488344975747,0.0048423167,0.030224609375,-0.005209736526012421,0.0003,-0.10735355468932539,,
,,,,,740000,3610,0.9999970197677612,5.37777062618261e-05,0.2,0.0015252329088980333,0.002811592,0.029150390625,0.003705342998728156,0.0003,-0.10947532744612545,8.6,187.0
660,1123,8.6,187.0,362,741376,,,,,,,,,,,,
660,1125,8.6,187.0,363,743424,3620,0.9999975562095642,4.7161660185679465e-05,0.2,4.4874066952615975e-05,0.0018099832,0.025830078125,0.0005612849490717053,0.0003,-0.08481595010962337,,
660,1128,8.6,187.0,364,745472,3630,0.9999982118606567,0.00020980940176684726,0.2,0.0004186598933301866,0.0016720345,0.02470703125,-0.005596139933913946,0.0003,-0.09507920359028503,,
660,1131,8.6,187.0,365,747520,3640,0.9999978542327881,0.00024334634469482807,0.2,0.0003854510156088509,0.0020863763,0.016259765625,-0.010072539560496807,0.0003,-0.09068743219831958,,
661,1133,8.6,187.0,366,749568,3650,0.9999983906745911,7.066103614477015e-05,0.2,0.000933954885113053,0.00086608774,0.022119140625,-0.002007764298468828,0.0003,-0.08960696047288366,,
,,,,,750000,3660,0.9999983906745911,4.740104573670578e-05,0.2,0.00033406307047698645,0.0016389779,0.021630859375,-0.0016330201178789139,0.0003,-0.08239644521381706,8.6,187.0
661,1137,8.6,187.0,367,751616,,,,,,,,,,,,
661,1139,8.6,187.0,368,753664,3670,0.999998152256012,7.696849054354971e-05,0.2,0.001219928370846901,0.0005844026,0.020703125,-0.0007072642911225557,0.0003,-0.09082574716303497,,
661,1142,8.6,187.0,369,755712,3680,0.999998152256012,0.00045871573436500056,0.2,0.0006191101594595239,0.0020002837,0.028271484375,0.0029492536559700966,0.0003,-0.09361489432631061,,
661,1145,8.6,187.0,370,757760,3690,0.9999872446060181,8.533444752742981e-05,0.2,0.0018021051830146462,0.0054489016,0.038134765625,0.045742593705654144,0.0003,-0.09141572778462433,,
661,1147,8.6,187.0,371,759808,3700,0.999995768070221,0.00032936095526565624,0.2,0.0021861736400751396,0.004130037,0.03251953125,-0.009112700819969177,0.0003,-0.09824832517188042,,
,,,,,760000,3710,0.9999970197677612,0.00010822338027765,0.2,0.0015492809179704636,0.008559944,0.048828125,0.04372509941458702,0.0003,-0.11835175326559692,8.6,187.0
661,1151,8.597999999999999,186.98,372,761856,,,,,,,,,,,,
662,1153,8.591,186.91,373,763904,3720,0.9999701976776123,0.0008364114596815852,0.2,-2.7263470110483466e-05,0.0016230616,0.01435546875,0.0038829208351671696,0.0003,-0.10239994813455269,,
662,1156,8.591,186.91,374,765952,3730,0.9996770620346069,0.007181495186796383,0.2,-0.0002078175253700465,0.0006374405,0.01435546875,-0.006735534407198429,0.0003,-0.09304843113059177,,
662,1159,8.591,186.91,375,768000,3740,0.9999688267707825,0.000388172675388887,0.2,0.0007419270536047406,0.0016335091,0.024609375,0.005214262288063765,0.0003,-0.11275150761939585,,
,,,,,770000,3750,0.9999842047691345,0.00018177564695633918,0.2,-0.00036628274829126896,0.010032335,0.074365234375,-0.004011181183159351,0.0003,-0.1484118195483461,8.6,187.0
662,1162,8.591,186.91,376,770048,,,,,,,,,,,,
662,1164,8.591,186.91,377,772096,3760,0.9999948143959045,6.946189994323504e-05,0.2,-0.00013395792338997126,0.0007327903,0.015087890625,-0.004469484556466341,0.0003,-0.10651252713287249,,
663,1167,8.591,186.91,378,774144,3770,0.9999964237213135,5.137766239045049e-05,0.2,0.00029398274054983633,0.0019628312,0.0318359375,-0.004441029857844114,0.0003,-0.11535397570114583,,
663,1170,8.591,186.91,379,776192,3780,0.9999973773956299,5.019394383509734e-05,0.2,0.0008960558479884639,0.0008299523,0.019873046875,-0.00010930767166428268,0.0003,-0.09871297624194994,,
663,1173,8.591,186.91,380,778240,3790,0.999997615814209,6.600155188039026e-05,0.2,0.001613843634549994,0.0021201146,0.021923828125,-0.0018427124014124274,0.0003,-0.10948726761853322,,
,,,,,780000,3800,0.9999980330467224,6.49064250040965e-05,0.2,-0.0011131359642604366,0.007945795,0.034619140625,0.048327140510082245,0.0003,-0.10665152543224395,8.6,187.0
663,1176,8.593,186.93,381,780288,,,,,,,,,,,,
663,1178,8.6,187.0,382,782336,3810,0.9999980330467224,0.00027097773156583573,0.2,0.0011309325695037843,0.0011220658,0.017138671875,-0.003954391460865736,0.0003,-0.09915068324189633,,
663,1181,8.6,187.0,383,784384,3820,0.9999986886978149,0.00015373423167375222,0.2,0.0010902566951699554,0.0017579941,0.024365234375,-0.01174352690577507,0.0003,-0.08716155672445894,,
664,1184,8.6,187.0,384,786432,3830,0.9999983310699463,4.6088147868772467e-05,0.2,0.0006015067338012159,0.0017262325,0.02734375,-0.008848074823617935,0.0003,-0.0956207475042902,,
664,1186,8.6,187.0,385,788480,3840,0.9999985098838806,5.4403613555109585e-05,0.2,0.0011599047560594045,0.001715662,0.02158203125,0.018761519342660904,0.0003,-0.09690026289317757,,
,,,,,790000,3850,0.9999982714653015,0.00011138162499264581,0.2,0.0006908339535584673,0.0022408033,0.02822265625,-0.0032798624597489834,0.0003,-0.10550706940703095,8.6,187.0
664,1190,8.6,187.0,386,790528,,,,,,,,,,,,
664,1192,8.6,187.0,387,792576,3860,0.9999983310699463,7.078336064409995e-05,0.2,0.0005252087576081976,0.0017147944,0.0162109375,-0.003955726977437735,0.0003,-0.08714258524123579,,
664,1195,8.6,187.0,388,794624,3870,0.9999985098838806,0.00037382272325032774,0.2,0.0011991967738140374,0.0034625737,0.0171875,-0.0003384574956726283,0.0003,-0.08698978405445815,,
664,1198,8.6,187.0,389,796672,3880,0.9999983906745911,0.00038199933474629687,0.2,0.0013872441370040179,0.0016057808,0.016943359375,-0.003487303387373686,0.0003,-0.08067752057686448,,
665,1200,8.6,187.0,390,798720,3890,0.9999985694885254,4.08355541480887e-05,0.2,0.0016290491403196938,0.003534705,0.02158203125,-0.0033600369933992624,0.0003,-0.09375164260854944,,
,,,,,800000,3900,0.9999988079071045,0.0003009560131999933,0.2,0.00157200845569605,0.004436503,0.0294921875,-0.007275388576090336,0.0003,-0.09164090850390494,8.6,187.0
665,1204,8.6,187.0,391,800768,,,,,,,,,,,,
665,1206,8.6,187.0,392,802816,3910,0.9999986886978149,3.775751900150226e-05,0.2,-0.00039857381052570416,0.002567205,0.02138671875,0.014602795243263245,0.0003,-0.08365535545162857,,
665,1209,8.6,187.0,393,804864,3920,0.9999983906745911,4.358469166447776e-05,0.2,0.0011609077148023062,0.002723867,0.023193359375,-0.004119680728763342,0.0003,-0.0864052980672568,,
665,1211,8.6,187.0,394,806912,3930,0.9999983310699463,0.000117465852426335,0.2,7.255728851305321e-05,0.0028655753,0.0205078125,-0.004503133241087198,0.0003,-0.0791400040674489,,
665,1214,8.6,187.0,395,808960,3940,0.9999986290931702,4.541429130711094e-05,0.2,0.000825816232827492,0.001287478,0.022509765625,0.010150213725864887,0.0003,-0.08776008272543549,,
,,,,,810000,3950,0.9999983310699463,0.0001543099240166157,0.2,0.0010218385665211826,0.00090378657,0.02119140625,-0.003906833473592997,0.0003,-0.08907089554122649,8.6,187.0
665,1217,8.6,187.0,396,811008,,,,,,,,,,,,
666,1220,8.6,187.0,397,813056,3960,0.9999986886978149,0.0003400120950402652,0.2,0.0007026843901257962,0.0032021063,0.029296875,-0.009637841954827309,0.0003,-0.08835463993018493,,
666,1223,8.6,187.0,398,815104,3970,0.9999984502792358,7.745650869424025e-05,0.2,0.001187634486996103,0.0012167176,0.015673828125,0.0032162736169993877,0.0003,-0.08595829480327666,,
666,1225,8.6,187.0,399,817152,3980,0.9999988079071045,8.284928897239752e-05,0.2,0.0012197365780593828,0.008971116,0.0279296875,-0.013070745393633842,0.0003,-0.08873407762730494,,
666,1228,8.6,187.0,400,819200,3990,0.9999988675117493,9.501796771473891e-05,0.2,0.0007347225851844996,0.005048427,0.030908203125,0.0019319690763950348,0.0003,-0.07433073996799067,,
,,,,,820000,4000,0.9999988079071045,4.7315276850667944e-05,0.2,0.0016084920207504183,0.001371759,0.029150390625,-0.01397641096264124,0.0003,-0.08253824165440164,8.6,187.0
666,1231,8.595999999999998,186.96,401,821248,,,,,,,,,,,,
667,1234,8.595999999999998,186.96,402,823296,4010,0.9998871684074402,0.0030368860572252744,0.2,0.00045488579198718073,0.0022030752,0.02470703125,0.013040979392826557,0.0003,-0.08343604480614886,,
667,1236,8.595999999999998,186.96,403,825344,4020,0.9999697208404541,8.604023810221406e-05,0.2,0.00018448234477546065,0.0021837186,0.020654296875,0.004829323850572109,0.0003,-0.08084154896787368,,
667,1239,8.595999999999998,186.96,404,827392,4030,0.999989926815033,4.379376995586881e-05,0.2,0.000772473425604403,0.001248582,0.025048828125,-0.0028474556747823954,0.0003,-0.06538343660649844,,
667,1242,8.595999999999998,186.96,405,829440,4040,0.9999947547912598,4.8050640305064005e-05,0.2,0.00104772501217667,0.0036720354,0.0216796875,0.03427204117178917,0.0003,-0.08293299328070133,,
,,,,,830000,4050,0.9999967217445374,0.00039470589476024996,0.2,0.0021907149668550117,0.005661006,0.038037109375,0.002002660883590579,0.0003,-0.08858728043269366,8.6,187.0
667,1245,8.595999999999998,186.96,406,831488,,,,,,,,,,,,
667,1248,8.592999999999998,186.93,407,833536,4060,0.9999976754188538,3.607599705617304e-05,0.2,0.0009543735897750594,0.0075342823,0.027001953125,0.04340215399861336,0.0003,-0.09053825904848053,,
667,1250,8.593,186.93,408,835584,4070,0.9999357461929321,0.001927947969466004,0.2,0.0019040694780414924,0.0036012868,0.021826171875,-0.007285054307430983,0.0003,-0.07987452218076214,,
668,1253,8.593,186.93,409,837632,4080,0.999992847442627,7.457505629417937e-05,0.2,0.0026466347218956797,0.004206218,0.027734375,0.009037790820002556,0.0003,-0.08959821112221107,,
668,1256,8.594999999999997,186.95,410,839680,4090,0.999997615814209,4.735338450814197e-05,0.2,0.0007225293753435835,0.0035464717,0.034228515625,0.008878985419869423,0.0003,-0.09673830015817657,,
