time/fps,time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,train/entropy_loss,train/clip_range,train/approx_kl,train/learning_rate,train/loss,train/value_loss,eval/mean_reward,eval/mean_ep_length
574,496,1015808,1767,195.81980000000004,728.84,4950,-0.007968182046897709,0.0572265625,0.09992837905883789,-0.38253128258511426,0.2,0.004819992,0.0003,52.450050354003906,89.03840921521187,,
575,497,1017856,1769,194.8355,746.29,4960,-0.006422195221239236,0.168994140625,-0.5275390148162842,-0.5204242499545216,0.2,0.024710707,0.0003,1.0407973527908325,2.4860414898954333,,
575,498,1019904,1772,194.73770000000002,748.74,4970,-0.008171596068132203,0.072021484375,0.18998277187347412,-0.5200600679032504,0.2,0.0073122024,0.0003,32.61069107055664,43.86881921887398,,
,,1020000,,,,4980,-0.0071976571984123435,0.067138671875,0.33919286727905273,-0.4510967290960252,0.2,0.00577778,0.0003,7.873319149017334,30.589454704523085,190.986,1170.0
574,499,1021952,1778,193.36569999999995,733.67,,,,,,,,,,,,
574,500,1024000,1781,195.29079999999993,735.09,4990,-0.007405551327974535,0.071728515625,0.2575955390930176,-0.41817052476108074,0.2,0.007146556,0.0003,10.68705940246582,30.013930344581603,,
574,501,1026048,1784,195.13359999999997,751.57,5000,-0.004665775157627649,0.055517578125,0.2873464822769165,-0.42645805682986976,0.2,0.0050178035,0.0003,14.60436725616455,43.310600098967555,,
575,502,1028096,1787,193.34959999999998,747.03,5010,-0.005467095966741909,0.120703125,0.07048630714416504,-0.5373509535565972,0.2,0.013539126,0.0003,3.299549102783203,20.055723302811383,,
,,1030000,,,,5020,-0.010108089403365739,0.085888671875,0.23684215545654297,-0.4695145947858691,0.2,0.008788003,0.0003,35.13058853149414,41.56713976562023,192.91400000000002,2235.2
573,503,1030144,1796,189.02820000000003,740.54,,,,,,,,,,,,
573,504,1032192,1799,190.9226,758.42,5030,-0.013056986022274942,0.122705078125,0.16051650047302246,-0.5170914864167571,0.2,0.010303332,0.0003,14.429222106933594,38.82588307261467,,
573,505,1034240,1802,192.30169999999998,760.79,5040,-0.0053966955631040035,0.093505859375,0.16943776607513428,-0.5115707353688776,0.2,0.010127109,0.0003,8.677375793457031,37.36373257040977,,
574,506,1036288,1805,194.50630000000004,753.9,5050,-0.0060711575322784485,0.07392578125,0.1775386929512024,-0.4523323955014348,0.2,0.006613789,0.0003,19.447635650634766,55.94882242679596,,
574,507,1038336,1807,187.46099999999996,720.65,5060,-0.006597550823062193,0.07197265625,0.15701478719711304,-0.46899598399177195,0.2,0.0074252123,0.0003,20.931434631347656,30.62851362526417,,
,,1040000,,,,5070,-0.009791630110703409,0.084814453125,0.14894133806228638,-0.4396750509738922,0.2,0.0097122975,0.0003,40.29142379760742,73.25618596076966,217.32399999999998,1397.8
573,508,1040384,1814,190.1325,727.67,,,,,,,,,,,,
573,509,1042432,1817,192.3522,730.3,5080,-0.007513459642359522,0.064697265625,0.12235754728317261,-0.40578438956290486,0.2,0.007120706,0.0003,16.408721923828125,67.47032654285431,,
573,510,1044480,1820,194.65599999999998,735.59,5090,-0.01023497785354266,0.11435546875,0.2863730788230896,-0.41520035453140736,0.2,0.011399016,0.0003,18.87394142150879,51.15995147228241,,
573,511,1046528,1823,198.76539999999997,744.14,5100,-0.007455188395397272,0.087451171875,0.3145105242729187,-0.4231964234262705,0.2,0.007658961,0.0003,25.864025115966797,36.39748550653458,,
574,512,1048576,1826,198.96760000000003,742.62,5110,-0.006523977938923053,0.087451171875,0.2123197317123413,-0.3929361539892852,0.2,0.010333637,0.0003,10.779862403869629,36.823668122291565,,
,,1050000,,,,5120,-0.006737630616407841,0.073095703125,0.19168174266815186,-0.40663540372624996,0.2,0.005953055,0.0003,48.720672607421875,69.42786859869958,136.88400000000001,1461.2
573,513,1050624,1833,200.6464,749.39,,,,,,,,,,,,
573,514,1052672,1836,205.11160000000004,764.44,5130,-0.00813758788863197,0.07978515625,0.2974560856819153,-0.42030960163101555,0.2,0.008632392,0.0003,50.447879791259766,61.64848093390465,,
573,515,1054720,1838,204.16209999999998,767.32,5140,-0.006151466618757695,0.097802734375,0.20747888088226318,-0.4210063901729882,0.2,0.009577508,0.0003,8.597930908203125,30.999659499526025,,
573,516,1056768,1841,204.32390000000004,771.76,5150,-0.008302595987333915,0.08076171875,0.20317882299423218,-0.45397030003368855,0.2,0.0080519,0.0003,9.369994163513184,46.745204862952235,,
573,517,1058816,1844,202.23590000000002,774.72,5160,-0.008498753819731064,0.10478515625,0.34303122758865356,-0.4461855262517929,0.2,0.009890409,0.0003,10.39819049835205,40.2230582356453,,
,,1060000,,,,5170,-0.006186715621151961,0.070703125,0.26630353927612305,-0.4045704978518188,0.2,0.0072996416,0.0003,19.445873260498047,55.48715180754662,154.138,2604.6
572,518,1060864,1854,196.7152,755.33,,,,,,,,,,,,
572,519,1062912,1857,192.94010000000006,744.88,5180,-0.008478580256632996,0.0701171875,0.11621451377868652,-0.41210617041215303,0.2,0.0066208052,0.0003,50.49758529663086,69.61353747844696,,
572,520,1064960,1860,194.7769,725.36,5190,-0.009948680011439138,0.08955078125,0.11534035205841064,-0.3918094182386994,0.2,0.011704566,0.0003,21.06324577331543,46.389110651612285,,
572,521,1067008,1863,192.26039999999998,702.12,5200,-0.005845658983162139,0.07431640625,0.18251937627792358,-0.40498163774609564,0.2,0.010796404,0.0003,9.30266284942627,32.8333852738142,,
572,522,1069056,1866,193.4373,708.17,5210,-0.008152190744294786,0.097998046875,0.2965084910392761,-0.474392116162926,0.2,0.011244063,0.0003,23.25004005432129,48.649774849414825,,
,,1070000,,,,5220,-0.007095440877310466,0.110693359375,0.03165930509567261,-0.41906111584976313,0.2,0.011985961,0.0003,8.946948051452637,32.405742487311365,169.68400000000003,618.0
572,523,1071104,1870,193.53960000000004,718.46,,,,,,,,,,,,
572,524,1073152,1873,200.00300000000004,736.21,5230,-0.00826552986545721,0.11689453125,0.1991834044456482,-0.5024361779913307,0.2,0.013033263,0.0003,13.797429084777832,28.054050414264204,,
573,525,1075200,1876,200.10040000000004,736.52,5240,-0.005553104402497411,0.081201171875,0.21291089057922363,-0.39352639792487026,0.2,0.012517486,0.0003,11.016432762145996,37.20756067931652,,
573,526,1077248,1879,200.03290000000004,733.2,5250,-0.008552061900263652,0.075732421875,0.3343086838722229,-0.4253728027455509,0.2,0.009377981,0.0003,7.299336910247803,23.520226687192917,,
573,527,1079296,1882,198.40449999999998,731.92,5260,-0.009108870252384804,0.087646484375,0.14139652252197266,-0.44835456991568207,0.2,0.0069074137,0.0003,20.251684188842773,73.75917121767998,,
,,1080000,,,,5270,-0.0077891881112009285,0.091943359375,0.28460580110549927,-0.4453027174808085,0.2,0.011675234,0.0003,20.398902893066406,39.95250413417816,280.642,2645.8
571,528,1081344,1892,198.40449999999998,731.92,,,,,,,,,,,,
571,529,1083392,1895,200.26059999999998,760.26,5280,-0.0055974707793211564,0.17041015625,0.014566659927368164,-0.5662714852951467,0.2,0.036272652,0.0003,2.606649160385132,6.039734173193574,,
571,530,1085440,1898,198.4328,747.69,5290,-0.011168678582180291,0.104345703125,0.2152327299118042,-0.5027412883006036,0.2,0.009674926,0.0003,13.217279434204102,32.71978312730789,,
572,531,1087488,1901,199.8992,751.44,5300,-0.007549791139899753,0.076513671875,0.2059098482131958,-0.45956312902271745,0.2,0.00874372,0.0003,20.00185775756836,39.32546034753322,,
572,532,1089536,1903,199.1686,762.2,5310,-0.009398994070943445,0.07265625,0.0974155068397522,-0.43026880268007517,0.2,0.011139642,0.0003,29.33847427368164,48.00901291668415,,
,,1090000,,,,5320,-0.007672885101055726,0.097705078125,-0.03590965270996094,-0.5023894721642137,0.2,0.014577985,0.0003,26.038780212402344,41.38103288263083,194.642,985.4
571,533,1091584,1909,199.40509999999998,769.72,,,,,,,,,,,,
571,534,1093632,1912,202.58659999999998,757.49,5330,-0.006039086301461794,0.114453125,0.12888312339782715,-0.5271603892557323,0.2,0.014854705,0.0003,12.860071182250977,32.490852531790736,,
572,535,1095680,1915,207.3843,769.46,5340,-0.010089005957706832,0.092236328125,0.3700324296951294,-0.44950728463009,0.2,0.008429733,0.0003,6.901848793029785,20.07975497841835,,
572,536,1097728,1918,204.22510000000003,764.15,5350,-0.01141506726271473,0.1150390625,0.3082055449485779,-0.47817278262227775,0.2,0.011377057,0.0003,7.2357683181762695,37.83906855583191,,
572,537,1099776,1921,201.1041,768.15,5360,-0.007599538951762952,0.088623046875,0.14472192525863647,-0.5046364564448595,0.2,0.009963619,0.0003,34.718597412109375,53.03364070355892,,
,,1100000,,,,5370,-0.009881832748942544,0.093359375,0.13033002614974976,-0.5212492874823511,0.2,0.011235718,0.0003,15.28171443939209,34.212072286009786,232.81,1523.2
571,538,1101824,1928,198.5843,746.7,,,,,,,,,,,,
571,539,1103872,1931,201.99740000000003,753.67,5380,-0.008066501705616246,0.073046875,0.14667320251464844,-0.47171535678207877,0.2,0.007571169,0.0003,21.2613468170166,61.32225929498672,,
571,540,1105920,1934,206.27610000000004,763.61,5390,-0.01362106905435212,0.10693359375,0.2545827627182007,-0.47105972915887834,0.2,0.013125032,0.0003,8.484326362609863,36.46587176024914,,
572,541,1107968,1936,204.2202,743.88,5400,-0.007928654234274291,0.100146484375,0.18412452936172485,-0.45640309862792494,0.2,0.011113676,0.0003,24.80082130432129,41.52865225374698,,
,,1110000,,,,5410,-0.006944462284445762,0.0595703125,0.1985211968421936,-0.45032380959019064,0.2,0.0055282917,0.0003,46.57407760620117,77.04190194606781,286.50800000000004,1684.0
570,542,1110016,1944,202.3851,741.67,,,,,,,,,,,,
571,543,1112064,1947,202.0808,740.97,5420,-0.007874997287581209,0.074462890625,0.1647081971168518,-0.4712314516305923,0.2,0.0065250066,0.0003,27.604434967041016,56.59612680077553,,
571,544,1114112,1950,206.43090000000004,757.26,5430,-0.007165363788953982,0.110205078125,0.14368492364883423,-0.44969751155003906,0.2,0.012774523,0.0003,5.098798751831055,19.152828000485897,,
571,545,1116160,1953,206.9143,761.69,5440,-0.007104519903077744,0.07109375,0.146564781665802,-0.39705639937892556,0.2,0.0081375,0.0003,34.98881149291992,69.28483308553696,,
571,546,1118208,1956,198.11059999999998,741.12,5450,-0.006386431198916398,0.086865234375,0.19789659976959229,-0.42115349750965836,0.2,0.0096344445,0.0003,16.46909523010254,34.18959350883961,,
,,1120000,,,,5460,-0.008350753183185589,0.070458984375,0.033273279666900635,-0.40180324045941235,0.2,0.007704759,0.0003,56.214683532714844,82.62544577717782,173.078,747.4
571,547,1120256,1960,198.02109999999996,739.92,,,,,,,,,,,,
571,548,1122304,1963,198.49790000000002,743.25,5470,-0.008356148365419359,0.07939453125,0.24890601634979248,-0.3573567464016378,0.2,0.01125354,0.0003,14.841754913330078,31.933049708604813,,
571,549,1124352,1966,196.99919999999997,739.87,5480,-0.006651765343849547,0.05712890625,0.16864925622940063,-0.4035373874939978,0.2,0.005933541,0.0003,45.959590911865234,62.50648431777954,,
571,550,1126400,1969,199.32709999999994,754.78,5490,-0.007083575561409816,0.08388671875,0.2870972752571106,-0.3841223483905196,0.2,0.0072585745,0.0003,20.882022857666016,43.15883938372135,,
572,551,1128448,1972,200.53339999999997,754.73,5500,-0.006871714256703854,0.07705078125,0.1690070629119873,-0.36801161579787733,0.2,0.009330291,0.0003,43.210662841796875,48.75161251425743,,
,,1130000,,,,5510,-0.009435818388010376,0.096142578125,0.15630215406417847,-0.3672165527008474,0.2,0.011608204,0.0003,33.29841232299805,42.93808276951313,167.92399999999998,1418.6
571,552,1130496,1979,201.0084,759.04,,,,,,,,,,,,
571,553,1132544,1982,199.61879999999994,746.45,5520,-0.0061853601728216745,0.09892578125,0.3208264708518982,-0.3751287730410695,0.2,0.009782942,0.0003,11.548553466796875,42.210939082503316,,
571,554,1134592,1985,198.0409,739.3,5530,-0.00655040721030673,0.0798828125,0.15760105848312378,-0.3699593764729798,0.2,0.0079038795,0.0003,12.916510581970215,59.93439530134201,,
571,555,1136640,1988,201.8236,749.71,5540,-0.009628845626139082,0.087646484375,0.2767108678817749,-0.3750698904506862,0.2,0.012381827,0.0003,13.497391700744629,43.181344240903854,,
571,556,1138688,1990,205.5186,757.9,5550,-0.008151368694962002,0.087109375,0.17699450254440308,-0.36014016075059774,0.2,0.009479885,0.0003,29.438417434692383,71.45072090029717,,
,,1140000,,,,5560,-0.007236900323187001,0.075048828125,0.045944392681121826,-0.38375021815299987,0.2,0.010309365,0.0003,26.22283363342285,40.826442691683766,259.444,1192.0
571,557,1140736,1997,200.85890000000003,741.14,,,,,,,,,,,,
571,558,1142784,2000,200.72690000000003,722.19,5570,-0.0057165347301634025,0.0673828125,0.18367505073547363,-0.37390048466622827,0.2,0.0053442772,0.0003,32.574798583984375,51.199710208177564,,
571,559,1144832,2002,200.44020000000003,720.73,5580,-0.009666162135545164,0.081005859375,0.15448641777038574,-0.3723523768596351,0.2,0.015163727,0.0003,17.76656723022461,48.536349180340764,,
571,560,1146880,2005,195.31169999999995,701.08,5590,-0.004284386803919915,0.07275390625,0.2785941958427429,-0.34010697989724575,0.2,0.00833337,0.0003,9.38231372833252,32.897436547279355,,
571,561,1148928,2008,197.51490000000004,702.7,5600,-0.008889968291623519,0.081201171875,0.1136249303817749,-0.35716035645455124,0.2,0.009798195,0.0003,46.445106506347656,74.23719820976257,,
,,1150000,,,,5610,-0.008804209760273806,0.0837890625,0.24455153942108154,-0.39321627328172326,0.2,0.008714713,0.0003,61.786678314208984,78.07936379909515,181.348,739.2
571,562,1150976,2013,196.31190000000007,678.5,,,,,,,,,,,,
571,563,1153024,2016,198.02250000000004,682.21,5620,-0.00808248299290426,0.101806640625,0.23474401235580444,-0.385880536865443,0.2,0.01103895,0.0003,12.586809158325195,48.745494997501375,,
571,564,1155072,2019,198.31890000000007,684.44,5630,-0.006552030146121979,0.09326171875,0.24014812707901,-0.41391764096915723,0.2,0.012208622,0.0003,20.5008487701416,45.616081109642984,,
572,565,1157120,2022,199.92340000000004,688.01,5640,-0.010301537977647967,0.122119140625,0.1548733115196228,-0.4564321250654757,0.2,0.015194456,0.0003,14.166499137878418,57.53945044279099,,
572,566,1159168,2025,202.23380000000006,683.15,5650,-0.006630272162146867,0.0955078125,0.06874185800552368,-0.4333331651985645,0.2,0.008542823,0.0003,10.924599647521973,45.0035024613142,,
,,1160000,,,,5660,-0.006194461605628021,0.089306640625,0.2647004723548889,-0.4263047184795141,0.2,0.009381929,0.0003,8.291604995727539,49.77195082604885,330.52,1938.6
570,567,1161216,2033,205.5446,689.96,,,,,,,,,,,,
571,568,1163264,2036,200.4165,670.71,5670,-0.006734808548935689,0.112939453125,-0.029613375663757324,-0.44153461055830123,0.2,0.014195735,0.0003,17.213546752929688,40.826273646950725,,
571,569,1165312,2039,205.4166,683.86,5680,-0.010519589102477767,0.1015625,0.3417729139328003,-0.4391586186364293,0.2,0.011893999,0.0003,29.970684051513672,52.88399218916893,,
571,570,1167360,2042,207.426,676.79,5690,-0.006758316914783791,0.09541015625,0.02579796314239502,-0.4218247450888157,0.2,0.008493014,0.0003,7.905989646911621,27.259636145830154,,
571,571,1169408,2044,207.91899999999998,681.18,5700,-0.008393439849896822,0.0873046875,0.13831710815429688,-0.42726038191467525,0.2,0.008954832,0.0003,10.573644638061523,68.1529732644558,,
,,1170000,,,,5710,-0.006568496173713356,0.09248046875,0.13302677869796753,-0.46061079753562806,0.2,0.009720352,0.0003,13.022126197814941,46.09068262577057,391.34799999999996,1137.8
571,572,1171456,2050,204.8956,677.22,,,,,,,,,,,,
571,573,1173504,2053,205.17980000000003,681.91,5720,-0.009003041233518161,0.110693359375,0.14220082759857178,-0.45609824610874056,0.2,0.014693803,0.0003,41.30846405029297,66.10126414895058,,
571,574,1175552,2056,209.0896,690.92,5730,-0.004076035035541281,0.10244140625,0.2753555178642273,-0.45172460228204725,0.2,0.009909866,0.0003,10.443779945373535,22.564450389146806,,
571,575,1177600,2059,206.37929999999997,688.06,5740,-0.009464216945343652,0.114794921875,0.2635718584060669,-0.4149261864833534,0.2,0.011811929,0.0003,13.377513885498047,33.81501321494579,,
572,576,1179648,2062,209.7332,693.02,5750,-0.00978607049328275,0.07333984375,0.21588706970214844,-0.44362380569800736,0.2,0.0056348164,0.0003,26.317981719970703,70.70963804125786,,
,,1180000,,,,5760,-0.01088979925843887,0.102978515625,0.09025454521179199,-0.38640594240278003,0.2,0.0093001835,0.0003,28.170215606689453,41.84140561521053,194.63600000000002,2282.0
570,577,1181696,2071,207.86449999999996,686.12,,,,,,,,,,,,
570,578,1183744,2074,214.81709999999998,705.16,5770,-0.007827604314661585,0.105419921875,0.25303328037261963,-0.4212774277664721,0.2,0.011408444,0.0003,16.126279830932617,34.37977972328663,,
570,579,1185792,2077,218.80269999999996,716.28,5780,-0.006975630823581014,0.081787109375,0.33322620391845703,-0.41856953157112003,0.2,0.006590835,0.0003,11.805747985839844,42.10718268752098,,
571,580,1187840,2080,218.4876,717.74,5790,-0.007937504770234227,0.0927734375,0.30821722745895386,-0.37070823898538946,0.2,0.00732044,0.0003,19.593629837036133,47.05337502062321,,
571,581,1189888,2082,223.6044,728.93,5800,-0.009742885932791979,0.089990234375,0.06729906797409058,-0.41379617815837266,0.2,0.011058647,0.0003,13.62773609161377,62.44125300049782,,
,,1190000,,,,5810,-0.00784977410803549,0.113330078125,0.4145517349243164,-0.3863612157292664,0.2,0.01496738,0.0003,5.733395099639893,19.432782635092735,80.91,1556.8
570,582,1191936,2089,226.59599999999998,737.31,,,,,,,,,,,,
570,583,1193984,2092,233.37260000000003,757.13,5820,-0.007749616916407831,0.079638671875,0.2715303301811218,-0.3688113493844867,0.2,0.014734529,0.0003,19.29871940612793,41.11998046636582,,
570,584,1196032,2095,232.2642,755.7,5830,-0.011427946685580536,0.09970703125,0.37380683422088623,-0.3829844334162772,0.2,0.011075532,0.0003,20.317232131958008,54.41698448359966,,
570,585,1198080,2098,232.76309999999998,758.68,5840,-0.003675967043091077,0.077978515625,0.14182519912719727,-0.3864185038022697,0.2,0.007176734,0.0003,12.020773887634277,38.39813374280929,,
,,1200000,,,,5850,-0.007516400959866587,0.09326171875,0.26527661085128784,-0.36852766014635563,0.2,0.012881919,0.0003,17.224885940551758,47.5823394715786,61.134,1303.4
570,586,1200128,2104,239.4212,776.64,,,,,,,,,,,,
570,587,1202176,2108,242.14329999999998,781.28,5860,-0.003879933530697599,0.072998046875,0.3229635953903198,-0.3767751883715391,0.2,0.006291303,0.0003,8.706710815429688,36.97062539458275,,
570,588,1204224,2111,242.50130000000004,775.59,5870,-0.007974208699306474,0.096533203125,0.2352270483970642,-0.3999426302500069,0.2,0.007579945,0.0003,9.093233108520508,37.802607133984566,,
570,589,1206272,2114,240.1916,772.63,5880,-0.00749586802412523,0.07744140625,0.3355395197868347,-0.3991777411662042,0.2,0.008165196,0.0003,10.923126220703125,36.77227663099766,,
570,590,1208320,2117,238.44279999999995,762.33,5890,-0.009547758047119714,0.0947265625,0.15219604969024658,-0.3886910851113498,0.2,0.00856662,0.0003,11.389330863952637,56.44531902372837,,
,,1210000,,,,5900,-0.006021572684403509,0.092919921875,0.11478245258331299,-0.41615129709243776,0.2,0.009783752,0.0003,19.790674209594727,33.64554017782211,380.054,2779.2
568,591,1210368,2128,239.3534,773.37,,,,,,,,,,,,
568,592,1212416,2131,242.89739999999998,798.54,5910,-0.007249809964559972,0.086328125,0.21743327379226685,-0.4046095534227788,0.2,0.009184798,0.0003,22.524269104003906,35.920566368103025,,
569,593,1214464,2134,245.5575,807.58,5920,-0.005997524328995496,0.079638671875,0.2525079846382141,-0.4094501952640712,0.2,0.00910901,0.0003,13.013595581054688,35.28009552955628,,
569,594,1216512,2137,244.55349999999999,808.16,5930,-0.009279189066728578,0.086572265625,0.26165807247161865,-0.39853280475363134,0.2,0.010580995,0.0003,8.737072944641113,39.24436537325382,,
569,595,1218560,2140,248.22349999999994,819.33,5940,-0.008913276529347059,0.084033203125,0.3559260964393616,-0.38819652013480666,0.2,0.009457035,0.0003,21.837413787841797,51.62514058053493,,
,,1220000,,,,5950,-0.006443588767433539,0.08779296875,0.2756229043006897,-0.3774036217480898,0.2,0.0074074008,0.0003,12.448052406311035,46.61678492128849,367.45,3061.0
567,596,1220608,2152,244.84810000000002,809.25,,,,,,,,,,,,
567,597,1222656,2155,244.49570000000003,802.89,5960,-0.010889148608839605,0.098876953125,0.22124016284942627,-0.3801140365190804,0.2,0.010557456,0.0003,19.46609115600586,54.81038762331009,,
567,598,1224704,2158,243.59259999999998,802.57,5970,-0.008433508401503786,0.064453125,0.14589041471481323,-0.3291828205808997,0.2,0.0077139777,0.0003,31.28757667541504,65.03942306041718,,
567,599,1226752,2161,246.4777,813.41,5980,-0.007160470414964948,0.08564453125,0.17850089073181152,-0.3440566899254918,0.2,0.008741794,0.0003,40.795494079589844,41.916316190361975,,
567,600,1228800,2164,249.44289999999998,824.31,5990,-0.006714952434413135,0.09677734375,0.20159250497817993,-0.3630028003361076,0.2,0.0116638895,0.0003,30.81577491760254,35.74912528395653,,
,,1230000,,,,6000,-0.0064656189264496785,0.069580078125,0.20453572273254395,-0.3420384494122118,0.2,0.008836918,0.0003,48.42566680908203,59.221340051293375,325.19000000000005,838.4
567,601,1230848,2169,247.7991,819.16,,,,,,,,,,,,
567,602,1232896,2172,247.25310000000002,812.9,6010,-0.006560379971051589,0.057275390625,0.14850109815597534,-0.35454868217930197,0.2,0.010037842,0.0003,45.468055725097656,76.01314247250556,,
567,603,1234944,2175,244.65789999999998,806.68,6020,-0.00657263768807752,0.102490234375,0.141912579536438,-0.3662349385675043,0.2,0.014548751,0.0003,9.007863998413086,45.91862414479256,,
567,604,1236992,2178,250.0047,825.1,6030,-0.008550151172676124,0.10400390625,0.1669045090675354,-0.36543387584388254,0.2,0.01035266,0.0003,9.649614334106445,37.09843100905418,,
568,605,1239040,2181,254.2079,836.4,6040,-0.008058402815368026,0.084521484375,0.32637232542037964,-0.3966778641566634,0.2,0.011812635,0.0003,9.194040298461914,27.708117458224297,,
,,1240000,,,,6050,-0.00682324828376295,0.079296875,0.2858038544654846,-0.37769737942144277,0.2,0.0082305195,0.0003,12.458771705627441,40.30692216157913,142.852,1127.8
567,606,1241088,2187,251.00619999999998,828.35,,,,,,,,,,,,
567,607,1243136,2190,245.9185,815.03,6060,-0.009152262072893791,0.08134765625,0.12002867460250854,-0.38913172129541634,0.2,0.007536389,0.0003,7.9168548583984375,62.656654226779935,,
567,608,1245184,2193,248.6211,820.4,6070,-0.006112750226748176,0.0732421875,0.14484333992004395,-0.4114161590114236,0.2,0.0117532825,0.0003,14.003631591796875,56.515886422991755,,
567,609,1247232,2196,243.7141,808.89,6080,-0.007530324082472362,0.070068359375,0.3163122534751892,-0.3693214132450521,0.2,0.009754732,0.0003,31.432157516479492,64.88758573532104,,
568,610,1249280,2199,242.00439999999998,805.35,6090,-0.008660331777355168,0.105224609375,0.1556369662284851,-0.3970066398382187,0.2,0.0117866695,0.0003,42.131038665771484,68.98531326651573,,
,,1250000,,,,6100,-0.00519940162776038,0.1119140625,0.12588411569595337,-0.477862688805908,0.2,0.011651769,0.0003,20.037967681884766,51.0733966588974,279.05600000000004,1349.8
567,611,1251328,2206,239.18139999999997,808.58,,,,,,,,,,,,
567,612,1253376,2209,238.5219,803.16,6110,-0.005164787368266843,0.1201171875,0.15668243169784546,-0.4708716951310635,0.2,0.010047307,0.0003,21.426799774169922,38.60203551352024,,
567,613,1255424,2212,232.72659999999996,788.61,6120,-0.006026596817537211,0.067822265625,0.19531279802322388,-0.3983442039228976,0.2,0.008297739,0.0003,16.901607513427734,59.95578031539917,,
567,614,1257472,2215,237.834,809.71,6130,-0.0077751319520757535,0.10087890625,0.013704776763916016,-0.40868501951918007,0.2,0.013854913,0.0003,7.40118932723999,36.638619750738144,,
567,615,1259520,2218,239.00220000000004,826.22,6140,-0.0071154300560010595,0.09267578125,0.29485005140304565,-0.4202398589812219,0.2,0.012103978,0.0003,6.853906631469727,31.934145176410674,,
,,1260000,,,,6150,-0.009251578288967721,0.11591796875,0.20000511407852173,-0.46110094608739016,0.2,0.013223317,0.0003,14.34444522857666,45.21047033071518,172.04199999999997,1253.0
567,616,1261568,2224,239.49240000000006,828.53,,,,,,,,,,,,
567,617,1263616,2227,241.14170000000001,835.91,6160,-0.006919630788615905,0.074853515625,0.1581106185913086,-0.41623017666861417,0.2,0.009822189,0.0003,16.76080894470215,39.15059930086136,,
567,618,1265664,2230,230.94009999999997,811.69,6170,-0.006514840302406811,0.0724609375,0.17574012279510498,-0.3993039881810546,0.2,0.0076658484,0.0003,8.486090660095215,33.31785214543343,,
567,619,1267712,2233,230.06370000000004,818.25,6180,-0.009300922640250064,0.117236328125,0.1597631573677063,-0.4782232023775578,0.2,0.016095787,0.0003,13.442058563232422,37.67367669939995,,
567,620,1269760,2236,231.49050000000003,821.83,6190,-0.0073097262327792125,0.075732421875,0.206986665725708,-0.4742218550294638,0.2,0.0095795235,0.0003,12.638077735900879,38.95211153328419,,
,,1270000,,,,6200,-0.006012799130985513,0.08671875,0.30009031295776367,-0.45436241645365955,0.2,0.010677188,0.0003,7.432638645172119,29.00563752949238,192.254,2310.8
566,621,1271808,2245,231.5702,825.41,,,,,,,,,,,,
566,622,1273856,2249,228.31790000000004,823.78,6210,-0.00725179475848563,0.0810546875,0.288216233253479,-0.43198016928508876,0.2,0.009178845,0.0003,24.590696334838867,34.571471938490866,,
566,623,1275904,2251,224.33870000000002,810.02,6220,-0.008598870405694469,0.095166015625,0.2724628448486328,-0.4397134411148727,0.2,0.007917092,0.0003,15.118453025817871,41.452329418063165,,
566,624,1277952,2254,220.643,800.56,6230,-0.008135922544170171,0.075537109375,0.0709872841835022,-0.37407107474282386,0.2,0.008472618,0.0003,16.047142028808594,65.58673693537712,,
,,1280000,,,,6240,-0.008477477511041798,0.0939453125,0.3137558102607727,-0.42116026375442744,0.2,0.008444294,0.0003,9.903276443481445,32.56713151037693,197.608,1381.0
565,625,1280000,2261,216.3139,795.58,,,,,,,,,,,,
566,626,1282048,2264,215.1796,797.52,6250,-0.006382424145704136,0.092822265625,0.10478019714355469,-0.43667549546808004,0.2,0.009420308,0.0003,17.374221801757812,36.69501539468765,,
566,627,1284096,2267,216.1168,804.66,6260,-0.0073929884470999244,0.10263671875,0.11696314811706543,-0.42446363922208546,0.2,0.012332435,0.0003,5.990460395812988,22.81179786026478,,
566,628,1286144,2270,213.39759999999995,799.47,6270,-0.008637425617780536,0.0765625,0.32693248987197876,-0.39121647663414477,0.2,0.009549787,0.0003,28.399383544921875,57.22306704521179,,
566,629,1288192,2273,214.7266,810.47,6280,-0.009351774337119423,0.094482421875,0.23639458417892456,-0.4281743738800287,0.2,0.011254545,0.0003,27.355201721191406,39.137345135211945,,
,,1290000,,,,6290,-0.007219612612971105,0.088818359375,0.1430780291557312,-0.4234121241606772,0.2,0.011036785,0.0003,8.553516387939453,40.80436629951,248.81199999999998,2741.4
564,630,1290240,2284,212.58969999999997,799.48,,,,,,,,,,,,
564,631,1292288,2287,209.48579999999998,790.9,6300,-0.004326662924722768,0.111083984375,0.09040814638137817,-0.480022847186774,0.2,0.012782756,0.0003,4.659260272979736,21.67373234182596,,
565,632,1294336,2290,209.48579999999998,790.9,6310,-0.012571266651502811,0.0986328125,0.18066108226776123,-0.416097532492131,0.2,0.011003539,0.0003,24.747623443603516,40.87343638539314,,
565,633,1296384,2293,207.075,797.59,6320,-0.007861682647489942,0.099658203125,0.3221200704574585,-0.43716063946485517,0.2,0.009519058,0.0003,5.804817199707031,18.853927421569825,,
