time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,time/iterations,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/loss,train/learning_rate,train/explained_variance,train/clip_range,train/value_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length
995328,613.3105,1819,546,1536.02,486,0.02392578125,0.004639086,-0.0013683633384061976,-0.08160576993832365,15.861356735229492,0.0003,0.5397473573684692,0.2,20.711198717355728,4850,,
997376,614.6128,1822,547,1540.82,487,0.02919921875,0.0036484562,-0.0005993897066218778,-0.10401864496525377,11.430779457092285,0.0003,0.5024634003639221,0.2,22.809800413250922,4860,,
999424,615.5948999999999,1825,547,1546.37,488,0.028564453125,0.0074010016,0.00015388793617603368,-0.10462388376472517,8.866657257080078,0.0003,0.47909438610076904,0.2,18.936525359749794,4870,,
1000000,,,,,,0.024462890625,0.004584948,-0.0010246263846056536,-0.09487759709591045,6.671485900878906,0.0003,0.554030179977417,0.2,19.90244006216526,4880,492.226,1195.4
1001472,615.2818999999998,1832,546,1546.4,489,,,,,,,,,,,,
1003520,616.1008999999998,1835,546,1547.22,490,0.032177734375,0.002650951,-0.001766214550298173,-0.10948769570095465,6.063368320465088,0.0003,0.6114292144775391,0.2,17.936144825816154,4890,,
1005568,616.4159999999999,1838,547,1550.2,491,0.033251953125,0.005785128,0.00021586291259154678,-0.11038825721479953,4.022580146789551,0.0003,0.45644617080688477,0.2,17.21532697826624,4900,,
1007616,605.1885000000001,1841,547,1513.4,492,0.02607421875,0.0029809517,0.001342322479467839,-0.11983219562098384,5.6842942237854,0.0003,0.5514446496963501,0.2,17.83243843764067,4910,,
1009664,606.1641999999999,1844,547,1519.27,493,0.0314453125,0.01180886,-0.002368237198970746,-0.1223675848566927,34.830406188964844,0.0003,0.48591357469558716,0.2,34.23050362467766,4920,,
1010000,,,,,,0.036376953125,0.0034662965,-0.0005943904892774299,-0.13831352472770958,10.291326522827148,0.0003,0.4776710867881775,0.2,26.813425040245058,4930,695.804,1657.6
1011712,608.4506999999999,1852,546,1526.99,494,,,,,,,,,,,,
1013760,611.0478999999999,1855,546,1532.57,495,0.04326171875,0.002653812,-0.0005340613322914578,-0.12970924514811485,6.791555881500244,0.0003,0.5399970412254333,0.2,19.677451814711095,4940,,
1015808,611.6432,1858,546,1530.16,496,0.031640625,0.0034321072,-0.0015063774160807952,-0.11358230273472145,7.113131523132324,0.0003,0.612656831741333,0.2,16.42583166360855,4950,,
1017856,614.3804999999999,1861,546,1543.09,497,0.040673828125,0.0031852522,-0.001847813073254656,-0.1300514140399173,14.75354290008545,0.0003,0.4692762494087219,0.2,25.671411192417146,4960,,
1019904,616.9698999999999,1864,547,1549.93,498,0.049072265625,0.007011314,-0.0005352698877686635,-0.1370938563370146,9.321004867553711,0.0003,0.5829828977584839,0.2,20.09790402650833,4970,,
1020000,,,,,,0.0322265625,0.0033406042,-0.0009922667595674284,-0.1296142585691996,7.633040904998779,0.0003,0.5672938823699951,0.2,24.58034619092941,4980,564.4620000000001,1477.6
1021952,618.0448,1871,546,1555.85,499,,,,,,,,,,,,
1024000,619.8582,1874,546,1559.73,500,0.043212890625,0.00583128,-0.0019771032937569545,-0.11337625049054623,9.013185501098633,0.0003,0.38122832775115967,0.2,21.492657095193863,4990,,
1026048,623.1762999999999,1877,546,1567.47,501,0.03974609375,0.0060989745,-0.0004983524209819734,-0.13155269296839833,10.6155424118042,0.0003,0.48776912689208984,0.2,19.882809710502624,5000,,
1028096,625.6920999999999,1880,546,1582.51,502,0.027734375,0.0033236886,-0.0006337333092233166,-0.12959677211474627,6.9997992515563965,0.0003,0.43456506729125977,0.2,21.068153151869772,5010,,
1030000,,,,,,0.051708984375,0.0049174884,-0.0009254069052985869,-0.1699615298770368,7.325397968292236,0.0003,0.6176985502243042,0.2,18.06141079366207,5020,554.13,1429.0
1030144,625.9168,1887,545,1578.36,503,,,,,,,,,,,,
1032192,625.3066,1890,545,1578.08,504,0.06142578125,0.010576723,-0.004632518034486566,-0.1747898312052712,7.828067302703857,0.0003,0.5835039615631104,0.2,16.709264412522316,5030,,
1034240,624.5031999999999,1893,546,1573.3,505,0.06015625,0.018277459,-0.0035805564795737153,-0.1566148609155789,9.71522331237793,0.0003,0.45418649911880493,0.2,25.18575367629528,5040,,
1036288,627.7805,1896,546,1583.72,506,0.050244140625,0.0074496716,-0.002209837787086144,-0.15812208184506743,9.53079891204834,0.0003,0.6777356266975403,0.2,21.040636712312697,5050,,
1038336,627.4938,1899,546,1585.46,507,0.041748046875,0.013983943,0.00016896023007575422,-0.17728586490266024,9.755979537963867,0.0003,0.46199387311935425,0.2,27.609569078683855,5060,,
1040000,,,,,,0.038427734375,0.0043574343,0.00026207261835224925,-0.13658189922571182,7.489690780639648,0.0003,0.4736572504043579,0.2,21.72341388463974,5070,527.562,1261.4
1040384,619.1389,1905,545,1564.69,508,,,,,,,,,,,,
1042432,617.1534,1908,546,1560.22,509,0.02373046875,0.0036640258,-0.0021855219471035524,-0.12483980265678837,14.574893951416016,0.0003,0.46440422534942627,0.2,29.693305137753487,5080,,
1044480,617.4526,1911,546,1559.53,510,0.03408203125,0.0056654923,-0.000907459229347296,-0.11578752433415503,7.7143144607543945,0.0003,0.4796908497810364,0.2,19.08504239320755,5090,,
1046528,620.4436,1914,546,1566.97,511,0.0435546875,0.0047386996,0.00025473285058978944,-0.14756249831989407,7.7863335609436035,0.0003,0.6058216094970703,0.2,18.31458786725998,5100,,
1048576,626.1607,1917,546,1579.53,512,0.038818359375,0.0030662655,-0.00074707221792778,-0.13009095853194594,14.138343811035156,0.0003,0.5049241781234741,0.2,26.43932760357857,5110,,
1050000,,,,,,0.041748046875,0.0076707,-0.0015240312088280917,-0.12372991007287056,11.969829559326172,0.0003,0.4342489242553711,0.2,27.335245656967164,5120,685.752,1681.0
1050624,627.6713999999998,1924,545,1583.15,513,,,,,,,,,,,,
1052672,628.1859,1927,546,1582.33,514,0.03564453125,0.0043445886,-0.001166325985104777,-0.14305463987402617,13.144027709960938,0.0003,0.39276278018951416,0.2,29.70695377588272,5130,,
1054720,628.7816999999999,1930,546,1581.49,515,0.04384765625,0.0051175784,-0.0010257195914164185,-0.16161976768635214,10.243677139282227,0.0003,0.5139217376708984,0.2,20.569637989997865,5140,,
1056768,627.4024999999999,1933,546,1578.51,516,0.03916015625,0.003245089,-0.0005120331363286823,-0.15489467640873045,10.96349048614502,0.0003,0.47175830602645874,0.2,23.988223987817765,5150,,
1058816,627.4024999999999,1936,546,1578.51,517,0.0447265625,0.005423942,-0.004172184003982693,-0.15379463888239114,7.584255695343018,0.0003,0.45458948612213135,0.2,27.370788998901844,5160,,
1060000,,,,,,0.05751953125,0.009481011,-0.00036621472972910853,-0.18047047283034773,11.536508560180664,0.0003,0.44768989086151123,0.2,20.090415534377097,5170,688.6800000000001,1613.2
1060864,630.7972,1943,545,1587.32,518,,,,,,,,,,,,
1062912,630.0977000000001,1946,546,1584.78,519,0.047509765625,0.004458356,-0.00027071457298006863,-0.16230062141548843,8.138554573059082,0.0003,0.554634690284729,0.2,18.383786675333976,5180,,
1064960,635.4788000000001,1949,546,1600.55,520,0.03388671875,0.0046853307,-0.0009413847656105645,-0.13689819367136807,7.034393310546875,0.0003,0.44836074113845825,0.2,25.12838478088379,5190,,
1067008,632.9745,1951,546,1592.79,521,0.0400390625,0.0051858546,0.0005144992872374132,-0.15809606572147458,12.695144653320312,0.0003,0.6512624025344849,0.2,15.653293105959893,5200,,
1069056,633.1826,1954,546,1592.74,522,0.03369140625,0.006126399,-0.000590993429068476,-0.14767346295993775,18.756561279296875,0.0003,0.4488421678543091,0.2,31.41222568154335,5210,,
1070000,,,,,,0.036767578125,0.0046917936,-0.0010178450160310605,-0.1350891105365008,18.083284378051758,0.0003,0.48833853006362915,0.2,30.316570135951043,5220,650.536,1514.2
1071104,636.8729,1961,545,1601.18,523,,,,,,,,,,,,
1073152,635.4813,1964,546,1598.6,524,0.038134765625,0.004118575,-0.0007129828707547858,-0.13278179372427984,4.856287956237793,0.0003,0.5634244680404663,0.2,16.233500121533872,5230,,
1075200,636.7671,1967,546,1603.47,525,0.038525390625,0.006032384,-0.0019459008384728805,-0.11767525972099975,14.369587898254395,0.0003,0.4755987524986267,0.2,24.0791453063488,5240,,
1077248,637.637,1970,546,1606.15,526,0.051318359375,0.0058191395,-0.0007857015152694657,-0.15852529380936176,12.744064331054688,0.0003,0.555655300617218,0.2,23.09774112701416,5250,,
1079296,637.637,1972,547,1606.15,527,0.048974609375,0.005392113,-0.001417333009885624,-0.15716004464775324,9.153740882873535,0.0003,0.6674997806549072,0.2,20.184795999526976,5260,,
1080000,,,,,,0.053173828125,0.0033977833,0.0013211348705226555,-0.19137792226392775,5.4748854637146,0.0003,0.5116568803787231,0.2,13.615502360463143,5270,542.364,1295.8
1081344,638.0426,1979,546,1608.75,528,,,,,,,,,,,,
1083392,638.0139,1982,546,1611.84,529,0.031201171875,0.0058130794,-0.0009171001831418835,-0.14129101036814973,8.307684898376465,0.0003,0.47529053688049316,0.2,28.475243893265723,5280,,
1085440,632.6076,1984,546,1599.99,530,0.04521484375,0.005555017,0.00018318420043215156,-0.15825709062628449,10.283666610717773,0.0003,0.5427637100219727,0.2,16.321727941930295,5290,,
1087488,633.2827000000001,1987,547,1602.37,531,0.051025390625,0.009154123,-0.00211447193287313,-0.14816615290474147,9.40040397644043,0.0003,0.40987128019332886,0.2,22.546762263774873,5300,,
1089536,632.9627,1990,547,1603.22,532,0.05537109375,0.0115835,-0.0039321986609138545,-0.16109133621212096,8.31318187713623,0.0003,0.4892919063568115,0.2,17.371583837270737,5310,,
1090000,,,,,,0.04638671875,0.006493062,-0.0012708107009530068,-0.15490730376914144,7.598737716674805,0.0003,0.54507976770401,0.2,17.42965021431446,5320,651.8039999999999,1533.2
1091584,640.6473000000001,1997,546,1622.81,533,,,,,,,,,,,,
1093632,639.6054,2000,546,1626.0,534,0.037158203125,0.0039992654,-0.002902173192705959,-0.15505747650749982,6.8796539306640625,0.0003,0.3847305178642273,0.2,17.010538333654402,5330,,
1095680,639.4076,2003,546,1624.36,535,0.049755859375,0.0052948175,-0.003216543536109384,-0.17726931306533517,13.092097282409668,0.0003,0.6311587691307068,0.2,17.798996080458164,5340,,
1097728,643.4902999999999,2006,547,1634.24,536,0.0455078125,0.0027309367,-0.00023714823473710566,-0.19698739279992877,15.411834716796875,0.0003,0.5608279705047607,0.2,22.615175205469132,5350,,
1099776,641.6725000000001,2008,547,1629.64,537,0.03203125,0.0034025805,-0.0008707121902261861,-0.16385378590784966,8.43862533569336,0.0003,0.4859769940376282,0.2,18.331623981893063,5360,,
1100000,,,,,,0.04609375,0.008059632,-0.0007623219396919012,-0.1970276846550405,8.767253875732422,0.0003,0.5241599082946777,0.2,17.437656159698964,5370,859.108,2243.8
1101824,643.645,2018,545,1638.21,538,,,,,,,,,,,,
1103872,643.2374,2021,546,1637.73,539,0.053564453125,0.0051145377,-0.0024428518328932112,-0.19661386259831487,7.017863750457764,0.0003,0.5847160816192627,0.2,17.65087986886501,5380,,
1105920,641.7776,2023,546,1632.36,540,0.04482421875,0.006164871,-0.0009192206343868747,-0.19743708728346973,11.066879272460938,0.0003,0.5006029605865479,0.2,23.219851744174957,5390,,
1107968,635.2816,2026,546,1617.51,541,0.04375,0.0062618335,-0.0009951808882760816,-0.20374247047584504,8.974973678588867,0.0003,0.5792866945266724,0.2,20.850980985164643,5400,,
1110000,,,,,,0.048583984375,0.005814965,-0.0013678910327143967,-0.18104435170535,13.634293556213379,0.0003,0.519507884979248,0.2,23.131402572989465,5410,773.702,1928.8
1110016,629.8225000000001,2034,545,1600.73,542,,,,,,,,,,,,
1112064,629.8824000000001,2037,545,1604.09,543,0.030419921875,0.0023904587,-0.001014389022020623,-0.15749928303994237,10.721044540405273,0.0003,0.38410472869873047,0.2,26.549939966201784,5420,,
1114112,636.6286000000001,2040,546,1625.39,544,0.05068359375,0.0076442165,-0.0028614122798899188,-0.19389897065702827,8.73294448852539,0.0003,0.5433945059776306,0.2,15.848066662251949,5430,,
1116160,621.0635,2043,546,1586.08,545,0.06220703125,0.006149239,-0.0003388695127796382,-0.23774526049382985,8.796207427978516,0.0003,0.3592257499694824,0.2,18.223397013545036,5440,,
1118208,620.4515,2045,546,1583.22,546,0.034765625,0.0024627154,-0.0016624112540739588,-0.1481925515923649,8.233105659484863,0.0003,0.3640705347061157,0.2,25.961490032076835,5450,,
1120000,,,,,,0.04453125,0.0049211048,-0.002711660086060874,-0.1719482951099053,7.6256279945373535,0.0003,0.45109039545059204,0.2,14.962972167134286,5460,697.034,1818.4
1120256,622.6523,2054,545,1589.72,547,,,,,,,,,,,,
1122304,622.9388999999999,2056,545,1591.01,548,0.042041015625,0.004359129,-0.0014773155242437496,-0.19259676944930107,9.666221618652344,0.0003,0.6652135252952576,0.2,15.358636429905891,5470,,
1124352,630.7815999999999,2059,545,1614.51,549,0.043505859375,0.004450843,-0.001934162768884562,-0.17270022188313305,8.153149604797363,0.0003,0.38350749015808105,0.2,22.946735951304436,5480,,
1126400,632.8633,2062,546,1621.81,550,0.060400390625,0.0077605755,-0.0011494896476506255,-0.2427051445003599,20.475412368774414,0.0003,0.27245962619781494,0.2,27.26154738664627,5490,,
1128448,634.0375,2065,546,1627.83,551,0.036376953125,0.0020085163,-0.0003643662043032236,-0.1902217032155022,9.334285736083984,0.0003,0.5760160684585571,0.2,17.507067552208902,5500,,
1130000,,,,,,0.031396484375,0.0032407949,-0.002126291219610721,-0.1836537115741521,5.674446105957031,0.0003,0.6069069504737854,0.2,20.136522275209426,5510,736.0260000000001,1928.8
1130496,631.0206000000002,2073,545,1621.28,552,,,,,,,,,,,,
1132544,625.9955000000001,2076,545,1614.59,553,0.040673828125,0.003561859,-0.0027554411222808993,-0.1714012170676142,6.891693592071533,0.0003,0.43252068758010864,0.2,22.013293904066085,5520,,
1134592,625.385,2079,545,1617.36,554,0.03349609375,0.0028919422,-0.002140150687773712,-0.19247138670179992,14.758955955505371,0.0003,0.5841182470321655,0.2,20.859245747327805,5530,,
1136640,625.5684999999999,2081,545,1618.41,555,0.04287109375,0.006213924,-0.002072052750736475,-0.17656626543030143,19.123083114624023,0.0003,0.4646153450012207,0.2,29.95958213508129,5540,,
1138688,620.1660999999999,2084,546,1604.63,556,0.0400390625,0.0041938075,-0.0017744387048878707,-0.18421891441103072,7.816242218017578,0.0003,0.5351723432540894,0.2,19.164700177311897,5550,,
1140000,,,,,,0.039697265625,0.006050896,-0.002489365666406229,-0.15523174502886833,7.504411697387695,0.0003,0.38582903146743774,0.2,27.14808135032654,5560,363.648,930.4
1140736,620.7051999999999,2090,545,1611.04,557,,,,,,,,,,,,
1142784,625.5720999999999,2093,545,1626.62,558,0.0451171875,0.004009881,-0.0003765535133425146,-0.17640373804606496,8.667096138000488,0.0003,0.6097294092178345,0.2,20.029421192407607,5570,,
1144832,622.5807,2095,546,1620.1,559,0.05126953125,0.0062082764,-0.002420610157423653,-0.15981953907757998,10.977331161499023,0.0003,0.5460481643676758,0.2,26.45497459769249,5580,,
1146880,624.7102,2098,546,1622.98,560,0.040869140625,0.0038290552,-0.0004733142879558727,-0.182213821192272,15.140137672424316,0.0003,0.5048984289169312,0.2,18.462920051813125,5590,,
1148928,633.2697000000001,2101,546,1648.07,561,0.04423828125,0.0062141055,-0.0007670505583519116,-0.17442752567585557,8.301487922668457,0.0003,0.48228663206100464,0.2,22.247557651996612,5600,,
1150000,,,,,,0.06181640625,0.009188319,-0.003120442664658185,-0.17839269670657815,12.138997077941895,0.0003,0.619303286075592,0.2,18.539181171357633,5610,759.0539999999999,1972.2
1150976,628.2499,2110,545,1637.71,562,,,,,,,,,,,,
1153024,627.7891999999999,2113,545,1634.43,563,0.047314453125,0.0041561425,-0.0006583448412129655,-0.19742478393018245,10.311808586120605,0.0003,0.5726543664932251,0.2,24.692397391796113,5620,,
1155072,627.7891999999999,2115,545,1634.43,564,0.046728515625,0.0041837413,-0.0018571757464087568,-0.15393076483160256,8.933313369750977,0.0003,0.5009095668792725,0.2,27.294493141770364,5630,,
1157120,628.7713,2118,546,1639.42,565,0.041845703125,0.0072462196,0.0006239630922209472,-0.18419189248234033,7.265078544616699,0.0003,0.32320815324783325,0.2,15.684541368484497,5640,,
1159168,627.2759000000001,2121,546,1637.09,566,0.040771484375,0.007766125,-0.0022182936663739383,-0.1411902485881001,10.728021621704102,0.0003,0.563614547252655,0.2,23.310934534668924,5650,,
1160000,,,,,,0.039990234375,0.0042794286,-0.0033235827344469727,-0.1477782867848873,9.050960540771484,0.0003,0.5449779033660889,0.2,20.955594712495802,5660,523.4960000000001,1223.2
1161216,624.2953000000001,2128,545,1628.37,567,,,,,,,,,,,,
1163264,625.5034,2130,545,1632.14,568,0.042138671875,0.0029804632,-0.00217062073352281,-0.13440680783241987,9.406068801879883,0.0003,0.5036939382553101,0.2,16.126403391361237,5670,,
1165312,625.1177,2133,546,1630.93,569,0.04208984375,0.0077245375,-0.002328081983432639,-0.13729309167247267,10.095705032348633,0.0003,0.47452419996261597,0.2,22.283445221185683,5680,,
1167360,624.9195,2136,546,1627.41,570,0.034912109375,0.0044154907,-0.0006818041365477256,-0.1389228714280762,9.314282417297363,0.0003,0.5579118728637695,0.2,21.443153282999994,5690,,
1169408,623.8921,2139,546,1626.05,571,0.037939453125,0.0034605674,-0.0014074736362090334,-0.15026453596074135,8.29924201965332,0.0003,0.5341461896896362,0.2,19.796088683605195,5700,,
1170000,,,,,,0.027783203125,0.0024523833,-0.0013869688234990462,-0.13206640391144903,9.016024589538574,0.0003,0.7171286344528198,0.2,20.193283233046532,5710,718.59,1756.8
1171456,624.8914,2147,545,1628.28,572,,,,,,,,,,,,
1173504,631.7704000000001,2150,545,1650.03,573,0.030810546875,0.002438201,-0.000313000864116475,-0.11546497233211994,12.207274436950684,0.0003,0.5194509625434875,0.2,18.94295258373022,5720,,
1175552,631.4789999999999,2153,545,1647.34,574,0.04619140625,0.004362682,-0.0032313369811163284,-0.16665532635524868,8.039767265319824,0.0003,0.5251493453979492,0.2,25.00514835715294,5730,,
1177600,632.0749,2155,546,1649.55,575,0.028857421875,0.002662838,-0.0008526416175300255,-0.15026110815815627,9.016071319580078,0.0003,0.44886714220046997,0.2,28.46683523654938,5740,,
1179648,633.3593000000001,2158,546,1655.36,576,0.036376953125,0.0035201812,-0.0013967235514428466,-0.17543058523442595,6.432246685028076,0.0003,0.6155918836593628,0.2,21.328646332025528,5750,,
1180000,,,,,,0.05810546875,0.0069252695,-0.0022253527742577715,-0.17536896630190313,10.414615631103516,0.0003,0.5930007100105286,0.2,19.71678355038166,5760,686.116,1819.2
1181696,633.3593000000001,2166,545,1655.36,577,,,,,,,,,,,,
1183744,635.6277,2169,545,1668.15,578,0.051708984375,0.0062288865,-0.0012483244354370981,-0.21341714654117822,10.72823715209961,0.0003,0.462296724319458,0.2,15.466598479449749,5770,,
1185792,633.8954,2172,545,1658.18,579,0.03818359375,0.008416342,-0.0014869652601191773,-0.17470804068725557,4.347927570343018,0.0003,0.5524550676345825,0.2,20.651021257042885,5780,,
1187840,633.8954,2175,546,1658.18,580,0.041748046875,0.0034785355,-0.0027952460339292886,-0.17766626633238047,8.727252006530762,0.0003,0.5795466899871826,0.2,28.50297012925148,5790,,
1189888,637.7776,2178,546,1669.35,581,0.064501953125,0.009871785,0.0002123962331097573,-0.23485835385508835,7.144454479217529,0.0003,0.36857450008392334,0.2,20.002717369794844,5800,,
1190000,,,,,,0.035986328125,0.003656066,-0.0017263769957935437,-0.17859588789287956,7.839731693267822,0.0003,0.4846996068954468,0.2,20.947987905144693,5810,848.374,2230.0
1191936,640.1478,2187,544,1677.97,582,,,,,,,,,,,,
1193984,641.0533,2190,545,1682.61,583,0.049658203125,0.0053988043,0.0002041327941697091,-0.19176897061988712,5.919849872589111,0.0003,0.5173935890197754,0.2,18.316668540239334,5820,,
1196032,632.2749,2192,545,1652.2,584,0.053857421875,0.00786614,-0.0015159582282649354,-0.20521402386948467,7.482502460479736,0.0003,0.6180741786956787,0.2,17.49963636994362,5830,,
1198080,626.3031000000001,2195,545,1638.34,585,0.025048828125,0.0031394581,-0.002596695625106804,-0.13700812826864422,19.275297164916992,0.0003,0.4130616784095764,0.2,31.184863314032555,5840,,
1200000,,,,,,0.033642578125,0.0033560502,-0.0018799622426740824,-0.14710763855837286,6.627828598022461,0.0003,0.3825385570526123,0.2,20.908144925534724,5850,763.794,1872.4
1200128,617.9927,2203,544,1618.43,586,,,,,,,,,,,,
1202176,621.4906000000001,2206,544,1627.05,587,0.033984375,0.0026221913,-0.0005777424521511421,-0.1735813037957996,7.666929721832275,0.0003,0.504311203956604,0.2,20.004193788766862,5860,,
1204224,623.2531,2209,545,1634.64,588,0.02080078125,0.0030985454,-0.0023374829557724296,-0.10774588563945145,7.124946594238281,0.0003,0.541670560836792,0.2,18.319887924194337,5870,,
1206272,625.4389000000001,2211,545,1641.72,589,0.030517578125,0.0045464695,-0.0028056656956323422,-0.1560569241642952,14.680575370788574,0.0003,0.2585059404373169,0.2,22.302167752385138,5880,,
1208320,624.3536,2214,545,1636.6,590,0.03740234375,0.002920778,-0.000668032762769144,-0.1688547268975526,6.680786609649658,0.0003,0.5626876950263977,0.2,16.628678081929685,5890,,
1210000,,,,,,0.043408203125,0.003535483,-0.0009286355241783894,-0.14843904017470777,15.712968826293945,0.0003,0.4309035539627075,0.2,20.475868317484856,5900,728.504,1804.6
1210368,621.3725,2222,544,1629.47,591,,,,,,,,,,,,
1212416,621.2620000000002,2225,544,1632.17,592,0.054345703125,0.007947085,8.608437201473862e-05,-0.18943443184252828,11.415481567382812,0.0003,0.41495180130004883,0.2,22.273740392923354,5910,,
1214464,620.8655,2228,545,1632.64,593,0.042138671875,0.0037598084,-0.0035528362670447676,-0.16221056627109648,7.546380996704102,0.0003,0.41492336988449097,0.2,22.695751616358756,5920,,
1216512,619.8613,2230,545,1631.56,594,0.04365234375,0.005733046,-0.0033308373036561533,-0.15487154582515358,7.96483039855957,0.0003,0.4140177369117737,0.2,27.521884819865228,5930,,
1218560,618.4817,2233,545,1627.3,595,0.0220703125,0.003204862,-0.0007213885415694677,-0.12736144945956768,6.901872158050537,0.0003,0.5208836793899536,0.2,20.96464484632015,5940,,
1220000,,,,,,0.02822265625,0.003491297,-0.001961528163519688,-0.12124391461256892,18.28519630432129,0.0003,0.4293384552001953,0.2,20.892723083496094,5950,592.1139999999999,1394.2
1220608,609.7141999999999,2240,544,1602.31,596,,,,,,,,,,,,
1222656,607.7198,2243,545,1593.07,597,0.039501953125,0.0042158146,-0.0028864679610705935,-0.14773197856266052,14.388060569763184,0.0003,0.5475081205368042,0.2,20.46497286558151,5960,,
1224704,605.9672,2245,545,1586.27,598,0.016162109375,0.0013678311,-0.001962137070950121,-0.11697497460991144,16.558198928833008,0.0003,0.4356520175933838,0.2,30.08900003731251,5970,,
1226752,603.0009,2248,545,1576.22,599,0.040283203125,0.0041833315,-0.00027114955155411736,-0.14306175315286965,6.697536468505859,0.0003,0.6320911645889282,0.2,18.350769883394243,5980,,
1228800,608.6723999999999,2251,545,1592.1,600,0.03525390625,0.0041063353,-0.0020277798699680715,-0.11196029828861356,11.140631675720215,0.0003,0.6024065017700195,0.2,25.4753768235445,5990,,
1230000,,,,,,0.036962890625,0.0030908175,-0.0023989322799025103,-0.15555553818121554,7.4775004386901855,0.0003,0.6897442936897278,0.2,18.773521652817728,6000,727.362,1834.2
1230848,607.7727,2259,544,1591.04,601,,,,,,,,,,,,
1232896,609.1683,2262,545,1593.62,602,0.043994140625,0.0060503324,-0.001327582231897395,-0.16375403061974794,7.5697245597839355,0.0003,0.4515773057937622,0.2,22.075992539525032,6010,,
1234944,606.0143,2264,545,1581.34,603,0.04326171875,0.007824683,-0.002676151876221411,-0.1877330888295546,9.420753479003906,0.0003,0.5258896350860596,0.2,22.997995921969412,6020,,
1236992,603.1372,2267,545,1572.54,604,0.038525390625,0.008771512,-0.0027968289461568928,-0.1501168926479295,8.559382438659668,0.0003,0.6133765578269958,0.2,16.90963025391102,6030,,
1239040,600.0586000000001,2270,545,1560.77,605,0.0212890625,0.0024909137,-0.0011092268832726404,-0.1266034071566537,9.415919303894043,0.0003,0.46098458766937256,0.2,30.8555177628994,6040,,
1240000,,,,,,0.033447265625,0.004098108,-0.002550726683693938,-0.12499595095869154,7.100897312164307,0.0003,0.6105682849884033,0.2,25.43640207052231,6050,699.046,1734.2
1241088,605.8570000000001,2277,544,1575.27,606,,,,,,,,,,,,
1243136,601.9798999999999,2280,545,1563.37,607,0.028857421875,0.002610046,0.00033944946771953256,-0.1469546416774392,11.67498779296875,0.0003,0.6163355112075806,0.2,19.342644101381303,6060,,
1245184,600.687,2283,545,1558.87,608,0.03740234375,0.004451593,-0.0039013305446133017,-0.1375714308116585,7.244784355163574,0.0003,0.4375476837158203,0.2,20.950664868950845,6070,,
1247232,600.0803999999999,2286,545,1556.63,609,0.03359375,0.0034734376,-0.002575453766621649,-0.16356812133453785,10.088787078857422,0.0003,0.4812503457069397,0.2,20.84815580248833,6080,,
1249280,599.7873,2289,545,1552.57,610,0.061669921875,0.004835698,-0.0020841908248257824,-0.17446889891289175,12.573328018188477,0.0003,0.5769295692443848,0.2,17.96615876853466,6090,,
1250000,,,,,,0.03037109375,0.0038303207,-0.0008158582480973564,-0.16440832333173602,5.862940311431885,0.0003,0.47262537479400635,0.2,19.751870688796043,6100,775.6200000000001,1949.6
1251328,603.5376,2297,544,1566.1,611,,,,,,,,,,,,
1253376,603.8586,2300,544,1566.99,612,0.047705078125,0.00563146,-0.0007127817560103721,-0.1762730234535411,5.79907751083374,0.0003,0.5518977642059326,0.2,18.23413031101227,6110,,
1255424,605.3565,2303,545,1573.21,613,0.044775390625,0.004683461,-0.0016568161721806974,-0.17421146035194396,8.929546356201172,0.0003,0.5818542838096619,0.2,18.027506011724473,6120,,
1257472,609.2546000000001,2305,545,1583.73,614,0.04130859375,0.008199977,-0.0022860440381919033,-0.1440457068150863,6.905200481414795,0.0003,0.5847479104995728,0.2,16.774945244193077,6130,,
1259520,608.5959,2308,545,1577.87,615,0.038427734375,0.0037738439,-0.001111370291619096,-0.18066357499919833,7.980788230895996,0.0003,0.6453081965446472,0.2,21.127406945824625,6140,,
1260000,,,,,,0.044970703125,0.00526979,-0.002495154795178678,-0.18579053594730793,10.633247375488281,0.0003,0.6374667882919312,0.2,20.13505826294422,6150,668.528,1712.2
1261568,607.5121,2316,544,1573.26,616,,,,,,,,,,,,
1263616,606.4812000000001,2319,544,1571.15,617,0.035205078125,0.003252841,-0.0024525623040972276,-0.15386758937966077,5.915146350860596,0.0003,0.6063930988311768,0.2,18.229992920160292,6160,,
1265664,610.0015,2322,545,1576.05,618,0.044482421875,0.004188505,0.0035629549791337924,-0.15517994770780205,10.179409980773926,0.0003,0.564620316028595,0.2,27.181594344973565,6170,,
1267712,616.8761,2325,545,1594.28,619,0.048974609375,0.003310923,9.463266469538212e-05,-0.16784433471038937,15.456049919128418,0.0003,0.5974025726318359,0.2,21.57305668592453,6180,,
1269760,623.3394999999999,2327,545,1612.43,620,0.036181640625,0.004670526,-0.0006626868853345513,-0.14846658743917943,8.921552658081055,0.0003,0.5319324135780334,0.2,20.671180126070976,6190,,
1270000,,,,,,0.05810546875,0.0047971196,-0.0026013287249952556,-0.18341994320508093,12.869308471679688,0.0003,0.4807007312774658,0.2,26.52529829442501,6200,790.2059999999999,2092.2
1271808,625.5359,2336,544,1618.89,621,,,,,,,,,,,,
