time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/n_updates,train/clip_fraction,train/explained_variance,train/entropy_loss,train/value_loss,train/clip_range,train/learning_rate,train/loss,train/policy_gradient_loss,train/approx_kl,eval/mean_reward,eval/mean_ep_length
50000,,,,,,240,0.06484375,0.30756187438964844,-0.22460755687206985,0.00046264852744570817,0.2,0.0003,-0.013117912225425243,0.00107397802057676,0.010527035,-20.18,102.8
51200,69,733,-28.595999999999993,187.97,25,,,,,,,,,,,,
53248,72,733,-28.607,188.08,26,250,0.014453125,0.667804479598999,-0.19429082302376627,0.00014988337303520894,0.2,0.0003,-0.0034264784771949053,-0.0023646475572604688,0.0013609447,,
55296,75,734,-28.622000000000003,188.23,27,260,0.027392578125,0.5553582906723022,-0.20166331473737956,9.591339053258708e-05,0.2,0.0003,0.00505873141810298,-0.0010448767279740423,0.0024472447,,
57344,77,735,-28.487000000000002,186.88,28,270,0.011181640625,0.5508977770805359,-0.17060698992572726,0.00010312338505400476,0.2,0.0003,-0.0076930224895477295,-0.0015095339447725564,0.0007291369,,
59392,80,735,-28.489999999999995,186.91,29,280,0.03291015625,0.2335723638534546,-0.1925992934498936,6.966435461777109e-05,0.2,0.0003,-0.00018856390670407563,-0.000302694269339554,0.0030174782,,
60000,,,,,,290,0.020263671875,0.5755263566970825,-0.20343033159151674,4.603144946031534e-05,0.2,0.0003,-0.001856732415035367,-0.0011531667434610427,0.002053301,-30.28,264.4
61440,84,730,-28.558000000000003,186.58,30,,,,,,,,,,,,
63488,86,730,-28.541,186.41,31,300,0.017919921875,0.5252829790115356,-0.16325206258334218,3.983875510584767e-05,0.2,0.0003,-0.0034633297473192215,-4.717275878647342e-05,0.0018386703,,
65536,89,730,-28.537,186.37,32,310,0.031982421875,0.38045287132263184,-0.1910370467696339,5.889230904472242e-05,0.2,0.0003,0.029839351773262024,-0.0013634113012813032,0.0024932015,,
67584,92,732,-28.333,184.33,33,320,0.01533203125,0.37349212169647217,-0.17619776320643724,3.4190538409006875e-05,0.2,0.0003,0.0004654986842069775,3.5471684532240035e-05,0.0015649445,,
69632,94,733,-28.429000000000002,187.31,34,330,0.02197265625,0.4667632579803467,-0.18500599777325988,2.574934056838174e-05,0.2,0.0003,0.0015147613594308496,-0.0026342065568314863,0.0032298719,,
70000,,,,,,340,0.028857421875,0.010648190975189209,-0.15604799832217395,0.6779147750348784,0.2,0.0003,0.2112341821193695,-0.0007372383930487558,0.003359861,-24.22,203.8
71680,98,729,-28.305999999999997,186.08,35,,,,,,,,,,,,
73728,100,730,-28.352000000000004,186.54,36,350,0.033056640625,0.03468233346939087,-0.20533905825577675,0.012838583500706591,0.2,0.0003,-0.004528121091425419,-0.00026648475613910705,0.004024676,,
75776,103,730,-27.973999999999997,183.77,37,360,0.01826171875,-0.11074447631835938,-0.20522791175171734,0.00705307466450904,0.2,0.0003,3.0118972063064575e-06,0.0008520177740138024,0.0010836893,,
77824,106,731,-27.718000000000004,182.22,38,370,0.0220703125,0.13162696361541748,-0.1741362141445279,0.524308712920174,0.2,0.0003,0.06716861575841904,-0.0018617768539115787,0.0012854609,,
79872,109,731,-27.706999999999997,182.11,39,380,0.081005859375,-1.2959418296813965,-0.20224906424991787,0.033655519713647664,0.2,0.0003,-0.02511785365641117,0.0005066175770480185,0.015405067,,
80000,,,,,,390,0.056103515625,-0.06671619415283203,-0.17577166436240077,0.0075174652294663245,0.2,0.0003,-0.0063412245362997055,-0.0023861526395194234,0.009174377,-20.580000000000002,228.0
81920,112,728,-27.419,179.23,40,,,,,,,,,,,,
83968,115,729,-27.249000000000002,177.53,41,400,0.02919921875,-0.8737274408340454,-0.16399560100398958,0.002405564779564884,0.2,0.0003,-0.025748038664460182,0.004166228562826291,0.010295907,,
86016,117,730,-27.081,175.85,42,410,0.03369140625,-1.0602850914001465,-0.22689054524526,0.0008953425032359519,0.2,0.0003,-0.026785392314195633,0.0027058422609115952,0.01616645,,
88064,120,730,-26.53,168.32,43,420,0.014013671875,-0.7518666982650757,-0.1722726157400757,0.0005426430097031698,0.2,0.0003,-0.01684495061635971,-0.0016666913666995241,0.0024749183,,
90000,,,,,,430,0.028857421875,0.4511445164680481,-0.21316824764944614,0.00012966289635869545,0.2,0.0003,-0.011984147131443024,-0.002591263772046659,0.0055042263,-14.4,45.0
90112,123,730,-26.195999999999998,164.98,44,,,,,,,,,,,,
92160,126,730,-26.679999999999996,168.81,45,440,0.0373046875,0.6372774839401245,-0.2416899258736521,0.00010214363082923228,0.2,0.0003,0.002508381614461541,-0.0018278676958288997,0.005615362,,
94208,128,731,-26.781999999999996,168.82,46,450,0.022021484375,0.5073769092559814,-0.222579639358446,0.00012323644714911096,0.2,0.0003,-0.002742618089541793,-0.002157150566927157,0.0025440499,,
96256,131,731,-26.747999999999998,168.48,47,460,0.02841796875,-0.021874070167541504,-0.2564477051142603,0.0001077445729606552,0.2,0.0003,-0.0013643010752275586,-0.0013018506593653,0.002595497,,
98304,134,731,-27.026,171.26,48,470,0.018310546875,0.40874987840652466,-0.20124318357557058,8.706996316050208e-05,0.2,0.0003,-0.006359126418828964,6.581325724255293e-05,0.0019082243,,
100000,,,,,,480,0.01826171875,0.09345364570617676,-0.19910284252837301,6.605989951822267e-05,0.2,0.0003,-0.007508127484470606,-0.0006076463949284516,0.0018982663,-20.200000000000003,103.0
100352,137,731,-27.167999999999996,172.68,49,,,,,,,,,,,,
102400,139,731,-27.31,174.1,50,490,0.0166015625,0.3226625919342041,-0.195686951931566,7.039644314374983e-05,0.2,0.0003,-0.009076947346329689,-0.0019611168099800125,0.0005883719,,
104448,142,731,-28.02,181.2,51,500,0.031982421875,0.2576238512992859,-0.1607867216691375,5.0593572596824286e-05,0.2,0.0003,-0.01574709825217724,-0.003584701374347787,0.0029284186,,
106496,145,731,-28.162,182.62,52,510,0.018798828125,0.09261709451675415,-0.17716570920310915,4.947287671939193e-05,0.2,0.0003,-0.01963801309466362,-0.0019411612709518522,0.0016733232,,
108544,148,731,-28.445999999999998,185.46,53,520,0.020361328125,0.09942108392715454,-0.1499951533973217,3.1816431391007424e-05,0.2,0.0003,-0.0036474380176514387,0.0010283114679623395,0.0006288842,,
110000,,,,,,530,0.01259765625,0.1346486210823059,-0.1477545417845249,2.21324442321702e-05,0.2,0.0003,-0.0043100351467728615,-0.0008815061359200626,0.0007100252,-28.6,187.0
110592,151,727,-28.446000000000005,185.46,54,,,,,,,,,,,,
112640,155,726,-28.587,186.87,55,540,0.014208984375,-0.3411440849304199,-0.13032761104404927,4.165764021877294e-05,0.2,0.0003,-0.003001062199473381,-0.0015342757644248195,0.0022109463,,
114688,158,724,-28.6,187.0,56,550,0.016455078125,-0.08490550518035889,-0.16576946186833083,2.8232962752383627e-05,0.2,0.0003,-0.0038372445851564407,-0.001164072481333278,0.0012111103,,
116736,161,723,-28.6,187.0,57,560,0.015234375,-0.13422644138336182,-0.14472341777291148,1.913151023416049e-05,0.2,0.0003,0.0012907828204333782,-0.0014660695145721548,0.0036484324,,
118784,164,723,-28.6,187.0,58,570,0.01669921875,0.15274131298065186,-0.1477570739807561,1.3132321799247393e-05,0.2,0.0003,-0.004075536038726568,-0.0012470902060158552,0.0010570793,,
120000,,,,,,580,0.022509765625,0.12430113554000854,-0.1976845390163362,8.758521340723746e-06,0.2,0.0003,0.0008275846485048532,0.0006988455759710632,0.0029824579,-28.6,187.0
120832,167,721,-28.6,187.0,59,,,,,,,,,,,,
122880,170,720,-28.6,187.0,60,590,0.04423828125,-0.09186208248138428,-0.1537794052856043,2.063654993662567e-05,0.2,0.0003,-0.007785600610077381,-0.003279729062342085,0.0073602255,,
124928,173,720,-28.6,187.0,61,600,0.032666015625,-0.10403501987457275,-0.16251159131061285,1.9601511443312347e-05,0.2,0.0003,0.002063935389742255,-0.0003589262516470626,0.0026574489,,
126976,176,720,-28.6,187.0,62,610,0.028271484375,-0.4206695556640625,-0.17490649758838117,8.533535312338359e-06,0.2,0.0003,-0.011329530738294125,-3.930671227863059e-05,0.0056047994,,
129024,179,720,-28.6,187.0,63,620,0.031494140625,-0.4944617748260498,-0.18073419390711934,1.1807799023699771e-05,0.2,0.0003,-0.005828913301229477,-0.0007365097742876969,0.0037302936,,
130000,,,,,,630,0.03671875,-0.1546950340270996,-0.20190142393112182,7.914058378233334e-06,0.2,0.0003,-0.008578053675591946,0.00039585549966432155,0.0037337951,-28.660000000000004,187.6
131072,182,718,-28.6,187.0,64,,,,,,,,,,,,
133120,185,718,-28.6,187.0,65,640,0.067822265625,-0.3683129549026489,-0.20247863633558155,8.49141168721701e-06,0.2,0.0003,-0.0023775033187121153,-0.0007209686315036379,0.00659483,,
135168,188,718,-28.6,187.0,66,650,0.031884765625,-0.10918915271759033,-0.20867598154582084,7.131712403563029e-06,0.2,0.0003,-0.006650994531810284,-0.002088496468786616,0.0016308725,,
137216,191,718,-28.6,187.0,67,660,0.024609375,-0.16552960872650146,-0.19111542981117963,6.774645800433632e-06,0.2,0.0003,-0.0009027680498547852,0.0004453042784007266,0.002173263,,
139264,193,718,-28.601,187.01,68,670,0.024560546875,-1.1099724769592285,-0.1813106208341196,1.3100961817968937e-05,0.2,0.0003,-0.0007097672787494957,-1.799418532755226e-06,0.0022401079,,
140000,,,,,,680,0.03408203125,0.01333916187286377,-0.19966296830680222,4.180110474116816e-06,0.2,0.0003,-0.0016911267302930355,-0.0023017688246909527,0.0023444635,-26.060000000000002,161.6
141312,197,717,-28.611,187.11,69,,,,,,,,,,,,
143360,199,717,-28.618000000000002,187.18,70,690,0.024169921875,-9.66787338256836e-05,-0.18572652186267077,4.65041544330802e-06,0.2,0.0003,-0.0029073446057736874,-0.0022441577282734217,0.0017304785,,
145408,202,716,-28.623,187.23,71,700,0.02255859375,-0.10870325565338135,-0.1849131932714954,4.862625512558339e-06,0.2,0.0003,0.0019101909128949046,0.0010427312095998786,0.0038981885,,
147456,205,716,-28.631,187.31,72,710,0.027587890625,-0.48113155364990234,-0.19880593565758317,3.5718142584073577e-06,0.2,0.0003,-0.004316484555602074,-0.001707991329021752,0.0027105063,,
149504,208,716,-28.51,186.1,73,720,0.025830078125,-1.2858984470367432,-0.18581361880060285,4.722283996194676e-06,0.2,0.0003,-0.005413626320660114,-0.0009306974039645866,0.004330753,,
150000,,,,,,730,0.022021484375,-0.5084378719329834,-0.2093946531880647,4.788874211669736e-06,0.2,0.0003,0.01718996651470661,-4.153416666667909e-05,0.0012996146,-17.32,74.2
151552,211,716,-28.537000000000003,186.37,74,,,,,,,,,,,,
153600,214,716,-27.988000000000003,180.88,75,740,0.02060546875,-0.3803744316101074,-0.20392438927665352,2.5068417659923627e-06,0.2,0.0003,-0.005136480554938316,-0.0003671619982924312,0.0015974487,,
155648,217,716,-27.574,176.74,76,750,0.06142578125,-0.2991061210632324,-0.2083132095169276,2.586655719394315e-06,0.2,0.0003,0.0010560830123722553,-0.004963096942810807,0.009478764,,
157696,220,716,-27.334,174.34,77,760,0.017529296875,-0.12176525592803955,-0.19028387910220773,2.4865983258237635e-06,0.2,0.0003,-0.004418917000293732,0.0010263463060255162,0.0016442614,,
159744,223,716,-27.328999999999997,174.29,78,770,0.0158203125,-0.8753492832183838,-0.18499715379439294,1.6862996726985103e-06,0.2,0.0003,-0.011268362402915955,-0.0026881226105615495,0.0010385179,,
160000,,,,,,780,0.024072265625,-0.005157947540283203,-0.20868941382505,1.5008017235196292e-06,0.2,0.0003,-0.005782675463706255,0.00026725303614512087,0.0021355138,-14.4,45.0
161792,226,715,-26.487000000000002,165.87,79,,,,,,,,,,,,
163840,229,715,-26.487000000000002,165.87,80,790,0.027392578125,-0.0501784086227417,-0.18635215999092908,8.124002292753119e-06,0.2,0.0003,-0.02217257209122181,-0.000568891984585207,0.003666572,,
165888,231,715,-26.205,163.05,81,800,0.029833984375,-0.1696840524673462,-0.19789147812407465,1.5544287839119875e-06,0.2,0.0003,-0.005487378221005201,-0.000596861208032351,0.001441871,,
167936,234,714,-26.045,161.45,82,810,0.026904296875,-0.27791106700897217,-0.22325661615468562,4.221567759188361e-06,0.2,0.0003,-0.015698563307523727,0.0006359689054079354,0.0053713643,,
169984,237,715,-26.467999999999996,165.68,83,820,0.018212890625,0.22982215881347656,-0.2006600007880479,1.2645113962150845e-06,0.2,0.0003,-0.006267727818340063,-0.0007389195001451298,0.001431924,,
170000,,,,,,830,0.03876953125,0.0014237165451049805,-0.16726643946021796,1.3290126401166447e-06,0.2,0.0003,0.0035021828953176737,-0.0035961271467385815,0.0029452066,-22.919999999999998,130.2
172032,241,713,-26.881999999999998,169.82,84,,,,,,,,,,,,
174080,243,713,-26.995000000000005,170.95,85,840,0.03037109375,0.0760190486907959,-0.19717608885839583,8.362246922466454e-07,0.2,0.0003,-0.003433421952649951,-0.00031264058634405956,0.0021615592,,
176128,246,713,-26.874999999999996,169.75,86,850,0.03173828125,-0.1132199764251709,-0.1912385988747701,8.31877221463273e-07,0.2,0.0003,-0.00869791116565466,-0.0013783988426439465,0.0031348749,,
178176,249,713,-27.311999999999998,174.12,87,860,0.062939453125,-0.22398996353149414,-0.18751368324737996,1.605038203411624e-06,0.2,0.0003,-0.023609360679984093,-0.004463895081426017,0.005771624,,
180000,,,,,,870,0.032373046875,-0.31175053119659424,-0.16605865485034882,2.6918297592271046e-06,0.2,0.0003,-0.0035124861169606447,0.0006039889063686133,0.0031215374,-26.4,165.0
180224,253,711,-27.732999999999997,178.33,88,,,,,,,,,,,,
182272,256,711,-27.887000000000004,179.87,89,880,0.017724609375,-0.009920835494995117,-0.18069338195491583,1.2441048329758786e-06,0.2,0.0003,-0.015370192937552929,0.00041097422799794,0.0009492034,,
184320,259,711,-28.203000000000007,183.03,90,890,0.018896484375,0.012135088443756104,-0.19216932058334352,1.4374315472132081e-06,0.2,0.0003,0.006857132539153099,-0.0018538001546403392,0.001562367,,
186368,261,711,-28.373999999999995,184.74,91,900,0.084619140625,-1.2353332042694092,-0.2131223171018064,3.1051606507848105e-06,0.2,0.0003,-0.030623987317085266,-0.0015571752694086172,0.011136187,,
188416,264,711,-28.244,183.44,92,910,0.0259765625,0.05566132068634033,-0.15722027274314315,9.82778454661215e-07,0.2,0.0003,-0.004562638700008392,-0.0009949324172339401,0.0017124566,,
190000,,,,,,920,0.027001953125,-0.3195829391479492,-0.15790053782984614,9.311039746773275e-07,0.2,0.0003,-0.008321210741996765,7.874535367591307e-05,0.0013809208,-17.42,75.2
190464,267,711,-28.127000000000002,182.27,93,,,,,,,,,,,,
192512,270,711,-28.465,185.65,94,930,0.0279296875,0.14047831296920776,-0.19830276570282876,2.352679684802794e-06,0.2,0.0003,0.004706922452896833,-0.002238065253186505,0.002225495,,
194560,273,711,-28.613000000000003,187.13,95,940,0.032275390625,-0.8022866249084473,-0.18115418588276952,2.61473146587754e-06,0.2,0.0003,-0.009901844896376133,-0.0002793195264530368,0.0020838184,,
196608,276,711,-28.484000000000005,185.84,96,950,0.02998046875,0.3219171166419983,-0.15506307526957244,1.4805767453385244e-06,0.2,0.0003,-0.0030688713304698467,-0.0013163062161765994,0.0015497808,,
198656,279,711,-28.493,185.93,97,960,0.021337890625,0.5249691605567932,-0.18048283921089023,4.788641593034271e-07,0.2,0.0003,-0.0011630081571638584,-0.0025368800808792,0.0024319019,,
200000,,,,,,970,0.01162109375,0.6374098062515259,-0.17529110820032656,1.1107734137372205e-06,0.2,0.0003,-0.01259567216038704,-0.0012451791160856373,0.00043072744,-21.720000000000002,199.0
200704,282,710,-28.506000000000004,186.06,98,,,,,,,,,,,,
202752,285,710,-28.446000000000005,185.46,99,980,0.016455078125,0.14361131191253662,-0.16911822552792727,6.236804293902054e-07,0.2,0.0003,6.02517175138928e-05,-0.0007758543244563044,0.0013926843,,
204800,288,710,-28.426000000000002,185.26,100,990,0.021435546875,-0.12799859046936035,-0.16310129659250377,4.610081041844794e-06,0.2,0.0003,0.00030776698258705437,-0.001680390807450749,0.0017621632,,
206848,291,710,-28.576,186.76,101,1000,0.02998046875,-1.539982795715332,-0.1722874921746552,1.8262679164493534e-06,0.2,0.0003,0.015661990270018578,0.0005256426447886042,0.0029738154,,
208896,294,710,-28.705,188.05,102,1010,0.024072265625,-0.758636474609375,-0.165088566346094,5.138158643003266e-07,0.2,0.0003,0.02414884604513645,0.0013251153912278823,0.0024348858,,
210000,,,,,,1020,0.036083984375,-0.44435715675354004,-0.18135884979274125,1.7909707068497481e-07,0.2,0.0003,-0.01278923824429512,-0.00046981784980744125,0.0021979676,-20.4,105.0
210944,297,709,-28.674999999999997,187.75,103,,,,,,,,,,,,
212992,300,709,-28.489,185.89,104,1030,0.019970703125,-0.8063719272613525,-0.1774162519723177,2.3293704576321517e-06,0.2,0.0003,-0.005503932014107704,0.0005920736832194962,0.003201879,,
215040,303,709,-28.647,187.47,105,1040,0.022802734375,-0.012198567390441895,-0.1661424252903089,3.507993121765196e-07,0.2,0.0003,0.01130042877048254,0.000726128977839835,0.001542671,,
217088,305,709,-28.092999999999996,181.93,106,1050,0.02236328125,-0.8746912479400635,-0.14788130321539938,6.907115384091611e-07,0.2,0.0003,-0.0032651196233928204,-0.0001172680058516562,0.0017995085,,
219136,308,709,-28.014000000000006,182.15,107,1060,0.01865234375,-0.9016228914260864,-0.1701687344815582,2.105498809790163e-06,0.2,0.0003,-0.00014050997560843825,0.0005626350524835288,0.001459717,,
220000,,,,,,1070,0.029150390625,0.001955568790435791,-0.1834565170109272,0.33163855646562296,0.2,0.0003,0.03831547871232033,-0.00028986054530832916,0.0038360446,-25.96,160.6
221184,312,708,-28.057,182.58,108,,,,,,,,,,,,
223232,315,708,-27.929000000000002,181.3,109,1080,0.096435546875,-0.741297721862793,-0.17016892875544726,0.013971022902114782,0.2,0.0003,-0.032661013305187225,0.005820705197402276,0.03002446,,
225280,318,708,-26.771000000000008,169.72,110,1090,0.06123046875,-0.6517621278762817,-0.1785477296449244,0.00343753568467946,0.2,0.0003,0.026717256754636765,-0.004640002400265075,0.015712067,,
227328,320,708,-26.61,168.11,111,1100,0.0408203125,-0.8986847400665283,-0.19353187684901058,0.00120458205074101,0.2,0.0003,-0.01606101728975773,-0.00027849744947161525,0.0038042725,,
229376,323,708,-25.179000000000002,153.8,112,1110,0.044189453125,-2.7805216312408447,-0.19324540006928145,0.0005231116132790703,0.2,0.0003,0.005426760297268629,-0.001967181556392461,0.014559908,,
230000,,,,,,1120,0.06123046875,-1.826467514038086,-0.2442947207018733,0.0003260459762714163,0.2,0.0003,-0.029604149982333183,-0.0034457544912584125,0.024299465,-14.4,45.0
231424,326,708,-25.568999999999996,157.7,113,,,,,,,,,,,,
233472,329,708,-25.646,158.47,114,1130,0.053759765625,-2.374333620071411,-0.23983218031935394,0.00022247172632887667,0.2,0.0003,-0.019083769991993904,-0.005321069600176998,0.0070322948,,
235520,332,708,-25.699,157.99,115,1140,0.0447265625,-1.6699953079223633,-0.2189241588115692,7.337573216261716e-05,0.2,0.0003,-0.028864357620477676,-0.00209545721008908,0.0035857235,,
237568,335,708,-25.615,157.15,116,1150,0.030224609375,0.5864800214767456,-0.21571871903724968,1.7982599238308695e-05,0.2,0.0003,0.010425715707242489,-0.001511638527153991,0.0021197696,,
239616,338,708,-25.982000000000003,160.82,117,1160,0.015771484375,0.21758276224136353,-0.21452755429781972,2.9161059771354303e-05,0.2,0.0003,-0.01503527257591486,-8.943184366216883e-05,0.00081312616,,
240000,,,,,,1170,0.033154296875,0.7492321729660034,-0.2316277524922043,8.153969348256851e-06,0.2,0.0003,-0.006045738700777292,-0.003033138328464702,0.005478424,-14.4,45.0
241664,341,708,-26.729,168.29,118,,,,,,,,,,,,
243712,343,708,-26.605999999999995,167.06,119,1180,0.030859375,0.713101863861084,-0.2291625020094216,6.154227829924252e-06,0.2,0.0003,-0.004783505108207464,-0.0034029213653411715,0.00583734,,
245760,346,708,-27.284000000000002,173.84,120,1190,0.006494140625,0.5163694620132446,-0.15767297511920333,7.0723973930597595e-06,0.2,0.0003,-0.009370105341076851,-0.0005854827322764322,0.0006599518,,
247808,349,708,-27.68,177.8,121,1200,0.012548828125,0.6829311847686768,-0.17720360234379767,3.3193744471304855e-06,0.2,0.0003,-0.00039622222539037466,-0.0010553132975474,0.0011238302,,
249856,352,708,-27.368000000000002,174.68,122,1210,0.005712890625,0.4838481545448303,-0.16889273882843553,4.264338278403556e-06,0.2,0.0003,-0.0019669660832732916,0.0003979669083491899,0.0004446882,,
250000,,,,,,1220,0.018017578125,0.22134238481521606,-0.17294490137137472,2.80371048368977e-06,0.2,0.0003,-0.006206015590578318,-9.822593856370076e-05,0.00047277246,-28.6,187.0
251904,355,707,-26.944000000000003,170.44,123,,,,,,,,,,,,
253952,358,707,-26.581,166.81,124,1230,0.02236328125,0.3907057046890259,-0.1698389937635511,1.874226972020665e-06,0.2,0.0003,-0.0022984016686677933,-0.0013624328857986256,0.0014522454,,
256000,361,707,-26.255999999999993,163.56,125,1240,0.020556640625,-1.5834097862243652,-0.16133401554543525,9.569913293994148e-06,0.2,0.0003,-0.00833985023200512,-0.00352429788763402,0.0018075455,,
258048,364,707,-25.971999999999998,160.72,126,1250,0.025,0.1798403263092041,-0.18027371084317564,1.4672603709797727e-06,0.2,0.0003,0.001561237731948495,-0.001223749536438845,0.002218266,,
260000,,,,,,1260,0.01015625,-1.4402334690093994,-0.17905129375867546,5.13596730415955e-06,0.2,0.0003,-0.005897638387978077,0.00021884341113036497,0.00075439876,-28.6,187.0
260096,367,706,-25.647,157.47,127,,,,,,,,,,,,
262144,370,706,-25.441000000000003,155.41,128,1270,0.01337890625,-0.07731103897094727,-0.15614814227446913,1.053357580538261e-06,0.2,0.0003,-0.004289817996323109,-0.001150444355153013,0.0015213172,,
264192,373,706,-25.175000000000004,152.75,129,1280,0.029345703125,-1.683255672454834,-0.19963873764500023,7.403578639575415e-06,0.2,0.0003,-0.0024891598150134087,-0.00030078297713771464,0.004734857,,
266240,376,706,-24.91,150.1,130,1290,0.020556640625,-1.1037309169769287,-0.2030646512284875,2.3173161364908877e-06,0.2,0.0003,0.00040653618634678423,0.00024751035234658045,0.00046436855,,
268288,379,706,-24.246,143.46,131,1300,0.022119140625,-1.5063719749450684,-0.24074384304694832,3.915621778238787e-06,0.2,0.0003,-0.011095669120550156,-0.0005132228674483485,0.0017161968,,
270000,,,,,,1310,0.043798828125,-0.9915298223495483,-0.27283492516726254,5.934732100421058e-07,0.2,0.0003,-0.003411531448364258,-0.002832720335572958,0.0017761346,-14.4,45.0
270336,382,706,-23.031999999999996,131.32,132,,,,,,,,,,,,
272384,385,706,-21.768,118.68,133,1320,0.027392578125,-0.7708091735839844,-0.2972140428610146,2.617794554904407e-07,0.2,0.0003,0.0006124663632363081,-0.0018311298306798562,0.0035385208,,
274432,388,706,-20.468,105.68,134,1330,0.009521484375,-2.1217923164367676,-0.2728861704003066,1.4078190595512298e-07,0.2,0.0003,-0.009339950047433376,-0.001405878747755196,0.0011061511,,
276480,391,706,-19.704,98.04,135,1340,0.003857421875,-0.42539215087890625,-0.28503140727989373,1.7579109772292157e-07,0.2,0.0003,0.003325682133436203,8.856261847540736e-05,0.00044470112,,
278528,394,706,-19.031,91.31,136,1350,0.034423828125,-1.1677305698394775,-0.32945969589054586,5.146508983866482e-07,0.2,0.0003,-0.0018982883775606751,-0.0021430309119750746,0.0015724017,,
280000,,,,,,1360,0.0115234375,-3.5916547775268555,-0.3170288777910173,3.511646409659619e-07,0.2,0.0003,-0.0018526611384004354,-0.0005049415252869949,0.0014092776,-18.4,85.0
280576,397,706,-18.598,86.98,137,,,,,,,,,,,,
282624,400,706,-18.595,86.95,138,1370,0.010986328125,-2.6226797103881836,-0.31184919383376836,4.450592621996208e-07,0.2,0.0003,-0.0032734356354922056,-0.0006317834966466762,0.0013228736,,
284672,403,706,-18.358,84.58,139,1380,0.013427734375,-3.022474765777588,-0.3113174587953836,3.8000435549356836e-07,0.2,0.0003,-0.0030215925071388483,0.00010489337146282196,0.000629382,,
286720,405,706,-18.155999999999995,82.56,140,1390,0.083544921875,-2.055968999862671,-0.3512961698696017,6.578576762894528e-07,0.2,0.0003,-0.008122195489704609,-0.0038255075982306153,0.003565133,,
288768,408,706,-17.74,78.4,141,1400,0.082958984375,0.24131542444229126,-0.4247536457143724,1.234452466025715e-07,0.2,0.0003,-0.03801172226667404,-0.004853989215916954,0.015263011,,
290000,,,,,,1410,0.05400390625,0.19840925931930542,-0.4572294194251299,7.136937552321143e-06,0.2,0.0003,-0.00968360248953104,-0.003606421155564021,0.0036805444,-17.6,77.0
290816,411,706,-16.981,70.81,142,,,,,,,,,,,,
292864,414,706,-16.332,64.32,143,1420,0.12158203125,0.17617040872573853,-0.5017817815765738,3.598854023678655e-08,0.2,0.0003,-0.022939251735806465,-0.0059667309993528764,0.0066898055,,
294912,417,706,-15.974,60.74,144,1430,0.103369140625,0.11270338296890259,-0.5456316067837179,2.9863097283922005e-08,0.2,0.0003,-0.02652364782989025,-0.0026078064140165223,0.005541969,,
296960,420,706,-15.732000000000001,58.32,145,1440,0.136962890625,-2.4911515712738037,-0.5842020157724619,7.192057909222171e-08,0.2,0.0003,0.0009330683387815952,-0.003996434708824381,0.009880355,,
299008,422,707,-15.539000000000003,56.39,146,1450,0.013720703125,-2.5141942501068115,-0.6003116503357887,6.037439992390148e-08,0.2,0.0003,-0.015962539240717888,-0.0021712940564611928,0.0027002457,,
300000,,,,,,1460,0.093994140625,-2.754930257797241,-0.5898109916597605,5.717345281652797e-08,0.2,0.0003,-0.02616235800087452,-0.005822771051316522,0.007098679,-17.52,76.2
301056,425,706,-15.457,55.57,147,,,,,,,,,,,,
303104,428,706,-15.424,55.24,148,1470,0.068505859375,-4.480685710906982,-0.5569708939641714,3.021508311640275e-06,0.2,0.0003,-0.014399883337318897,-0.001636355571099557,0.008541053,,
305152,431,706,-15.448,55.48,149,1480,0.026416015625,-2.27734112739563,-0.5472574626095593,3.5771047768307086e-08,0.2,0.0003,-0.0014317777240648866,-0.0018248240317916497,0.004756475,,
307200,434,706,-15.478,55.78,150,1490,0.052978515625,-5.248969554901123,-0.5305847335606814,5.138659142644997e-08,0.2,0.0003,-0.011914337053894997,-0.000731186794291716,0.0056142993,,
309248,437,707,-15.528000000000002,56.28,151,1500,0.012890625,-5.670219421386719,-0.5102853643707931,8.911481228501827e-08,0.2,0.0003,-0.008736439980566502,-0.0003086006894591264,0.00059819,,
310000,,,,,,1510,0.027001953125,-0.4197351932525635,-0.5000095825642348,2.3637940354870323e-06,0.2,0.0003,-0.012820487841963768,0.0012620352965313942,0.0030911067,-18.36,84.6
311296,440,706,-15.584000000000003,56.84,152,,,,,,,,,,,,
313344,443,706,-15.571,56.71,153,1520,0.017626953125,-2.2111666202545166,-0.47936649760231376,1.157442349519755e-07,0.2,0.0003,0.009605157189071178,-0.0008011362777324393,0.0021552711,,
315392,446,706,-15.509,56.09,154,1530,0.032568359375,-1.9023282527923584,-0.46763748954981565,6.191338939309787e-08,0.2,0.0003,-0.0015314029296860099,2.941729035228491e-05,0.0055392105,,
317440,449,706,-15.521999999999998,56.22,155,1540,0.005419921875,-3.870713710784912,-0.46492462158203124,1.339197031935413e-07,0.2,0.0003,-0.012354808859527111,-0.0007344531200942584,0.0016800794,,
319488,451,706,-15.457,55.57,156,1550,0.019091796875,-3.0054831504821777,-0.4803072981536388,1.633245316812193e-06,0.2,0.0003,-0.007484059780836105,-0.0007337677525356412,0.0018851598,,
320000,,,,,,1560,0.053857421875,-2.1724050045013428,-0.4770961295813322,5.778321647831319e-08,0.2,0.0003,-0.011194816790521145,-0.0019113805668894202,0.004714491,-16.339999999999996,64.4
321536,454,706,-15.418,55.18,157,,,,,,,,,,,,
