time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/n_updates,train/clip_fraction,train/explained_variance,train/entropy_loss,train/value_loss,train/clip_range,train/learning_rate,train/loss,train/policy_gradient_loss,train/approx_kl,eval/mean_reward,eval/mean_ep_length
774144,1106,699,-15.395,54.95,378,3770,0.0138671875,0.6080794930458069,-0.3340766532346606,1.3798681302468196e-06,0.2,0.0003,-0.005276711191982031,-0.0020817887474549935,0.0017461098,,
776192,1109,699,-15.482000000000001,55.82,379,3780,0.031982421875,0.29389190673828125,-0.33712300201877954,1.3218468546405405e-07,0.2,0.0003,-0.010068461298942566,-0.0005863401194801555,0.0013810495,,
778240,1112,699,-15.543,56.43,380,3790,0.013232421875,0.26613444089889526,-0.34899051366373895,5.206075290864476e-08,0.2,0.0003,-0.005822929088026285,0.00065797181596281,0.00023725764,,
780000,,,,,,3800,0.03466796875,-0.11567544937133789,-0.34053611718118193,8.921364166525336e-07,0.2,0.0003,-0.002621027873829007,-0.000900952285155654,0.0006520569,-16.58,66.8
780288,1115,699,-15.573999999999998,56.74,381,,,,,,,,,,,,
782336,1118,699,-15.602000000000002,57.02,382,3810,0.034521484375,-2.1259279251098633,-0.33701603673398495,4.468820469671897e-07,0.2,0.0003,0.005984456744045019,0.00023618659906787798,0.0018880414,,
784384,1121,699,-15.565000000000003,56.65,383,3820,0.00859375,0.11868786811828613,-0.35793380308896305,1.4319195336121026e-07,0.2,0.0003,-0.0049571809358894825,-0.0008417127100983635,0.0014964798,,
786432,1124,699,-15.557000000000002,56.57,384,3830,0.0697265625,0.46713459491729736,-0.39729288620874287,1.0496711815299875e-06,0.2,0.0003,-0.025301696732640266,-0.002523643075255677,0.009843358,,
788480,1127,699,-15.514,56.14,385,3840,0.027490234375,-0.46305227279663086,-0.4103761542588472,5.498216659738375e-08,0.2,0.0003,-0.003874952206388116,0.0012152687733760104,0.0031263735,,
790000,,,,,,3850,0.014404296875,-5.545687675476074,-0.4021292898803949,2.0813357012983145e-06,0.2,0.0003,-0.0036504638846963644,-0.0012608976918272673,0.003164078,-15.940000000000001,60.4
790528,1130,699,-15.496000000000002,55.96,386,,,,,,,,,,,,
792576,1133,699,-15.483000000000002,55.83,387,3860,0.007421875,-8.472845077514648,-0.42112667290493844,7.018143977077785e-09,0.2,0.0003,-0.004088668152689934,-0.0012320642330450938,0.0012374385,,
794624,1135,699,-15.475,55.75,388,3870,0.02080078125,-2.2072508335113525,-0.413707431498915,5.04504625187252e-08,0.2,0.0003,-0.0008187718922272325,-0.00015452731458935886,0.0012948787,,
796672,1138,699,-15.549000000000001,56.49,389,3880,0.083056640625,-3.1303725242614746,-0.41377938389778135,2.926438630979078e-07,0.2,0.0003,0.004706599283963442,-0.0031591872684657574,0.008270005,,
798720,1141,699,-15.611999999999998,57.12,390,3890,0.01962890625,-2.3043129444122314,-0.4183089515194297,2.7657687531323914e-07,0.2,0.0003,-0.0018353794002905488,-0.0025556664855685084,0.0029083933,,
800000,,,,,,3900,0.01044921875,-0.3041539192199707,-0.4176540588028729,4.270173707254798e-06,0.2,0.0003,-0.00471939891576767,-0.00038509210280608387,0.001418201,-16.580000000000002,66.8
800768,1145,699,-15.666999999999998,57.67,391,,,,,,,,,,,,
802816,1148,699,-15.701,58.01,392,3910,0.017529296875,0.4889673590660095,-0.3960587391629815,1.9885991164869667e-08,0.2,0.0003,-0.009047560393810272,-0.004682135247276164,0.002250451,,
804864,1150,699,-15.732000000000001,58.32,393,3920,0.0169921875,0.5193782448768616,-0.3957591064274311,4.679615575042817e-08,0.2,0.0003,-0.011249294504523277,-0.002917895842983853,0.0026242398,,
806912,1153,699,-15.838,59.38,394,3930,0.0138671875,0.5912131071090698,-0.38512041317299006,1.2834857319177217e-07,0.2,0.0003,-0.003812765469774604,-0.004514225183811504,0.001832837,,
808960,1156,699,-15.943000000000001,60.43,395,3940,0.02109375,-0.6687130928039551,-0.36316933976486326,5.656852524182909e-08,0.2,0.0003,7.079810893628746e-05,-0.0014979493324062787,0.002845014,,
810000,,,,,,3950,0.0279296875,-4.957569599151611,-0.36444175280630586,7.484947182057055e-08,0.2,0.0003,-0.0009691861923784018,-0.0015060349076520651,0.0019785715,-17.14,72.4
811008,1159,699,-16.105,62.05,396,,,,,,,,,,,,
813056,1162,699,-16.283,63.83,397,3960,0.028125,-6.438307285308838,-0.354859952442348,3.4314468857488123e-06,0.2,0.0003,0.014551919884979725,-0.00032732398831285535,0.0016770621,,
815104,1165,699,-16.36,64.6,398,3970,0.035302734375,-3.7097301483154297,-0.3876396143808961,8.892589455911093e-08,0.2,0.0003,6.027374547556974e-05,0.0009765099035575986,0.0041714595,,
817152,1168,699,-16.351,64.51,399,3980,0.013330078125,-2.049560070037842,-0.34769726954400537,1.4418751792533158e-08,0.2,0.0003,0.006496185902506113,-0.002032269425399136,0.0018853891,,
819200,1171,699,-16.337000000000003,64.37,400,3990,0.010693359375,-0.5244643688201904,-0.3437379581853747,2.769041182215659e-06,0.2,0.0003,-0.00023962357954587787,-0.0015909340654616244,0.0013853186,,
820000,,,,,,4000,0.0259765625,0.028437137603759766,-0.3272311185486615,1.4311519302978581e-08,0.2,0.0003,-0.010155120864510536,-0.0018172390453401021,0.0044089626,-18.58,86.8
821248,1174,698,-16.444000000000003,65.44,401,,,,,,,,,,,,
823296,1177,698,-16.707,68.07,402,4010,0.017578125,-0.2853602170944214,-0.31213725921697916,1.324427278959206e-08,0.2,0.0003,-0.009451593272387981,-0.0007994504208909348,0.0015009968,,
825344,1180,698,-16.93,70.3,403,4020,0.01123046875,-1.744678258895874,-0.2902712960261852,1.7623161832069912e-07,0.2,0.0003,0.00046057687723077834,-0.0017132642911747097,0.0010269893,,
827392,1183,698,-17.164,72.64,404,4030,0.026416015625,-6.513566017150879,-0.288808567263186,1.10581645351715e-07,0.2,0.0003,-0.007201415486633778,-0.000529285627999343,0.0026512393,,
829440,1186,698,-17.166,72.66,405,4040,0.031005859375,-2.031829595565796,-0.27862735791131854,4.096016716204076e-06,0.2,0.0003,0.006663694512099028,-0.0007022464473266154,0.0021544185,,
830000,,,,,,4050,0.039111328125,-1.1346561908721924,-0.2622385308612138,1.037565287020925e-08,0.2,0.0003,0.00021502870367839932,-0.003076112931012176,0.0033600945,-18.559999999999995,86.6
831488,1189,698,-17.122,72.22,406,,,,,,,,,,,,
833536,1192,698,-17.191,72.91,407,4060,0.013671875,-2.601663827896118,-0.25317672747187314,7.353541642274308e-09,0.2,0.0003,-0.0030231212731450796,-0.0010900427994783967,0.0009004947,,
835584,1195,698,-17.299999999999997,74.0,408,4070,0.02197265625,-1.9081602096557617,-0.2414821193087846,1.3155558065136574e-08,0.2,0.0003,-0.002438326831907034,-0.001142394526686985,0.0015836774,,
837632,1198,698,-17.475999999999996,75.76,409,4080,0.026708984375,-6.662289142608643,-0.23845357056707145,1.1265328052623147e-07,0.2,0.0003,-0.0033050552010536194,-0.0005049540079198778,0.002262081,,
839680,1201,698,-17.621000000000002,77.21,410,4090,0.04375,-0.061308979988098145,-0.2528263047337532,3.7967386492088194e-06,0.2,0.0003,-0.0005570300272665918,-0.0017959318269276992,0.00449725,,
840000,,,,,,4100,0.0552734375,0.7401549816131592,-0.2662102732341737,1.4925452860303778e-07,0.2,0.0003,0.0014795336173847318,-0.0027428503875853495,0.004267644,-18.68,87.8
841728,1204,698,-17.579,76.79,411,,,,,,,,,,,,
843776,1207,698,-17.458,75.58,412,4110,0.01513671875,0.8542932271957397,-0.2791154347360134,3.6425198173262175e-07,0.2,0.0003,-0.005785730667412281,-0.0005935434746788815,0.0011233826,,
845824,1210,698,-17.272000000000002,73.72,413,4120,0.033349609375,0.7451757192611694,-0.29202613276429473,1.6168011991446462e-07,0.2,0.0003,-0.006962962914258242,-0.002298372201039456,0.001381198,,
847872,1213,698,-17.09,71.9,414,4130,0.064501953125,0.7494253516197205,-0.2869616888463497,2.7269436864152397e-07,0.2,0.0003,-0.009201574139297009,-0.0012075420847395435,0.0030974955,,
849920,1216,698,-16.802,69.02,415,4140,0.032275390625,0.5325455665588379,-0.30633739931508897,6.6511676777292195e-06,0.2,0.0003,-0.03251403942704201,-0.0010361787804868071,0.003275555,,
850000,,,,,,4150,0.01494140625,-1.5926437377929688,-0.2916822597850114,5.5148872224464186e-08,0.2,0.0003,0.003189207287505269,9.059773437911645e-05,0.0029550116,-17.48,75.8
851968,1219,698,-16.762000000000004,68.62,416,,,,,,,,,,,,
854016,1222,698,-16.497,65.97,417,4160,0.036474609375,-2.2816359996795654,-0.3172028012573719,1.66888764141504e-08,0.2,0.0003,-0.006018581334501505,-0.0010697639285353945,0.0046685706,,
856064,1225,698,-16.320000000000004,64.2,418,4170,0.052978515625,-6.86103630065918,-0.30257768421433867,5.414895243305295e-09,0.2,0.0003,-0.015439403243362904,-0.0026912606379482897,0.0053357403,,
858112,1227,698,-16.287999999999997,63.88,419,4180,0.01103515625,-4.416231632232666,-0.2840280209667981,7.598658058327601e-09,0.2,0.0003,-0.004934301599860191,-0.0022825228777946906,0.0012607785,,
860000,,,,,,4190,0.02763671875,-5.373887538909912,-0.2859058931004256,2.0971941605552048e-08,0.2,0.0003,-0.008133101277053356,-0.0004364487904240377,0.0038523965,-18.560000000000002,86.6
860160,1231,698,-16.358999999999998,64.59,420,,,,,,,,,,,,
862208,1234,698,-16.45,65.5,421,4200,0.007177734375,-3.814903736114502,-0.27901498251594603,3.008752606614706e-07,0.2,0.0003,-0.004120269790291786,4.207970196148381e-05,0.00054997124,,
864256,1236,698,-16.529,66.29,422,4210,0.02021484375,-4.632849216461182,-0.28175759096629915,4.262560744372479e-07,0.2,0.0003,-0.0010881229536607862,0.0005037816910771653,0.0006754874,,
866304,1239,698,-16.466,65.66,423,4220,0.01201171875,-1.069258689880371,-0.2644798470661044,6.483626085795891e-07,0.2,0.0003,-0.007172861602157354,3.0420722032431514e-05,0.0014181171,,
868352,1242,698,-16.392000000000003,64.92,424,4230,0.03935546875,-0.09429502487182617,-0.26782008437439797,1.9801545680042666e-06,0.2,0.0003,-0.00914009753614664,-0.0013205313705839216,0.0037310831,,
870000,,,,,,4240,0.03486328125,0.7827558517456055,-0.27462674300186335,2.9804038547798227e-06,0.2,0.0003,-0.0150253064930439,-0.0026823719061212616,0.0025172443,-17.02,71.2
870400,1245,698,-16.193,62.93,425,,,,,,,,,,,,
872448,1248,698,-16.070999999999998,61.71,426,4250,0.052294921875,-0.6083861589431763,-0.2851678450126201,2.5519220412384416e-07,0.2,0.0003,-0.008306819945573807,0.0007614697591634467,0.007168739,,
874496,1251,698,-15.895,59.95,427,4260,0.01728515625,-1.8946151733398438,-0.29196234052069486,1.4587083940753586e-08,0.2,0.0003,-0.0011419372167438269,0.00023417590418830513,0.0002072915,,
876544,1254,698,-15.91,60.1,428,4270,0.042333984375,-0.1609642505645752,-0.2909392394125462,7.3456838833863e-09,0.2,0.0003,0.0042707184329628944,-0.00010883176437346265,0.0021748063,,
878592,1257,698,-15.888999999999996,59.89,429,4280,0.025439453125,-1.823054313659668,-0.28211675812490283,2.5677609243324185e-07,0.2,0.0003,0.012658119201660156,0.0001694204271188937,0.004341808,,
880000,,,,,,4290,0.0150390625,-1.9077837467193604,-0.27117383647710086,2.1066110278411544e-08,0.2,0.0003,-0.012972922064363956,-0.0003029878469533287,0.002523787,-16.86,69.6
880640,1260,698,-15.909,60.09,430,,,,,,,,,,,,
882688,1262,698,-15.895999999999999,59.96,431,4300,0.011962890625,-6.405223846435547,-0.2625989199616015,5.033215719318918e-07,0.2,0.0003,-0.012913301587104797,-0.0010251564104692078,0.0007573925,,
884736,1265,698,-15.952000000000004,60.52,432,4310,0.01591796875,-0.21396231651306152,-0.2666208808775991,1.7197078877373428e-06,0.2,0.0003,-0.011134573258459568,-0.001609734835801646,0.0010214375,,
886784,1268,698,-16.069999999999997,61.7,433,4320,0.020751953125,0.3332948684692383,-0.2631166067905724,2.3710565404400087e-07,0.2,0.0003,-0.0034584866371005774,-0.0021312702301656827,0.0018257503,,
888832,1271,698,-16.212,63.12,434,4330,0.035498046875,-0.6194908618927002,-0.2605883370153606,4.7560356475351284e-07,0.2,0.0003,-0.006057052873075008,-0.0014995432400610297,0.0032626544,,
890000,,,,,,4340,0.02841796875,0.37545329332351685,-0.2581245524343103,2.4935267508574555e-06,0.2,0.0003,-0.002544030314311385,-0.00311342591594439,0.0023899926,-18.119999999999997,82.2
890880,1274,698,-16.340999999999998,64.41,435,,,,,,,,,,,,
892928,1277,698,-16.652,67.52,436,4350,0.019140625,0.3900151252746582,-0.2613114619627595,1.2131099547119106e-08,0.2,0.0003,-0.005761283449828625,-0.0020332274114480244,0.0010685803,,
894976,1280,699,-16.751,68.51,437,4360,0.022998046875,0.3535429835319519,-0.2713077066000551,5.0072830282132943e-08,0.2,0.0003,-0.002951325150206685,-7.32414293452166e-05,0.0016966433,,
897024,1283,699,-17.023999999999997,71.24,438,4370,0.048974609375,-1.576542615890503,-0.2669864502269775,2.159804859402925e-07,0.2,0.0003,0.00047947221901267767,-0.0023587259667692704,0.006041617,,
899072,1286,699,-17.154,72.54,439,4380,0.026171875,-4.234666347503662,-0.2711727543734014,2.5006992210307998e-08,0.2,0.0003,-0.003260057419538498,-0.0006808319099945948,0.0011212133,,
900000,,,,,,4390,0.03212890625,-2.1995816230773926,-0.2776152862701565,5.888507821349975e-07,0.2,0.0003,-0.0013782450696453452,-0.00027253466978436334,0.0038985335,-18.82,89.2
901120,1289,699,-17.155,72.55,440,,,,,,,,,,,,
903168,1291,699,-17.183000000000003,72.83,441,4400,0.01337890625,-4.528180122375488,-0.2601791838183999,4.468120113898522e-08,0.2,0.0003,0.004398635122925043,-0.0003057325928239152,0.001422999,,
905216,1294,699,-17.181000000000004,72.81,442,4410,0.0455078125,-0.6632214784622192,-0.2831321058329195,1.1254501945057172e-06,0.2,0.0003,-0.004875545855611563,-7.704081654082983e-05,0.0029198646,,
907264,1297,699,-17.178,72.78,443,4420,0.014013671875,-0.567779541015625,-0.2701755808200687,2.4108059903937827e-08,0.2,0.0003,-0.0069051035679876804,-0.0003852697875117883,0.0013970034,,
909312,1300,699,-17.198,72.98,444,4430,0.005029296875,-0.43794214725494385,-0.26651755603961647,1.6267841704831198e-07,0.2,0.0003,-0.0010409846436232328,0.0002722854929743335,0.0017982065,,
910000,,,,,,4440,0.0333984375,0.2531263828277588,-0.2996618670877069,2.1504601405819555e-06,0.2,0.0003,-0.006568958051502705,-0.0016098371241241693,0.003537996,-18.779999999999998,88.8
911360,1303,699,-17.026,71.26,445,,,,,,,,,,,,
913408,1305,699,-16.784000000000002,68.84,446,4450,0.044677734375,0.7332128882408142,-0.3162326357327402,2.084875405650166e-08,0.2,0.0003,-0.011725679971277714,-0.0017767589481081814,0.0060850005,,
915456,1308,699,-16.654,67.54,447,4460,0.035498046875,0.7898364663124084,-0.32591815758496523,3.1847924786276846e-08,0.2,0.0003,-0.006877395790070295,-0.0007673205662285909,0.004616981,,
917504,1311,699,-16.626,67.26,448,4470,0.046240234375,0.6581612229347229,-0.331545093562454,5.041500532154686e-07,0.2,0.0003,-0.008138304576277733,-0.0015428307437105105,0.006246908,,
919552,1313,699,-16.828,69.28,449,4480,0.010546875,0.1622510552406311,-0.32494156397879126,7.284680187957804e-07,0.2,0.0003,0.002244159346446395,-0.0022697896900353955,0.0014511485,,
920000,,,,,,4490,0.066015625,-2.502326011657715,-0.32056462578475475,1.911608057625358e-07,0.2,0.0003,0.0011962385615333915,-0.0034922660837764853,0.0061500035,-18.54,86.4
921600,1316,699,-16.957,70.57,450,,,,,,,,,,,,
923648,1319,700,-17.123,72.23,451,4500,0.008447265625,-1.3456215858459473,-0.3096990218851715,4.6192699030278563e-07,0.2,0.0003,-0.005532422102987766,-0.00022993547026999294,0.0010105087,,
925696,1322,700,-17.031999999999996,71.32,452,4510,0.014306640625,-0.5784032344818115,-0.3303810987621546,1.844738036549387e-06,0.2,0.0003,-0.0033690049313008785,-0.0005584514859947376,0.0013453526,,
927744,1324,700,-16.905,70.05,453,4520,0.0087890625,-0.0735325813293457,-0.31322742318734526,1.8633501319698097e-08,0.2,0.0003,-0.0018000670243054628,-0.0006603149944567121,0.0011655344,,
929792,1327,700,-16.887999999999998,69.88,454,4530,0.015966796875,0.3072112202644348,-0.30432563270442187,2.1439021580249572e-08,0.2,0.0003,0.0013936565956100821,-0.0005689490368240513,0.0019391783,,
930000,,,,,,4540,0.007568359375,-0.2979699373245239,-0.32082645925693215,1.5340662771201607e-07,0.2,0.0003,-0.009830604307353497,-0.0007397138106171042,0.0011344675,-18.339999999999996,84.4
931840,1330,700,-16.724,68.24,455,,,,,,,,,,,,
933888,1333,700,-16.599,66.99,456,4550,0.107177734375,0.523134708404541,-0.38083416782319546,8.763324958582786e-07,0.2,0.0003,-0.005231570452451706,-0.0026084759840159675,0.016950402,,
935936,1335,700,-16.358,64.58,457,4560,0.1048828125,0.3262060284614563,-0.3979331309907138,5.845099564361078e-08,0.2,0.0003,0.005035181064158678,-0.0019791695289313794,0.006965787,,
937984,1338,700,-16.303,64.03,458,4570,0.0083984375,-0.02839517593383789,-0.377917620446533,1.4571117298078916e-06,0.2,0.0003,-0.004301007837057114,-0.0007914106448879465,0.0004861792,,
940000,,,,,,4580,0.123681640625,-0.6403331756591797,-0.39596997778862714,7.58724345573114e-09,0.2,0.0003,-0.0113100316375494,-0.0005778634309535846,0.004614751,-18.78,88.8
940032,1341,700,-16.223,63.23,459,,,,,,,,,,,,
942080,1343,700,-16.187,62.87,460,4590,0.01181640625,-0.4601689577102661,-0.3836099631153047,1.5180734957986886e-07,0.2,0.0003,-0.003328571794554591,-0.0001169319759355858,0.00082899095,,
944128,1346,701,-16.174999999999997,62.75,461,4600,0.026318359375,-3.8700966835021973,-0.38352837357670067,8.545597633524693e-07,0.2,0.0003,0.001975330524146557,-0.0005779083032393828,0.004153225,,
946176,1349,701,-16.232000000000003,63.32,462,4610,0.016943359375,-0.25044703483581543,-0.35792864905670285,6.710708310819769e-07,0.2,0.0003,-0.008654698729515076,-0.0014109984767856076,0.003248783,,
948224,1352,701,-16.301,64.01,463,4620,0.02802734375,0.13930916786193848,-0.36167854377999903,1.6883995467509295e-06,0.2,0.0003,-0.005421355366706848,-0.003802141372580081,0.0036739162,,
950000,,,,,,4630,0.018017578125,0.7359071373939514,-0.35038500828668473,4.0770766425168857e-07,0.2,0.0003,0.008373777382075787,-0.003326336949248798,0.0013763213,-18.840000000000003,89.4
950272,1355,701,-16.479,65.79,464,,,,,,,,,,,,
952320,1357,701,-16.750000000000004,68.5,465,4640,0.037939453125,0.7361284494400024,-0.3335170648992062,8.951053955819078e-08,0.2,0.0003,-0.006254904437810183,-0.0036174628970911727,0.0033711756,,
954368,1360,701,-17.141000000000002,72.41,466,4650,0.030908203125,0.6120379567146301,-0.3239192958455533,8.698285149932872e-08,0.2,0.0003,0.006018094252794981,-0.0018482859217328952,0.0028302157,,
956416,1363,701,-17.354999999999997,74.55,467,4660,0.02919921875,0.48517465591430664,-0.27723051719367503,7.717512868765653e-08,0.2,0.0003,-0.0030145980417728424,-0.003899485476722475,0.0027399976,,
958464,1366,701,-17.668999999999997,77.69,468,4670,0.02099609375,-0.2637796401977539,-0.3124125837814063,1.5776816423507257e-06,0.2,0.0003,-0.003918242175132036,-0.0011911650217371061,0.001602221,,
960000,,,,,,4680,0.01533203125,0.11391210556030273,-0.28667450570501385,1.645107099434995e-08,0.2,0.0003,0.0005178714054636657,-0.0017962887097382918,0.0019566708,-20.56,106.6
960512,1369,701,-17.979,80.79,469,,,,,,,,,,,,
962560,1371,701,-18.016000000000002,81.16,470,4690,0.022802734375,0.07840663194656372,-0.2655978558119386,1.2335276040609243e-07,0.2,0.0003,-0.010612699203193188,-0.0034238348656799645,0.0016285158,,
964608,1374,701,-18.215999999999998,83.16,471,4700,0.0296875,-1.2870631217956543,-0.27320241620764135,3.0898158194236913e-06,0.2,0.0003,0.0003858031705021858,-0.0034007257359917275,0.0017405348,,
966656,1377,701,-18.375999999999998,84.76,472,4710,0.012255859375,-2.952646493911743,-0.25713889645412563,1.8084215414049253e-08,0.2,0.0003,0.005088913254439831,1.3552699238061905e-05,0.0013494885,,
968704,1379,702,-18.507999999999996,86.08,473,4720,0.017626953125,-1.847034215927124,-0.23933788607828319,1.4020858429830695e-08,0.2,0.0003,0.0003539743192959577,-0.0004175889043835923,0.0016921372,,
970000,,,,,,4730,0.053564453125,-2.1681947708129883,-0.26691417121328415,1.3948297020061062e-06,0.2,0.0003,-0.014122338965535164,-0.001948944153264165,0.0049114972,-22.0,121.0
970752,1382,701,-18.7,88.0,474,,,,,,,,,,,,
972800,1385,702,-18.802,89.02,475,4740,0.01533203125,-2.385704278945923,-0.276251036580652,1.6746346753748753e-06,0.2,0.0003,-0.007372485939413309,0.00039063064323272554,0.0013724915,,
974848,1388,702,-18.953999999999997,90.54,476,4750,0.01376953125,-1.4761285781860352,-0.2725641463883221,1.6021686942924163e-06,0.2,0.0003,0.003348039695993066,8.118154946714639e-05,0.0008653774,,
976896,1391,702,-18.8,89.0,477,4760,0.023583984375,-0.11700570583343506,-0.2659950216766447,1.2654150614466175e-06,0.2,0.0003,-2.061215491266921e-05,-0.0012174896080978214,0.0015902519,,
978944,1393,702,-18.658000000000005,87.58,478,4770,0.026123046875,0.7207606434822083,-0.2880137830041349,4.669549216629321e-07,0.2,0.0003,0.015558293089270592,-0.0011058718373533338,0.0024975082,,
980000,,,,,,4780,0.017529296875,0.8190125823020935,-0.29803241370245814,3.3114771178510696e-07,0.2,0.0003,-0.011503783985972404,-0.0011090190004324541,0.0018454478,-21.300000000000004,114.0
980992,1397,702,-18.46,85.6,479,,,,,,,,,,,,
983040,1399,702,-18.051000000000002,81.51,480,4790,0.046533203125,0.8566490411758423,-0.3204932468943298,3.948171309886561e-07,0.2,0.0003,-0.0010655276710167527,-0.0014576791785657407,0.0055716345,,
985088,1402,702,-17.715,78.15,481,4800,0.114208984375,0.7513139247894287,-0.3383897511754185,8.012236367704872e-08,0.2,0.0003,0.012496644631028175,-0.004471275277319364,0.01729968,,
987136,1405,702,-17.119,72.19,482,4810,0.036083984375,0.6502156257629395,-0.3694246394559741,3.1269214661566734e-06,0.2,0.0003,-0.014588745310902596,0.0007760883469018154,0.0023353845,,
989184,1407,702,-16.671999999999997,67.72,483,4820,0.034375,0.4422730803489685,-0.3918744551949203,1.1132374533318056e-08,0.2,0.0003,-0.011960073374211788,0.0008146492647938431,0.005444515,,
990000,,,,,,4830,0.1474609375,-0.08806180953979492,-0.42791711827740075,2.8130386731106683e-08,0.2,0.0003,-0.028898561373353004,-0.001989075419260189,0.0131958695,-18.68,87.8
991232,1410,702,-16.25,63.5,484,,,,,,,,,,,,
993280,1413,702,-16.120999999999995,62.21,485,4840,0.028466796875,-0.8656843900680542,-0.4389210058376193,3.114038649165707e-08,0.2,0.0003,-0.0036343217361718416,-0.0018012706364970653,0.0016294734,,
995328,1416,702,-15.934999999999997,60.35,486,4850,0.01962890625,-3.3082938194274902,-0.42907266756519674,1.537382134042531e-07,0.2,0.0003,-0.013138512149453163,-0.004689560615224764,0.0019085807,,
997376,1419,702,-15.901999999999997,60.02,487,4860,0.03955078125,0.036716997623443604,-0.4216861682012677,5.035325565927451e-06,0.2,0.0003,-0.0031681344844400883,-0.003394941016449593,0.0038067808,,
999424,1421,702,-15.868000000000002,59.68,488,4870,0.04326171875,0.7394005060195923,-0.4308721492998302,6.579061366807082e-08,0.2,0.0003,-0.021492326632142067,-0.0037717841274570673,0.0042575607,,
1000000,,,,,,4880,0.029150390625,0.7307565212249756,-0.4413650693371892,5.90605138128808e-08,0.2,0.0003,-0.007207222282886505,-0.0017438456561649218,0.0065957285,-17.1,72.0
1001472,1424,702,-15.698,57.98,489,,,,,,,,,,,,
