time/time_elapsed,time/fps,rollout/ep_len_mean,time/total_timesteps,time/iterations,rollout/ep_rew_mean,train/learning_rate,train/value_loss,train/clip_range,train/explained_variance,train/loss,train/approx_kl,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
456,682,430.89,311296,152,53.284,,,,,,,,,,,,
459,682,427.42,313344,153,52.739000000000004,0.0003,10.335188602283598,0.2,0.30482912063598633,5.705148696899414,0.0016429167,0.018896484375,1520,0.00011112503998447209,-0.0506734135793522,,
461,682,436.81,315392,154,54.470000000000006,0.0003,8.23432191349566,0.2,0.26196181774139404,8.78288745880127,0.0054933787,0.019287109375,1530,0.001442913801292889,-0.04451540530862985,,
464,683,443.88,317440,155,55.96900000000001,0.0003,9.480866464972497,0.2,0.25704050064086914,2.5912742614746094,0.0019508655,0.02216796875,1540,-0.0023469971085432915,-0.06192818280542269,,
467,683,462.6,319488,156,59.227000000000004,0.0003,6.520890345424414,0.2,0.336617112159729,4.476126194000244,0.014298078,0.03388671875,1550,-0.0016028251659008675,-0.06454732372076251,,
,,,320000,,,0.0003,10.531135819852352,0.2,0.19474250078201294,6.297339916229248,0.0044137486,0.028955078125,1560,-0.002227080368902534,-0.056516454485245046,171.8,9.059999999999999
470,683,463.81,321536,157,59.446999999999996,,,,,,,,,,,,
473,683,462.38,323584,158,59.30399999999999,0.0003,11.532759429886937,0.2,0.2602628469467163,4.273615837097168,0.0028455763,0.0306640625,1570,-0.002073186676716432,-0.060417207394493744,,
476,683,472.2,325632,159,61.077999999999996,0.0003,10.231448370590806,0.2,0.07981979846954346,8.21264934539795,0.008994992,0.03828125,1580,-0.0014769161396543495,-0.06447532942984253,,
479,683,484.4,327680,160,63.387,0.0003,8.647866094112397,0.2,0.415324330329895,4.157586574554443,0.00079209683,0.01494140625,1590,-0.0016205791587708517,-0.04973422189650591,,
481,684,493.64,329728,161,65.103,0.0003,8.488886214792728,0.2,0.4046837091445923,4.80423641204834,0.0018940115,0.02548828125,1600,0.0013176181848393754,-0.04995994837372564,,
,,,330000,,,0.0003,4.991543933749199,0.2,0.6781082153320312,4.183230400085449,0.005090061,0.034912109375,1610,0.0024473268160363658,-0.05104713628825266,1386.4,229.51999999999998
488,679,492.73,331776,162,64.81400000000001,,,,,,,,,,,,
491,679,492.65,333824,163,64.70700000000002,0.0003,7.812574585527182,0.2,0.4688929319381714,2.4189186096191406,0.00044673024,0.013427734375,1620,0.001122295371897053,-0.050904330500634386,,
494,679,510.91,335872,164,68.018,0.0003,3.888524155598134,0.2,0.7634894251823425,1.3931587934494019,0.00068428495,0.01904296875,1630,-0.001486715389182791,-0.04753470230207313,,
496,680,515.34,337920,165,68.956,0.0003,6.321933587267995,0.2,0.46773433685302734,1.123447299003601,0.00083130633,0.014111328125,1640,-1.9919135957024993e-05,-0.05759142831957433,,
499,680,516.85,339968,166,69.305,0.0003,7.008988357707858,0.2,0.3765990734100342,4.775779724121094,0.0017372535,0.02451171875,1650,0.0021619244245812295,-0.05346823160070926,,
,,,340000,,,0.0003,6.600955753214658,0.2,0.42934244871139526,3.153461217880249,0.00090138725,0.01376953125,1660,-0.00025305608287453654,-0.049232919571659296,852.6,136.54
504,677,499.39,342016,167,66.27199999999999,,,,,,,,,,,,
507,677,509.05,344064,168,68.12900000000002,0.0003,10.861884283274412,0.2,0.41803592443466187,7.869383335113525,0.0054860385,0.016943359375,1670,-0.0005186040245462209,-0.05389124410867226,,
510,678,503.67,346112,169,66.997,0.0003,7.15236632451415,0.2,0.04068046808242798,1.512616515159607,0.0012163087,0.015625,1680,0.0004199944727588445,-0.045330648665549235,,
512,678,482.94,348160,170,63.34000000000001,0.0003,11.809752526879311,0.2,0.18679147958755493,3.2210607528686523,0.0005186905,0.021826171875,1690,0.0013727650308283045,-0.0540707842388656,,
,,,350000,,,0.0003,12.325649741292,0.2,0.3158332109451294,9.758461952209473,0.008306725,0.02421875,1700,0.00047650227643316614,-0.05521622755331919,433.8,53.08
516,677,475.24,350208,171,62.075,,,,,,,,,,,,
519,677,493.52,352256,172,65.38799999999999,0.0003,2.7294013227336107,0.2,0.17734938859939575,0.17694595456123352,0.007250976,0.025732421875,1710,0.002562124948599376,-0.04804770637420006,,
522,677,500.62,354304,173,66.692,0.0003,10.834969745576382,0.2,0.10930925607681274,4.171350479125977,0.004344716,0.022216796875,1720,-0.0015756905355374328,-0.056196077649656215,,
525,678,503.64,356352,174,67.588,0.0003,2.9566399471834304,0.2,0.42778825759887695,0.16428755223751068,0.0015668999,0.020361328125,1730,0.0018191240014857613,-0.03892500855799881,,
528,678,509.63,358400,175,68.583,0.0003,6.074473249353469,0.2,0.5179958939552307,1.6534119844436646,0.05311925,0.0544921875,1740,-0.006754048401489854,-0.07017010076378938,,
,,,360000,,,0.0003,12.294248699769378,0.2,0.16899830102920532,6.918458461761475,0.0017649358,0.018408203125,1750,-0.0031659729691455142,-0.05380757411767263,2159.4,370.17999999999995
536,672,506.98,360448,176,68.02100000000002,,,,,,,,,,,,
539,672,510.99,362496,177,68.818,0.0003,8.018503441289067,0.2,0.3622363805770874,9.880973815917969,0.00086617266,0.008203125,1760,0.0006663628184469417,-0.052404816678608766,,
541,672,519.2,364544,178,70.233,0.0003,7.230871881172061,0.2,0.3626827597618103,5.915191173553467,0.0022170753,0.020361328125,1770,-0.0020934317813953384,-0.04060180746018886,,
544,673,503.87,366592,179,67.512,0.0003,7.07462053373456,0.2,0.5058845281600952,3.9297738075256348,0.0028574243,0.01767578125,1780,-0.00016610251914244144,-0.04885480123630259,,
547,673,495.42,368640,180,65.77600000000001,0.0003,13.205021694302559,0.2,-0.014940857887268066,11.300684928894043,0.012952607,0.041845703125,1790,-0.005750210632686503,-0.06452497734571808,,
,,,370000,,,0.0003,7.833146769553423,0.2,0.3168652653694153,1.231029748916626,0.0027012983,0.03193359375,1800,-0.0013750944228377194,-0.05651755475264508,1135.4,184.62
553,670,502.77,370688,181,67.204,,,,,,,,,,,,
555,670,506.32,372736,182,67.955,0.0003,9.646764382347465,0.2,0.21896761655807495,8.761730194091797,0.0030203897,0.027587890625,1810,0.0002850622986443341,-0.051589725978556086,,
558,670,507.78,374784,183,68.101,0.0003,7.788364415243268,0.2,0.3747790455818176,1.4887919425964355,0.0006677508,0.014013671875,1820,0.00010891345009440556,-0.04237533285631798,,
561,671,493.75,376832,184,65.708,0.0003,8.107035228051245,0.2,0.3959834575653076,1.340768814086914,0.03311052,0.01884765625,1830,0.00034415986156091096,-0.043068125555873846,,
564,671,503.66,378880,185,67.59,0.0003,14.101252456754446,0.2,0.05573880672454834,3.9089267253875732,0.0022133822,0.02626953125,1840,-0.0011864304906339385,-0.05862627900787629,,
,,,380000,,,0.0003,6.373606375232339,0.2,0.06958925724029541,5.386524677276611,0.0029760578,0.02275390625,1850,0.0016898430971195922,-0.05572786462143995,227.4,14.62
567,670,499.79,380928,186,67.104,,,,,,,,,,,,
570,671,505.31,382976,187,68.151,0.0003,7.631028827652335,0.2,0.4469892978668213,1.2357255220413208,0.003376346,0.028662109375,1860,-0.0031837799702771007,-0.059463912362116386,,
573,671,469.07,385024,188,61.65599999999999,0.0003,9.132334450259805,0.2,0.5018255114555359,0.9936208724975586,0.0024158312,0.020947265625,1870,0.00019876466394634916,-0.05295947643317049,,
576,671,456.55,387072,189,59.51300000000001,0.0003,10.580293705314398,0.2,0.4049239158630371,2.2435991764068604,0.0023767569,0.027734375,1880,-0.004469361700466834,-0.06005717333755456,,
579,672,470.65,389120,190,61.81399999999999,0.0003,10.167672972381116,0.2,0.1602899432182312,3.8540375232696533,0.000932696,0.00732421875,1890,0.0003964480914874002,-0.04614743534184527,,
,,,390000,,,0.0003,8.339941330254078,0.2,0.3371121287345886,6.676601409912109,0.0017400142,0.014599609375,1900,0.0007681543036596849,-0.053433176729595286,5131.2,908.9200000000001
594,657,477.89,391168,191,63.132,,,,,,,,,,,,
597,657,494.86,393216,192,66.215,0.0003,4.0449016955681145,0.2,0.5743865370750427,1.123708963394165,0.0031645638,0.022607421875,1910,-0.0003897948598023504,-0.048062240466242655,,
600,658,500.13,395264,193,67.237,0.0003,6.936104953847826,0.2,0.4055516719818115,1.9576327800750732,0.003338328,0.03115234375,1920,-0.0008322412380948663,-0.054843942812294696,,
603,658,512.09,397312,194,69.32399999999998,0.0003,5.961073772329837,0.2,0.5246489644050598,8.367958068847656,0.00081798364,0.0181640625,1930,0.0018324033168028108,-0.04501938874309417,,
606,658,516.11,399360,195,70.122,0.0003,6.54035183750093,0.2,0.3983805775642395,2.5713002681732178,0.001622726,0.019482421875,1940,-0.0024931271618697792,-0.03676517340063583,,
,,,400000,,,0.0003,13.891136626154184,0.2,0.30152952671051025,8.325788497924805,0.0015414008,0.0125,1950,0.0006684987747576088,-0.04662353429739596,171.6,7.0600000000000005
609,658,491.95,401408,196,65.72599999999998,,,,,,,,,,,,
612,659,482.29,403456,197,63.968,0.0003,11.95087090358138,0.2,0.27690452337265015,2.03946590423584,0.005824188,0.03984375,1960,-0.00320493000181159,-0.05789101370901335,,
614,659,478.72,405504,198,63.31400000000001,0.0003,5.7293968088924885,0.2,0.35169118642807007,1.844038486480713,0.0013439709,0.02177734375,1970,0.0029581334383692592,-0.04387956639693584,,
617,659,484.68,407552,199,64.40500000000002,0.0003,12.163031018525363,0.2,0.3700406551361084,6.155782222747803,0.017284306,0.050244140625,1980,-0.005829061733675189,-0.06476751740847249,,
620,660,490.71,409600,200,65.701,0.0003,6.215416528098285,0.2,0.3032347559928894,4.850010395050049,0.0019089485,0.0216796875,1990,0.0010612752434099094,-0.04806793067982653,,
,,,410000,,,0.0003,4.560865100286901,0.2,0.6378704309463501,1.7052334547042847,0.0069732005,0.0189453125,2000,0.001495067031646613,-0.04628060304530664,434.4,53.14
624,659,502.58,411648,201,67.779,,,,,,,,,,,,
626,659,512.45,413696,202,69.657,0.0003,2.7965563234407456,0.2,0.718895435333252,0.3104743957519531,0.00137916,0.0212890625,2010,0.0010354703874327243,-0.04928905920824036,,
629,660,508.73,415744,203,68.88900000000001,0.0003,7.0686051359400155,0.2,0.3762373924255371,0.756986677646637,0.001042955,0.016015625,2020,6.152899877633899e-05,-0.04380321173521225,,
632,660,513.39,417792,204,69.75099999999999,0.0003,11.061110444366932,0.2,0.13300669193267822,5.705622673034668,0.0013414877,0.007080078125,2030,0.0008978754354757257,-0.04240911285887705,,
635,660,487.99,419840,205,65.32999999999998,0.0003,6.795368036627769,0.2,0.3974478840827942,2.4700121879577637,0.0018281778,0.013134765625,2040,0.0004264304836397059,-0.038493436588760234,,
,,,420000,,,0.0003,13.305932161957026,0.2,-0.11034667491912842,5.484759330749512,0.0067178207,0.036181640625,2050,-0.004586211816058494,-0.0580363567751192,1249.4,207.9
641,657,474.62,421888,206,63.398999999999994,,,,,,,,,,,,
644,658,480.97,423936,207,64.42999999999999,0.0003,8.265422090515495,0.2,0.2584272027015686,5.981845378875732,0.0014246089,0.01826171875,2060,0.0009467149502597749,-0.048090661542664746,,
646,658,486.02,425984,208,65.33099999999999,0.0003,6.184119690582156,0.2,0.41904252767562866,6.686402797698975,0.0023680944,0.010302734375,2070,-0.0008078130180365406,-0.04166218159516575,,
649,658,476.07,428032,209,63.346,0.0003,10.107548955082894,0.2,0.41135650873184204,12.149160385131836,0.00074725243,0.013232421875,2080,-0.0007329952146392316,-0.04197274112084415,,
,,,430000,,,0.0003,6.166796540655196,0.2,0.24976670742034912,1.758737325668335,0.0007727365,0.01650390625,2090,-0.00041119170928141104,-0.04246842030988773,7599.6,1361.6799999999998
672,639,482.12,430080,210,64.446,,,,,,,,,,,,
675,639,505.17,432128,211,68.632,0.0003,3.1905145926401017,0.2,0.4669008255004883,0.38536685705184937,0.0022999342,0.025634765625,2100,0.004932858627580572,-0.04092815728672576,,
678,639,492.84,434176,212,66.508,0.0003,10.90031511709094,0.2,0.2604858875274658,3.1639864444732666,0.005020052,0.047998046875,2110,-0.004588943379349075,-0.06442143362364731,,
681,640,522.48,436224,213,71.848,0.0003,3.577843390405178,0.2,0.5822335481643677,1.0739065408706665,0.007445235,0.022900390625,2120,0.00018889279454015195,-0.051344006990257186,,
683,640,522.48,438272,214,71.848,0.0003,4.706322392635047,0.2,0.5090792179107666,3.492849349975586,0.0031507795,0.028125,2130,0.0014054589250008576,-0.04629677471675677,,
,,,440000,,,0.0003,0.33876038528978825,0.2,0.9188942313194275,0.09773790836334229,0.002763506,0.023095703125,2140,0.0007599752425448969,-0.0481994015222881,658.8,95.38
688,639,550.29,440320,215,76.807,,,,,,,,,,,,
691,639,566.03,442368,216,79.66799999999999,0.0003,7.643348333984614,0.2,0.3686543107032776,4.980077743530273,0.004228543,0.029736328125,2150,-0.002984892843232956,-0.05413935692340601,,
694,640,572.43,444416,217,80.605,0.0003,5.508383873850107,0.2,0.3766181468963623,1.573050618171692,0.00039974198,0.014453125,2160,-0.0002114020346198231,-0.04323417319683358,,
696,640,576.36,446464,218,81.493,0.0003,7.480750076472759,0.2,0.44131582975387573,6.117439270019531,0.00073632086,0.01181640625,2170,-0.0006823528761742637,-0.04324986750725657,,
699,640,564.3,448512,219,79.39600000000002,0.0003,5.810145297646523,0.2,0.5579955577850342,0.9010809659957886,0.0006989866,0.0125,2180,-0.0015609632639097982,-0.03682210914266761,,
,,,450000,,,0.0003,3.9499437669757755,0.2,0.5986426472663879,1.4776190519332886,0.0007171135,0.0208984375,2190,-0.00040405099862255155,-0.03857297319045756,825.8,125.94000000000001
704,639,560.41,450560,220,78.512,,,,,,,,,,,,
707,639,547.46,452608,221,76.227,0.0003,12.391154215484857,0.2,0.06390899419784546,4.278414249420166,0.0039044162,0.029296875,2200,-0.0049774397601140665,-0.051522666445816864,,
710,639,557.42,454656,222,78.11399999999999,0.0003,10.459505355730652,0.2,0.004963219165802002,1.0903934240341187,0.00020044508,0.015673828125,2210,0.0002351734961848706,-0.0453043551693554,,
713,640,572.38,456704,223,80.69900000000001,0.0003,4.79771441007033,0.2,0.5136296153068542,3.6044342517852783,0.005009327,0.01923828125,2220,0.0032767426964710467,-0.05278000049802358,,
716,640,589.44,458752,224,83.89,0.0003,6.482918078824878,0.2,0.463076651096344,1.206154227256775,0.0026314126,0.019921875,2230,0.0006785743898944929,-0.05160125223046634,,
,,,460000,,,0.0003,2.0962206775788217,0.2,0.7178795337677002,0.24147053062915802,0.003981786,0.025634765625,2240,0.0009562279636156745,-0.04902367925387807,1154.8,188.54000000000002
721,638,592.7,460800,225,84.21600000000002,,,,,,,,,,,,
724,638,599.8,462848,226,85.52,0.0003,10.390829069539905,0.2,-0.06583499908447266,1.77873694896698,0.00061868195,0.020556640625,2250,-0.0004903002045466565,-0.038879490608815105,,
727,639,592.58,464896,227,84.20400000000001,0.0003,10.102098905667663,0.2,0.1709301471710205,4.833052635192871,0.0008544032,0.010498046875,2260,-0.000786380990757607,-0.043418893600755834,,
729,639,611.48,466944,228,87.38100000000003,0.0003,6.3450623992830515,0.2,0.38316190242767334,1.820253610610962,0.0012262405,0.01484375,2270,-0.0002216391803813167,-0.04316214657301316,,
732,640,622.49,468992,229,89.373,0.0003,8.771737294830382,0.2,0.31577324867248535,2.9945504665374756,0.00060782477,0.011279296875,2280,0.0012714801501715555,-0.04250568380230106,,
,,,470000,,,0.0003,6.747529479861259,0.2,0.49133700132369995,0.8673276901245117,0.002069362,0.02294921875,2290,0.00355913586972747,-0.048738482016779015,9546.8,1714.8
760,619,623.84,471040,230,89.706,,,,,,,,,,,,
763,619,611.87,473088,231,87.42000000000002,0.0003,4.7105516327545045,0.2,0.5738276243209839,4.778770446777344,0.0052607427,0.014453125,2300,-0.0001882233307696879,-0.044829029859101865,,
766,620,608.35,475136,232,86.87000000000002,0.0003,8.84527599811554,0.2,0.34971117973327637,2.3102071285247803,0.00038805226,0.014599609375,2310,0.0009882209938950836,-0.03966362512037449,,
768,620,605.98,477184,233,86.43499999999999,0.0003,5.860257962718606,0.2,0.26353520154953003,1.2013462781906128,0.0027632697,0.02431640625,2320,-0.0004927487912937068,-0.04593704436629196,,
771,621,604.16,479232,234,85.95600000000002,0.0003,9.297845778614283,0.2,-0.1088024377822876,3.0360805988311768,0.0012096156,0.017626953125,2330,-0.00072386702086078,-0.03933222575724358,,
