time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,train/explained_variance,train/loss,train/approx_kl,train/value_loss,train/learning_rate,train/clip_range,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
590,741,195.30180000000004,1517568,620.6,2572,0.2502535581588745,10.703288078308105,0.005207472,20.822433015704156,0.0003,0.2,0.03876953125,7400,-0.0018222976723336615,-0.09601453462382778,,
590,742,184.5686000000001,1519616,589.13,2575,0.32148587703704834,15.50436019897461,0.0038802454,29.05784590244293,0.0003,0.2,0.0291015625,7410,-0.0016254422545898706,-0.0882325637852773,,
,,,1520000,,,0.32636338472366333,13.070127487182617,0.0047781356,32.45599679946899,0.0003,0.2,0.022998046875,7420,-0.0029517907212721186,-0.08908355069579557,833.0,158.058
589,743,182.00540000000004,1521664,587.42,2580,,,,,,,,,,,,
589,744,182.6436,1523712,585.85,2583,0.32225650548934937,13.83439826965332,0.0030468623,25.924594205617904,0.0003,0.2,0.02822265625,7430,-0.001256419079436455,-0.07864290170255117,,
589,745,185.15200000000002,1525760,580.24,2586,0.2243233323097229,10.402669906616211,0.0022097537,26.868930712342262,0.0003,0.2,0.01953125,7440,-0.0011228824965655803,-0.07217624941840768,,
589,746,183.7366,1527808,573.64,2589,0.3038877844810486,6.878714084625244,0.008870648,22.076368686556815,0.0003,0.2,0.03935546875,7450,-0.0035202320665121078,-0.0973864036728628,,
589,747,179.35450000000003,1529856,557.15,2593,0.35986393690109253,12.379894256591797,0.009436443,23.403421717882157,0.0003,0.2,0.03466796875,7460,-0.0013722592819249257,-0.0795506485272199,,
,,,1530000,,,0.3429473042488098,13.558822631835938,0.0032010966,29.176717746257783,0.0003,0.2,0.022998046875,7470,-0.002119934449729044,-0.0817242089076899,778.6,238.51399999999998
589,748,179.20559999999998,1531904,550.91,2598,,,,,,,,,,,,
589,749,181.53209999999999,1533952,558.18,2601,0.4581976532936096,17.965036392211914,0.004946084,22.180019736289978,0.0003,0.2,0.033251953125,7480,-0.0032186885640840047,-0.07326124329119921,,
589,750,177.2653,1536000,557.07,2604,0.32194435596466064,6.598116874694824,0.0068957284,20.735521227121353,0.0003,0.2,0.040380859375,7490,-0.003669858947978355,-0.07947926285560243,,
589,751,175.75619999999995,1538048,550.54,2607,0.2738448977470398,18.106962203979492,0.0070691817,23.823135310411452,0.0003,0.2,0.0357421875,7500,-0.0045240861902129835,-0.06775765859638341,,
,,,1540000,,,0.34193116426467896,15.283940315246582,0.0051224176,26.180275735259055,0.0003,0.2,0.02744140625,7510,-0.0026321955534513108,-0.06441547007416375,956.8,238.916
589,752,182.7285,1540096,565.04,2613,,,,,,,,,,,,
589,753,185.80899999999997,1542144,576.97,2616,0.3469187021255493,10.626315116882324,0.0056368476,24.807629385590552,0.0003,0.2,0.025634765625,7520,-0.0028466422663768753,-0.07041669266181998,,
589,754,183.5578,1544192,569.09,2619,0.32137221097946167,10.042269706726074,0.004373334,28.268952974677084,0.0003,0.2,0.02236328125,7530,-0.0022353475622367116,-0.07390931952977553,,
589,755,182.60130000000004,1546240,567.55,2622,0.21747058629989624,20.61418342590332,0.0050509213,35.11985871195793,0.0003,0.2,0.033203125,7540,-0.0031753638701047747,-0.06664178634237032,,
589,756,187.79500000000004,1548288,595.58,2625,0.36169397830963135,7.957067012786865,0.0029064612,15.463592663407326,0.0003,0.2,0.015185546875,7550,-0.001389242449658923,-0.06533762413891964,,
,,,1550000,,,0.37424302101135254,12.202412605285645,0.0025076848,22.431110513210296,0.0003,0.2,0.020068359375,7560,-0.00010556288034422324,-0.06095013144076802,474.4,158.362
589,757,190.96560000000002,1550336,613.22,2629,,,,,,,,,,,,
589,758,194.87690000000003,1552384,622.14,2632,0.3365440368652344,14.829977035522461,0.004364824,29.602405190467834,0.0003,0.2,0.025390625,7570,-0.0030548136099241676,-0.07146038338541985,,
589,759,195.51360000000005,1554432,623.83,2635,0.46613186597824097,14.112168312072754,0.0066027143,22.516160529851913,0.0003,0.2,0.033203125,7580,-0.0035644621617393567,-0.08138544954708778,,
589,760,197.0838,1556480,637.96,2638,0.3696048855781555,8.419169425964355,0.0043109604,20.30570921599865,0.0003,0.2,0.02978515625,7590,0.0008789862695266493,-0.08999749280628748,,
589,761,194.62910000000002,1558528,642.92,2641,0.34993696212768555,4.881796836853027,0.0047745975,12.354645657539368,0.0003,0.2,0.027783203125,7600,-0.0005804176238598302,-0.07706947160186246,,
,,,1560000,,,0.26234573125839233,24.257083892822266,0.0041711275,29.913111409544946,0.0003,0.2,0.031298828125,7610,-0.003000711087952368,-0.09475155161926523,2215.4,136.688
588,762,201.6009,1560576,659.2,2651,,,,,,,,,,,,
588,763,202.4623,1562624,662.94,2654,0.36990243196487427,18.760894775390625,0.0037888626,38.91169975399971,0.0003,0.2,0.037744140625,7620,-0.0038388617860618977,-0.08812363500474021,,
588,764,203.00699999999995,1564672,666.23,2657,0.24237656593322754,6.366847038269043,0.0034274594,25.666932466626168,0.0003,0.2,0.0298828125,7630,-0.0027503479868755676,-0.08545430009253323,,
588,765,206.3696,1566720,681.28,2660,0.22572565078735352,9.009011268615723,0.02105121,21.554148325324057,0.0003,0.2,0.0375,7640,-0.002277343210880645,-0.09068715535104274,,
589,766,204.75349999999997,1568768,681.85,2663,0.31440550088882446,13.405591011047363,0.005381557,27.439955133199692,0.0003,0.2,0.030322265625,7650,-0.0014528611951391212,-0.09500964805483818,,
,,,1570000,,,0.2843061685562134,9.0519437789917,0.0048003346,30.42863427400589,0.0003,0.2,0.033447265625,7660,-0.0031336087675299497,-0.08560498672304676,1732.6,97.99600000000001
588,767,204.04029999999995,1570816,697.12,2671,,,,,,,,,,,,
588,768,207.27659999999997,1572864,707.29,2674,0.19140863418579102,5.181773662567139,0.0111799035,8.729750164970756,0.0003,0.2,0.043896484375,7670,-0.0008722645550733432,-0.08266582646756433,,
588,769,207.21810000000002,1574912,706.84,2677,0.37045711278915405,8.540112495422363,0.003741807,27.288659092783927,0.0003,0.2,0.0310546875,7680,-0.0015773511899169535,-0.08770268282969482,,
588,770,209.22820000000004,1576960,710.52,2680,0.2884431481361389,14.302105903625488,0.0033144574,30.359741270542145,0.0003,0.2,0.02861328125,7690,-0.00265538111270871,-0.07529995468794368,,
588,771,208.8611,1579008,715.29,2683,0.35049182176589966,20.061954498291016,0.0020568282,26.973538362979887,0.0003,0.2,0.0228515625,7700,-0.0019763303884246853,-0.06816725048120134,,
,,,1580000,,,0.4622509479522705,6.277382850646973,0.0030461857,18.84687165915966,0.0003,0.2,0.0302734375,7710,-0.00246273796656169,-0.10197392909321934,576.6,224.92200000000003
588,772,211.6675,1581056,724.71,2688,,,,,,,,,,,,
588,773,217.53799999999998,1583104,741.9,2691,0.37151074409484863,6.893499851226807,0.008173231,15.789630983769893,0.0003,0.2,0.03955078125,7720,-0.004365869465982541,-0.08584690705756656,,
588,774,217.26720000000006,1585152,742.55,2694,0.36093461513519287,11.456008911132812,0.004061826,26.953445526957513,0.0003,0.2,0.037841796875,7730,-0.0033167901885462923,-0.08677518488257192,,
588,775,218.55959999999993,1587200,747.42,2697,0.31864529848098755,9.366900444030762,0.0020417129,17.369733023643494,0.0003,0.2,0.0279296875,7740,-0.0030409997067181393,-0.08234676565625705,,
588,776,218.5429,1589248,740.38,2700,0.3271246552467346,11.355897903442383,0.0037891087,20.32123238146305,0.0003,0.2,0.031494140625,7750,-0.0031616721709724514,-0.07322893527452834,,
,,,1590000,,,0.205696702003479,18.84224510192871,0.0043370184,32.318733462691306,0.0003,0.2,0.028173828125,7760,-0.0029091399934259242,-0.08965827106731013,965.0,336.45799999999997
588,777,221.28520000000003,1591296,739.69,2706,,,,,,,,,,,,
588,778,222.92790000000002,1593344,741.67,2709,0.2822585105895996,15.157577514648438,0.0042678444,27.357964235544205,0.0003,0.2,0.0240234375,7770,-0.0015076219307957218,-0.06776459187967702,,
588,779,230.63410000000005,1595392,764.56,2712,0.3606758117675781,7.222297668457031,0.004638911,13.607892720401287,0.0003,0.2,0.03330078125,7780,-0.0015028585126856341,-0.07935728956363164,,
588,780,232.5488,1597440,766.36,2715,0.392511785030365,16.14523696899414,0.0030647968,22.078490605950357,0.0003,0.2,0.02265625,7790,-0.0013795902079436928,-0.06794435731717385,,
588,781,233.44240000000002,1599488,768.89,2718,0.3335456848144531,5.91376256942749,0.00526213,23.956544759869576,0.0003,0.2,0.034228515625,7800,-0.0018683284433791414,-0.09238644602010027,,
,,,1600000,,,0.3331671953201294,19.009511947631836,0.0025525657,34.54740934073925,0.0003,0.2,0.026806640625,7810,-0.0032955357193714006,-0.08672556900419295,613.4,201.20999999999998
588,782,231.60280000000003,1601536,768.07,2722,,,,,,,,,,,,
588,783,232.2838,1603584,766.42,2725,0.22038352489471436,6.640510559082031,0.0050464207,24.569340044260024,0.0003,0.2,0.0330078125,7820,-0.0033357640873873605,-0.08335770545527339,,
588,784,233.34170000000003,1605632,770.22,2728,0.4106358289718628,12.121933937072754,0.0057964306,23.14622866213322,0.0003,0.2,0.0314453125,7830,-0.002190946735208854,-0.0633847905031871,,
588,785,235.4686,1607680,776.43,2731,0.31992071866989136,10.298108100891113,0.0055534206,24.585087119042875,0.0003,0.2,0.031640625,7840,-0.003019006700196769,-0.083826087648049,,
588,786,236.23680000000002,1609728,782.69,2734,0.3912351131439209,11.49586009979248,0.0037541154,26.900700280070303,0.0003,0.2,0.03154296875,7850,-0.0017544423491926864,-0.09122524108970538,,
,,,1610000,,,0.44477909803390503,10.814640998840332,0.008173723,29.767227205634118,0.0003,0.2,0.0353515625,7860,-0.0030219000909710303,-0.07009553451789544,911.0,268.84000000000003
588,787,230.65659999999997,1611776,764.99,2740,,,,,,,,,,,,
588,788,228.30220000000006,1613824,750.22,2743,0.2636187672615051,8.74345588684082,0.008425674,36.74261563718319,0.0003,0.2,0.02822265625,7870,-0.0066871133225504305,-0.06600091265281663,,
588,789,222.79629999999997,1615872,739.81,2746,0.2640693783760071,7.487232685089111,0.004846055,24.090695562958718,0.0003,0.2,0.030126953125,7880,-0.0023778193251928316,-0.07494421782321296,,
588,790,224.75349999999995,1617920,746.48,2749,0.3512691259384155,11.664034843444824,0.0022612014,28.18473011851311,0.0003,0.2,0.0232421875,7890,-0.0020958617620635777,-0.068268243141938,,
588,791,226.18500000000003,1619968,750.16,2752,0.32368040084838867,18.098129272460938,0.009601431,27.124516946077346,0.0003,0.2,0.039453125,7900,-0.0026454286009538917,-0.08959241843549534,,
,,,1620000,,,0.267403244972229,8.97321891784668,0.005510711,23.97007038295269,0.0003,0.2,0.034326171875,7910,-0.0012652610923396424,-0.07497368019539863,802.2,225.106
588,792,222.49339999999992,1622016,719.56,2757,,,,,,,,,,,,
588,793,219.1694,1624064,714.66,2760,0.30425262451171875,18.271987915039062,0.0064233,28.99348827302456,0.0003,0.2,0.0345703125,7920,-0.0020413228834513576,-0.08581523322500288,,
588,794,222.06059999999997,1626112,724.02,2764,0.29233765602111816,6.3185272216796875,0.0066517573,19.83216176331043,0.0003,0.2,0.037841796875,7930,-0.0024120272457366808,-0.0880108384997584,,
588,795,221.15510000000003,1628160,714.37,2767,0.29660511016845703,6.743889331817627,0.002861032,27.50881407856941,0.0003,0.2,0.0326171875,7940,-0.00010215641814284026,-0.08572794572100975,,
,,,1630000,,,0.21596872806549072,11.996983528137207,0.004342189,27.512301650643348,0.0003,0.2,0.033642578125,7950,-0.0029448706802213563,-0.07444166845525615,622.0,251.23199999999997
588,796,226.96290000000002,1630208,718.91,2772,,,,,,,,,,,,
588,797,231.19899999999998,1632256,727.78,2775,0.39257681369781494,10.36531925201416,0.0072629605,25.5160390406847,0.0003,0.2,0.032666015625,7960,-0.004152367699134629,-0.07456713321153075,,
588,798,231.19899999999998,1634304,727.78,2778,0.3258821368217468,11.0109281539917,0.0023210535,24.071522632241248,0.0003,0.2,0.03017578125,7970,-0.0008844064359436743,-0.0769665619591251,,
588,799,234.80129999999997,1636352,745.98,2781,0.2588859796524048,7.383762359619141,0.008394783,17.460991263389587,0.0003,0.2,0.0451171875,7980,-0.0030337678908836097,-0.10512711518676951,,
588,800,230.80419999999998,1638400,729.81,2784,0.4164775609970093,18.348737716674805,0.0054409085,25.19465590119362,0.0003,0.2,0.030419921875,7990,-0.003490163212700281,-0.07655687886872328,,
,,,1640000,,,0.2512384057044983,10.602707862854004,0.007994499,28.407535231113435,0.0003,0.2,0.041943359375,8000,-0.005227830333751626,-0.0822032826486975,1316.2,161.714
587,801,230.25079999999997,1640448,724.69,2790,,,,,,,,,,,,
587,802,230.2926,1642496,726.71,2793,0.2878778576850891,11.47751522064209,0.0024422659,30.047934433817865,0.0003,0.2,0.02666015625,8010,-0.00243493788439082,-0.09491112713003531,,
588,803,237.2256,1644544,728.03,2796,0.29635149240493774,8.032135009765625,0.0040563624,15.974775096774101,0.0003,0.2,0.02841796875,8020,-0.0009807703812839464,-0.0743103617336601,,
588,804,238.47539999999998,1646592,723.94,2799,0.34819990396499634,13.170714378356934,0.007140764,24.722326985001565,0.0003,0.2,0.039404296875,8030,-0.003966426222177688,-0.08926419325871393,,
588,805,242.0419,1648640,736.32,2802,0.23195123672485352,8.788796424865723,0.0053251255,27.755455708503725,0.0003,0.2,0.03173828125,8040,-0.00095868423813954,-0.07684982630307786,,
,,,1650000,,,0.4079306125640869,7.877996921539307,0.0045364574,20.783371689915658,0.0003,0.2,0.03212890625,8050,-0.0018831703666364775,-0.0772447967727203,928.6,234.548
587,806,238.00600000000006,1650688,727.23,2808,,,,,,,,,,,,
587,807,232.93869999999998,1652736,701.59,2811,0.32567864656448364,13.92182731628418,0.004472544,32.41530756652355,0.0003,0.2,0.027294921875,8060,-0.002938521184842102,-0.07998213270911947,,
587,808,234.4937,1654784,709.25,2814,0.3262560963630676,15.07468032836914,0.0050705858,30.077468064427375,0.0003,0.2,0.032568359375,8070,-0.0029652017285116015,-0.07496835964848288,,
588,809,233.77949999999998,1656832,704.01,2817,0.2535661458969116,13.525249481201172,0.013601215,35.714389035105704,0.0003,0.2,0.0396484375,8080,-0.004893780694692396,-0.08920664674951695,,
588,810,236.77790000000002,1658880,712.45,2820,0.2485145926475525,8.554762840270996,0.0069141807,25.558322693407536,0.0003,0.2,0.034619140625,8090,-0.0027876328327693044,-0.09257012688321993,,
,,,1660000,,,0.43657296895980835,14.34969711303711,0.008357267,25.926665565371515,0.0003,0.2,0.03671875,8100,-0.0034507241594837978,-0.09460534378886223,489.6,187.314
587,811,241.016,1660928,721.14,2824,,,,,,,,,,,,
588,812,245.3601,1662976,730.23,2828,0.262703001499176,7.926352024078369,0.0022611266,34.980145138502124,0.0003,0.2,0.0236328125,8110,-0.00027266100805718453,-0.0764741989027243,,
588,813,242.5307,1665024,723.51,2830,0.298927903175354,14.431459426879883,0.0070555448,29.88570404946804,0.0003,0.2,0.032666015625,8120,-0.00433388159435708,-0.07289640178205445,,
588,814,243.96760000000003,1667072,725.84,2834,0.1994827389717102,10.40286636352539,0.00630753,28.260833713412286,0.0003,0.2,0.030419921875,8130,-0.001986138182110153,-0.0785621679155156,,
588,815,236.77530000000002,1669120,708.52,2837,0.3362637162208557,10.554389953613281,0.008341993,18.47802524268627,0.0003,0.2,0.03994140625,8140,-0.001835879744612612,-0.08707573008141481,,
,,,1670000,,,0.24838519096374512,13.171957969665527,0.006622498,42.07995048761368,0.0003,0.2,0.032568359375,8150,-0.002150997711578384,-0.08534542536363006,2402.0,365.12999999999994
586,816,234.71210000000002,1671168,705.65,2847,,,,,,,,,,,,
586,817,231.9114,1673216,705.58,2850,0.2721335291862488,14.659367561340332,0.0059393262,25.196452420949935,0.0003,0.2,0.03671875,8160,-0.0006529021164169535,-0.08759224232053384,,
587,818,229.43200000000002,1675264,694.1,2853,0.2660806179046631,11.769845008850098,0.0044675916,33.93546411395073,0.0003,0.2,0.038720703125,8170,-0.0028627279883949087,-0.09479905712651089,,
587,819,229.5577,1677312,696.44,2856,0.21967005729675293,27.545814514160156,0.0050876155,40.10419075489044,0.0003,0.2,0.0337890625,8180,-0.003128306100552436,-0.094036630471237,,
587,820,226.08519999999996,1679360,685.67,2859,0.35703688859939575,10.530350685119629,0.0058219433,27.32913165986538,0.0003,0.2,0.043701171875,8190,-0.003445430971623864,-0.10477693524444476,,
,,,1680000,,,0.4513261318206787,13.847908973693848,0.0053407266,23.493315267562867,0.0003,0.2,0.0396484375,8200,-0.003477186165400781,-0.08825225491309538,1421.4,209.30599999999998
586,821,232.02379999999997,1681408,701.95,2866,,,,,,,,,,,,
586,822,233.15599999999998,1683456,705.42,2869,0.37263792753219604,10.612567901611328,0.0033557431,28.990402111411093,0.0003,0.2,0.02841796875,8210,-0.00150694471958559,-0.07259699510177597,,
586,823,234.43740000000003,1685504,701.39,2872,0.2754681706428528,14.821776390075684,0.0077656303,23.2135872900486,0.0003,0.2,0.041064453125,8220,-0.0030669127299916,-0.093140132795088,,
586,824,232.8459,1687552,701.29,2875,0.2927609086036682,13.967459678649902,0.00769169,29.2186264783144,0.0003,0.2,0.042236328125,8230,-0.0033540334210556467,-0.0946218881988898,,
586,825,231.71199999999996,1689600,699.07,2878,0.32744985818862915,6.627784252166748,0.00463639,24.04577623307705,0.0003,0.2,0.03212890625,8240,-0.003775267567834817,-0.08327591924462467,,
,,,1690000,,,0.3233364224433899,16.240062713623047,0.008088413,28.255857163667677,0.0003,0.2,0.037939453125,8250,-0.004773189485422336,-0.07889585610828362,800.0,289.70200000000006
586,826,231.9863,1691648,699.96,2883,,,,,,,,,,,,
586,827,233.7495,1693696,702.99,2886,0.3024556040763855,9.750123023986816,0.0049367035,31.53216975927353,0.0003,0.2,0.03828125,8260,-0.002363170542230364,-0.06835255734040402,,
586,828,228.4984,1695744,690.52,2889,0.2850648760795593,9.677692413330078,0.0063402313,17.91289308667183,0.0003,0.2,0.0375,8270,-0.0004906471833237447,-0.08076585086528212,,
586,829,224.35570000000004,1697792,679.32,2892,0.4344968795776367,16.99919891357422,0.0038520922,27.683099299669266,0.0003,0.2,0.032568359375,8280,-0.002710032346658409,-0.0898287420743145,,
587,830,228.9863,1699840,690.48,2895,0.3411098122596741,19.226364135742188,0.0035835425,33.998800253868104,0.0003,0.2,0.025537109375,8290,-0.0034910082817077638,-0.07489894923637622,,
,,,1700000,,,0.3187935948371887,11.682446479797363,0.004723711,24.51892257332802,0.0003,0.2,0.032666015625,8300,-0.0037862148456042632,-0.08484867899678647,832.4,254.03000000000003
586,831,221.14730000000003,1701888,665.06,2900,,,,,,,,,,,,
586,832,218.68509999999998,1703936,657.06,2903,0.3812231421470642,9.509766578674316,0.002915054,28.68183479309082,0.0003,0.2,0.0263671875,8310,-0.0017778743043891155,-0.06516933802631683,,
586,833,204.06240000000003,1705984,610.09,2906,0.19485920667648315,9.169107437133789,0.0048640682,31.640148442983627,0.0003,0.2,0.0361328125,8320,-0.006010200493619777,-0.08490005039493553,,
586,834,198.9781,1708032,595.17,2909,0.20707541704177856,22.446910858154297,0.003291178,47.917917388677594,0.0003,0.2,0.031298828125,8330,-0.0021684244129573926,-0.07866443299571983,,
,,,1710000,,,0.17713165283203125,22.042102813720703,0.0037024652,34.676061657071116,0.0003,0.2,0.03154296875,8340,-0.003145870924345218,-0.07860401449725032,921.8,347.66200000000003
586,835,200.37169999999995,1710080,596.94,2915,,,,,,,,,,,,
586,836,206.1159999999999,1712128,614.94,2918,0.19651830196380615,13.240673065185547,0.0027654036,28.795062890648843,0.0003,0.2,0.035205078125,8350,-0.0018637085260706954,-0.07944609116530046,,
586,837,207.40009999999998,1714176,618.95,2921,0.4366280436515808,7.334695339202881,0.0058299787,15.73654140084982,0.0003,0.2,0.038232421875,8360,-0.0047550252143992115,-0.08251263585407287,,
586,838,210.05519999999996,1716224,624.58,2924,0.3278062343597412,13.887317657470703,0.00725427,28.656378895044327,0.0003,0.2,0.039013671875,8370,-0.003598035138566047,-0.08695063277846202,,
587,839,206.00269999999998,1718272,611.35,2926,0.19008749723434448,15.272455215454102,0.002871486,26.605515670776366,0.0003,0.2,0.026123046875,8380,-0.0011277492361841724,-0.07298996184254065,,
,,,1720000,,,0.3033088445663452,28.64165496826172,0.0035993517,35.11227951049805,0.0003,0.2,0.02958984375,8390,-0.0025571892067091538,-0.07760926984483377,1188.2,285.564
586,840,203.69969999999998,1720320,606.03,2932,,,,,,,,,,,,
586,841,199.59399999999994,1722368,597.71,2935,0.3718394637107849,14.287698745727539,0.004286669,26.2960465580225,0.0003,0.2,0.030908203125,8400,-0.0016473845942527987,-0.08082992927520535,,
586,842,204.35339999999997,1724416,611.21,2938,0.3000355362892151,7.433773040771484,0.011835312,24.699920147657394,0.0003,0.2,0.047265625,8410,-0.0005453336547361687,-0.08497249180800281,,
587,843,207.24969999999996,1726464,619.95,2941,0.32844752073287964,8.652499198913574,0.0039809765,21.841869750618933,0.0003,0.2,0.043359375,8420,-0.004062602935300674,-0.08415797364432365,,
587,844,202.5339,1728512,610.11,2943,0.23533207178115845,14.854326248168945,0.014088428,27.65209264755249,0.0003,0.2,0.039208984375,8430,-0.002440286273485981,-0.08865478122606874,,
,,,1730000,,,0.2519763112068176,7.477741241455078,0.00685348,34.09521642029286,0.0003,0.2,0.043408203125,8440,-0.00405055308365263,-0.11504141511395574,873.0,200.88
586,845,208.21970000000002,1730560,618.84,2949,,,,,,,,,,,,
586,846,211.96849999999998,1732608,627.51,2951,0.4636176824569702,8.71264934539795,0.0075671114,21.617700812220573,0.0003,0.2,0.0326171875,8450,-0.003864806375349872,-0.07368615836603568,,
587,847,209.05489999999998,1734656,634.81,2954,0.2665724754333496,7.500668525695801,0.005453269,24.907769665122032,0.0003,0.2,0.035205078125,8460,-0.002628070637001656,-0.10146979842102155,,
587,848,211.03650000000002,1736704,637.43,2957,0.2613998055458069,15.366264343261719,0.005246053,31.57142879962921,0.0003,0.2,0.030419921875,8470,-0.0038782565825385973,-0.07696255263872445,,
587,849,207.89520000000002,1738752,637.38,2959,0.4008445739746094,21.91472625732422,0.0024621102,27.221584022045135,0.0003,0.2,0.0271484375,8480,-0.0024809814669424666,-0.078244720492512,,
,,,1740000,,,0.253905713558197,8.907463073730469,0.00665896,22.419418385624887,0.0003,0.2,0.042529296875,8490,-0.0020683350783656353,-0.09467064512427896,1543.6,374.834
586,850,214.3723,1740800,657.37,2966,,,,,,,,,,,,
586,851,215.72899999999998,1742848,660.33,2969,0.1572592854499817,11.826019287109375,0.005521873,30.07044222652912,0.0003,0.2,0.041064453125,8500,-0.0034266729810042305,-0.08465822042780928,,
587,852,220.1715,1744896,674.98,2972,0.35291337966918945,6.581563472747803,0.0035946728,16.901696094870566,0.0003,0.2,0.036767578125,8510,-0.0006044836991350166,-0.08956502620130777,,
587,853,220.25939999999994,1746944,673.9,2974,0.3157980442047119,4.535796642303467,0.004553128,19.156165048480034,0.0003,0.2,0.03349609375,8520,-0.00306568990345113,-0.08085940493037924,,
587,854,224.29289999999997,1748992,684.63,2977,0.1953992247581482,11.01728343963623,0.004091694,28.425423181056978,0.0003,0.2,0.029296875,8530,-0.0004899711289908737,-0.08320296354359016,,
,,,1750000,,,0.4090111255645752,10.46895980834961,0.006460104,15.511853148043155,0.0003,0.2,0.035009765625,8540,-0.002603174519026652,-0.08999309811624698,1247.0,146.332
586,855,221.59530000000004,1751040,677.34,2983,,,,,,,,,,,,
587,856,226.31130000000002,1753088,687.77,2986,0.3241773247718811,10.806253433227539,0.0050120354,26.829808500409126,0.0003,0.2,0.03681640625,8550,-0.0028734152554534377,-0.09652157744858414,,
587,857,227.62640000000002,1755136,694.89,2989,0.3132256865501404,16.91899299621582,0.0044668736,28.781078320741653,0.0003,0.2,0.03037109375,8560,-0.003311572229722515,-0.08020865071448498,,
587,858,226.36999999999998,1757184,687.81,2991,0.3667759895324707,17.930025100708008,0.0045648357,26.158041501045226,0.0003,0.2,0.02666015625,8570,-0.001707414623524528,-0.08711466522654518,,
587,859,222.04080000000002,1759232,679.34,2994,0.24264901876449585,10.157234191894531,0.0070671593,27.126134073734285,0.0003,0.2,0.03974609375,8580,-0.002642813434067648,-0.09557584978174419,,
,,,1760000,,,0.3306947946548462,16.417558670043945,0.0038603507,37.2174430668354,0.0003,0.2,0.029296875,8590,-0.004786182712996379,-0.08715340860653668,1317.8,462.726
586,860,224.9244,1761280,687.05,3000,,,,,,,,,,,,
587,861,224.74479999999997,1763328,683.2,3003,0.4343637228012085,8.3258638381958,0.0025738725,19.596700017154216,0.0003,0.2,0.027490234375,8600,-0.001941250593517907,-0.10088916344102472,,
587,862,224.6324,1765376,678.03,3006,0.3181816339492798,19.247560501098633,0.004183488,28.290384712815285,0.0003,0.2,0.03232421875,8610,-0.002346438956737984,-0.09243774460628629,,
587,863,222.2849,1767424,671.67,3008,0.21491014957427979,12.578521728515625,0.006609301,29.284357094764708,0.0003,0.2,0.041162109375,8620,-0.0047932741756085305,-0.09469435000792145,,
587,864,229.28009999999998,1769472,693.41,3011,0.39344942569732666,15.308582305908203,0.0043443395,26.716693967580795,0.0003,0.2,0.02958984375,8630,-0.002102928209933452,-0.08458697178866714,,
,,,1770000,,,0.3648892641067505,7.244664669036865,0.0040397085,22.085383811593054,0.0003,0.2,0.030908203125,8640,-0.0032323359890142457,-0.0904318489599973,1077.2,361.31800000000004
587,865,230.19539999999998,1771520,694.67,3017,,,,,,,,,,,,
587,866,232.18359999999996,1773568,705.24,3019,0.3622485399246216,8.691280364990234,0.0031044565,18.811581206321716,0.0003,0.2,0.02529296875,8650,-0.0008866311167366802,-0.07047292626230046,,
587,867,238.88239999999993,1775616,727.79,3022,0.42054373025894165,8.80111026763916,0.0075407787,20.1927287876606,0.0003,0.2,0.034765625,8660,-0.004051828591036611,-0.08560878307325766,,
587,868,237.54930000000002,1777664,727.88,3025,0.5943942070007324,4.673745632171631,0.0032675755,17.61471588909626,0.0003,0.2,0.027197265625,8670,-0.002013838232960552,-0.08053967535961419,,
587,869,241.48420000000002,1779712,740.65,3028,0.2546459436416626,14.177508354187012,0.017101536,41.0469562292099,0.0003,0.2,0.03466796875,8680,-0.00677879845170537,-0.07912847062107176,,
,,,1780000,,,0.3115183711051941,16.214799880981445,0.0031091205,25.912176647782324,0.0003,0.2,0.0244140625,8690,-0.0009229037823388353,-0.07293170348275453,828.0,316.312
587,870,248.5914,1781760,759.58,3032,,,,,,,,,,,,
587,871,250.29999999999995,1783808,762.86,3035,0.2954583764076233,7.1380767822265625,0.0071372585,26.55394003689289,0.0003,0.2,0.032666015625,8700,-0.0021027796712587586,-0.08196109411655925,,
587,872,254.13610000000006,1785856,775.31,3038,0.20399242639541626,10.670175552368164,0.0041899486,24.648963943123817,0.0003,0.2,0.03623046875,8710,-0.0010485940758371726,-0.08826406057924033,,
587,873,254.32390000000007,1787904,775.35,3040,0.21574020385742188,18.652740478515625,0.026070826,32.07271410524845,0.0003,0.2,0.0337890625,8720,-0.00481779170804657,-0.08143702269298955,,
588,874,248.72119999999998,1789952,761.4,3043,0.3085825443267822,12.281159400939941,0.0073917205,19.53698146045208,0.0003,0.2,0.0376953125,8730,-0.0038821884198114278,-0.08461234351852909,,
,,,1790000,,,0.3177754878997803,12.31264591217041,0.003983703,30.23680416047573,0.0003,0.2,0.034375,8740,-0.002424070112465415,-0.08502471263054759,929.2,248.27599999999998
587,875,248.29289999999997,1792000,759.68,3048,,,,,,,,,,,,
587,876,249.6068,1794048,762.52,3051,0.25114375352859497,31.523710250854492,0.008067189,31.646993163228036,0.0003,0.2,0.04287109375,8750,-0.0005649974424159155,-0.07598634905880317,,
