time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,train/explained_variance,train/loss,train/approx_kl,train/value_loss,train/learning_rate,train/clip_range,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
,,,490000,,,0.3431330919265747,8.7816743850708,0.0035190692,14.775077144801617,0.0003,0.2,0.03349609375,2390,-0.0025991164118750023,-0.09636245843721554,787.8,118.53599999999999
628,240,94.068,491520,561.66,782,,,,,,,,,,,,
628,241,94.70469999999999,493568,576.76,785,0.3118690848350525,11.47381591796875,0.0018616181,23.263607558608054,0.0003,0.2,0.017431640625,2400,-0.0014874338812660426,-0.09194815725786612,,
628,242,92.90730000000002,495616,554.51,788,0.24822527170181274,12.916792869567871,0.0032743504,17.64347710609436,0.0003,0.2,0.030322265625,2410,-0.002036887552822009,-0.12392397980438545,,
628,243,92.66059999999999,497664,554.26,791,0.056481778621673584,9.199029922485352,0.0028314532,23.96815913617611,0.0003,0.2,0.02763671875,2420,-0.00321772005117964,-0.08818346004700288,,
628,244,95.12320000000001,499712,570.43,794,0.24324947595596313,12.073310852050781,0.004060082,20.17124899625778,0.0003,0.2,0.024951171875,2430,-0.0039551674446556715,-0.0896666344080586,,
,,,500000,,,0.16777265071868896,9.191780090332031,0.0065035475,11.337894321233033,0.0003,0.2,0.05078125,2440,-0.002986688613600563,-0.10942115406505763,1112.6,155.66199999999998
626,245,95.82439999999998,501760,578.38,800,,,,,,,,,,,,
626,246,94.15199999999999,503808,578.26,803,0.2980295419692993,5.632729530334473,0.0031014795,18.266997469961645,0.0003,0.2,0.032080078125,2450,-0.0020612195774447175,-0.09491724722320213,,
626,247,93.55309999999997,505856,587.4,807,0.27745938301086426,9.874610900878906,0.0037190386,13.89607630968094,0.0003,0.2,0.03076171875,2460,0.0002725446553085931,-0.0923580386384856,,
627,248,91.03229999999999,507904,582.65,809,0.3265942335128784,2.376150131225586,0.0035264057,10.36552115380764,0.0003,0.2,0.039990234375,2470,-0.00010007525561377406,-0.09526632640045136,,
627,249,94.4618,509952,599.53,812,0.21062934398651123,8.621702194213867,0.002544864,16.365070854127406,0.0003,0.2,0.027685546875,2480,-0.0016764080530265347,-0.09662534482777119,,
,,,510000,,,0.2636687755584717,7.8614678382873535,0.0014793518,18.673539423942564,0.0003,0.2,0.019482421875,2490,-0.0020838623866438867,-0.08797819699975662,1219.4,127.832
624,250,96.79650000000001,512000,609.58,819,,,,,,,,,,,,
625,251,98.02409999999996,514048,625.35,822,0.2962537407875061,15.097597122192383,0.0024081366,24.75385964214802,0.0003,0.2,0.018212890625,2500,-0.0032238236264674923,-0.0934573445818387,,
625,252,94.6357,516096,617.68,825,0.2705821990966797,4.442843437194824,0.0043720533,12.744715629518032,0.0003,0.2,0.033984375,2510,-0.003363228641683236,-0.10759878460085019,,
625,253,96.33000000000001,518144,629.11,828,0.2980078458786011,8.129470825195312,0.0024413196,18.73459870815277,0.0003,0.2,0.02880859375,2520,-0.0019449053041171282,-0.09993975888937712,,
,,,520000,,,0.2938871383666992,9.932409286499023,0.0048775766,17.066577008366586,0.0003,0.2,0.033837890625,2530,-0.0018185822875238955,-0.11029265756951645,486.8,100.986
624,254,94.3859,520192,631.05,832,,,,,,,,,,,,
624,255,94.6667,522240,640.8,835,0.32273679971694946,10.573951721191406,0.0030277236,20.748557597398758,0.0003,0.2,0.040087890625,2540,-0.0023374945056275466,-0.10362007246585563,,
625,256,96.7321,524288,639.05,838,0.33617299795150757,7.907450199127197,0.0045018615,18.09942046701908,0.0003,0.2,0.036181640625,2550,-0.002893035620218143,-0.10538939973339438,,
625,257,99.6549,526336,635.83,841,0.282839834690094,14.930314064025879,0.0020683338,22.98816121816635,0.0003,0.2,0.0189453125,2560,-0.0022693656996125356,-0.08521987974527293,,
625,258,97.12630000000003,528384,622.85,844,0.30048316717147827,10.303857803344727,0.0030644382,19.992631229758263,0.0003,0.2,0.031005859375,2570,-0.0033617065462749453,-0.08880248692585155,,
,,,530000,,,0.10962706804275513,8.01196575164795,0.0023302482,31.149489256739617,0.0003,0.2,0.02509765625,2580,-0.0027574350053328088,-0.09959458608645946,1248.2,112.42999999999999
623,259,100.28370000000001,530432,627.8,851,,,,,,,,,,,,
623,260,99.3834,532480,626.64,854,0.32515954971313477,5.9255146980285645,0.003851208,16.480883449316025,0.0003,0.2,0.02685546875,2590,-0.0019466217258013786,-0.0844447081675753,,
623,261,97.76190000000001,534528,606.72,857,0.2624424695968628,15.535992622375488,0.0020899766,27.668458062410355,0.0003,0.2,0.019287109375,2600,-0.0019637900113593787,-0.07948915973538533,,
623,262,97.1808,536576,622.69,860,0.3582838177680969,5.859401702880859,0.007748452,14.341451077163219,0.0003,0.2,0.037744140625,2610,-0.0017254003090783955,-0.09427541189361363,,
624,263,98.0143,538624,619.71,863,0.36712783575057983,2.8630940914154053,0.006976782,12.143036795407534,0.0003,0.2,0.0345703125,2620,-0.0021635669385432267,-0.10270354931708425,,
,,,540000,,,0.05393582582473755,6.015108108520508,0.0031467073,23.222433429956435,0.0003,0.2,0.020703125,2630,-0.0011827817259472794,-0.09052504744031467,625.6,155.388
622,264,99.6285,540672,624.84,867,,,,,,,,,,,,
623,265,97.29440000000001,542720,617.93,870,0.31141138076782227,4.791816711425781,0.004812816,19.369480741024017,0.0003,0.2,0.030126953125,2640,-0.0028602051883353853,-0.0817283117561601,,
623,266,96.4068,544768,612.4,873,0.19791322946548462,17.8481502532959,0.0058040037,26.965274593234064,0.0003,0.2,0.036962890625,2650,-0.0032392650668043644,-0.09857743314933032,,
623,267,98.33139999999999,546816,597.5,877,0.2846928834915161,9.994248390197754,0.003398516,27.591833889484406,0.0003,0.2,0.027880859375,2660,-0.0022281190642388536,-0.08495264364173635,,
623,268,100.5266,548864,612.39,879,0.28768646717071533,7.954026222229004,0.005592257,21.94263849556446,0.0003,0.2,0.02978515625,2670,-0.0025191057502524927,-0.09320818079868332,,
,,,550000,,,0.32684463262557983,9.86878776550293,0.0064990837,17.99708454310894,0.0003,0.2,0.0337890625,2680,-0.0001012421416817233,-0.09578901536297053,1263.2,132.05800000000002
621,269,101.05179999999999,550912,614.12,886,,,,,,,,,,,,
621,270,100.83769999999998,552960,616.2,889,0.2904110550880432,11.994902610778809,0.0048196497,15.786134180426597,0.0003,0.2,0.03427734375,2690,-0.0011797644532634878,-0.0934072254167404,,
621,271,102.04129999999999,555008,632.76,892,0.26435011625289917,12.576895713806152,0.0018217771,22.798218300938608,0.0003,0.2,0.024267578125,2700,-0.0010822017589816823,-0.08671466842060908,,
622,272,100.79089999999998,557056,625.48,895,0.3272262215614319,2.867128849029541,0.004158367,8.174432983994484,0.0003,0.2,0.0236328125,2710,-0.0007170527591370046,-0.09243466136977077,,
622,273,106.3343,559104,643.66,898,0.3594359755516052,6.181940078735352,0.00827187,17.075195817649366,0.0003,0.2,0.038818359375,2720,-0.002412382318289019,-0.101997616677545,,
,,,560000,,,0.2845086455345154,14.2196683883667,0.003367011,32.90625422000885,0.0003,0.2,0.027587890625,2730,-0.002974143420578912,-0.09582729709800333,950.2,98.056
620,274,108.2043,561152,654.44,904,,,,,,,,,,,,
620,275,108.58620000000002,563200,668.2,907,0.38046765327453613,6.865967273712158,0.0025630398,19.306461024284364,0.0003,0.2,0.024853515625,2740,-0.0009987247132812627,-0.09596116696484387,,
620,276,109.70320000000001,565248,659.2,910,0.3718227744102478,6.975586891174316,0.0073140105,13.889650870859622,0.0003,0.2,0.038330078125,2750,-0.0034213204256957398,-0.11787679211702198,,
621,277,111.60090000000002,567296,652.3,913,0.28249436616897583,4.655648708343506,0.0022454544,18.598965683579443,0.0003,0.2,0.0314453125,2760,-0.002322679659118876,-0.10300536366412416,,
621,278,111.1186,569344,661.2,916,0.2618158459663391,11.655782699584961,0.003141407,25.155458155274392,0.0003,0.2,0.032666015625,2770,-0.0017075044917874039,-0.10934085929766298,,
,,,570000,,,0.29458868503570557,5.2466511726379395,0.006748032,12.54892275929451,0.0003,0.2,0.04267578125,2780,-0.0015792512116604485,-0.11097518110182136,1008.8,81.234
619,279,112.2942,571392,656.95,922,,,,,,,,,,,,
619,280,107.11800000000001,573440,631.08,925,0.1967288851737976,10.376256942749023,0.006657784,16.38987995684147,0.0003,0.2,0.03251953125,2790,-0.001777925326314289,-0.10541849120054395,,
619,281,108.7594,575488,638.69,928,0.3070206046104431,7.631139278411865,0.0017700256,22.087346813082696,0.0003,0.2,0.02177734375,2800,-0.0017798383414628915,-0.09080420946702361,,
619,282,107.42349999999999,577536,629.25,931,0.2821611166000366,14.59865951538086,0.0032689911,21.49312906265259,0.0003,0.2,0.031201171875,2810,-0.002781067360774614,-0.08261143148411065,,
620,283,107.90900000000002,579584,647.06,934,0.44684553146362305,8.987016677856445,0.0025476702,14.656299552321434,0.0003,0.2,0.03544921875,2820,-0.0022236512406379914,-0.10145748927025125,,
,,,580000,,,0.2965167760848999,4.229555130004883,0.005112864,10.448853754997254,0.0003,0.2,0.043896484375,2830,-0.0048237820781650955,-0.09814995169872417,2314.8,242.61000000000004
616,284,111.336,581632,667.68,944,,,,,,,,,,,,
616,285,112.33729999999997,583680,662.34,947,0.277731716632843,10.304963111877441,0.0017169855,22.29986624121666,0.0003,0.2,0.02353515625,2840,-0.0018373636004980654,-0.08212574775097892,,
616,286,111.3209,585728,637.87,950,0.29983681440353394,8.611739158630371,0.0042181537,17.63736809194088,0.0003,0.2,0.026513671875,2850,-0.0019426637983997353,-0.08878372142207809,,
616,287,111.68610000000001,587776,647.79,953,0.2120618224143982,23.460220336914062,0.0031253449,26.586094522476195,0.0003,0.2,0.0263671875,2860,-0.0036695103131933137,-0.0891284356242977,,
616,288,110.8834,589824,659.1,956,0.1524534821510315,1.0143688917160034,0.04161313,6.938212428614497,0.0003,0.2,0.0533203125,2870,-0.001494992320658639,-0.09578980376245454,,
,,,590000,,,0.3212584853172302,8.09674072265625,0.006527367,19.96479413807392,0.0003,0.2,0.0423828125,2880,-0.003134459008288104,-0.12057786968071013,1425.8,82.208
614,289,110.92410000000001,591872,664.14,963,,,,,,,,,,,,
614,290,109.17389999999999,593920,662.6,966,0.34278690814971924,7.568315029144287,0.0071744765,17.14287202358246,0.0003,0.2,0.03916015625,2890,-0.0014037872606422752,-0.11938221737509594,,
614,291,111.427,595968,673.4,969,0.22627443075180054,6.989627838134766,0.006204526,18.973409524559976,0.0003,0.2,0.048828125,2900,-0.002713177993427962,-0.132022513251286,,
615,292,112.06110000000001,598016,692.77,972,0.3319500684738159,10.575647354125977,0.0026671637,17.208566477894784,0.0003,0.2,0.027880859375,2910,-0.0030150040140142663,-0.113577672210522,,
,,,600000,,,0.3281870484352112,5.549278259277344,0.0071564815,11.001942344754934,0.0003,0.2,0.054345703125,2920,-0.0033256586699280887,-0.1362095495685935,2035.4,152.54
611,293,112.5873,600064,706.02,981,,,,,,,,,,,,
611,294,112.82259999999998,602112,705.81,984,0.3635638952255249,14.124366760253906,0.003274287,19.32903557121754,0.0003,0.2,0.022509765625,2930,-0.002152385434601456,-0.09929149620002135,,
612,295,115.3958,604160,708.72,987,0.32182037830352783,11.208622932434082,0.0018096087,23.866975462436677,0.0003,0.2,0.024658203125,2940,-0.0014358574626385234,-0.10298019553301856,,
612,296,115.30290000000001,606208,698.29,990,0.24629157781600952,21.012189865112305,0.00254713,23.359297761321066,0.0003,0.2,0.028076171875,2950,-0.003339589595270809,-0.0856386568164453,,
612,297,114.7368,608256,690.34,993,0.29599428176879883,14.710714340209961,0.0049413387,16.88814865797758,0.0003,0.2,0.03994140625,2960,-0.002274449449032545,-0.0993099718238227,,
,,,610000,,,0.3321698307991028,7.870156764984131,0.0028340686,21.400565537810326,0.0003,0.2,0.02373046875,2970,-0.0017964543483685702,-0.08984350238461047,985.0,142.766
610,298,117.63560000000001,610304,705.93,999,,,,,,,,,,,,
610,299,120.10879999999999,612352,712.25,1002,0.31341850757598877,11.224223136901855,0.0038479634,20.84297497868538,0.0003,0.2,0.038037109375,2980,-0.0029412907315418124,-0.09842801773920655,,
611,300,120.2518,614400,725.17,1005,0.31126558780670166,12.916985511779785,0.004164901,25.640368530154227,0.0003,0.2,0.03154296875,2990,-0.003447185152617749,-0.08966256751446053,,
611,301,120.4887,616448,727.6,1008,0.20785343647003174,1.7768619060516357,0.004185824,9.272671611607075,0.0003,0.2,0.0392578125,3000,-0.0014664190239273012,-0.10981680254917592,,
611,302,121.54360000000003,618496,755.73,1011,0.33428555727005005,7.652624130249023,0.0032777684,14.652565288543702,0.0003,0.2,0.033935546875,3010,-0.0022991855803411454,-0.11349468223052099,,
,,,620000,,,0.29852789640426636,8.5928316116333,0.0045761433,13.35304259583354,0.0003,0.2,0.03642578125,3020,-0.0018695040314923971,-0.11805889138486236,1111.0,66.11800000000001
609,303,121.66449999999999,620544,767.36,1018,,,,,,,,,,,,
609,304,122.84809999999999,622592,763.5,1021,0.3705858588218689,6.955009460449219,0.0024154978,15.073058898746968,0.0003,0.2,0.02919921875,3030,0.0005453191319247708,-0.10410331976599992,,
609,305,127.16320000000002,624640,776.89,1024,0.24222952127456665,6.2940192222595215,0.0037682774,18.389203864336015,0.0003,0.2,0.0328125,3040,-0.00313461922632996,-0.10876273412723095,,
610,306,128.75689999999997,626688,772.16,1027,0.40319281816482544,7.20338249206543,0.0021979958,15.840306070446967,0.0003,0.2,0.021826171875,3050,-0.0016967229952570052,-0.09030385671649128,,
610,307,128.75689999999997,628736,772.16,1030,0.3433416485786438,11.896077156066895,0.0018910547,21.488764062523842,0.0003,0.2,0.0259765625,3060,-0.002430200797971338,-0.09255574352573603,,
,,,630000,,,0.42333680391311646,7.132085800170898,0.009580647,11.48803416788578,0.0003,0.2,0.04267578125,3070,-0.0029309701727470382,-0.1276097136666067,926.8,165.668
608,308,133.4505,630784,795.04,1036,,,,,,,,,,,,
609,309,134.72070000000002,632832,795.94,1038,0.38181519508361816,10.387123107910156,0.0034641551,20.794085970520975,0.0003,0.2,0.036279296875,3080,-0.0035936222790041938,-0.10153155868174508,,
609,310,130.9837,634880,770.69,1041,0.30557674169540405,7.770825386047363,0.0033476034,19.002263981103898,0.0003,0.2,0.029296875,3090,-0.003456807613838464,-0.08981396747985855,,
609,311,133.017,636928,774.83,1045,0.15748673677444458,8.64951229095459,0.0066768257,21.010857729613782,0.0003,0.2,0.0408203125,3100,-0.0025038981693796813,-0.11901461519300938,,
609,312,132.05569999999997,638976,770.97,1047,0.2606886029243469,11.277459144592285,0.0033859895,24.331902053952216,0.0003,0.2,0.027197265625,3110,-0.0017080748832086102,-0.09673724740277975,,
,,,640000,,,0.3210669755935669,7.6649065017700195,0.004259072,16.871546813845633,0.0003,0.2,0.02666015625,3120,-0.0005791266594314948,-0.09447501623653806,1043.4,133.676
608,313,133.62709999999998,641024,776.37,1054,,,,,,,,,,,,
608,314,136.1925,643072,791.27,1057,0.42034047842025757,6.4198126792907715,0.004024458,15.858175933361053,0.0003,0.2,0.032275390625,3130,-0.0024306619772687553,-0.11830937440972775,,
608,315,137.2687,645120,794.35,1060,0.4229849576950073,5.594813346862793,0.001602376,20.419037488102912,0.0003,0.2,0.02216796875,3140,-0.001883452947367914,-0.11829486496280879,,
608,316,138.44389999999999,647168,817.76,1063,0.3126422166824341,6.925364971160889,0.0042898683,16.43156652748585,0.0003,0.2,0.0314453125,3150,-0.0028799370484193787,-0.1087116023292765,,
608,317,138.09449999999998,649216,813.66,1066,0.23109841346740723,2.69313907623291,0.0073267603,8.633790796622634,0.0003,0.2,0.046875,3160,-0.0020324671146227046,-0.12351648792391642,,
,,,650000,,,0.35424184799194336,9.676490783691406,0.002925362,20.574814173579217,0.0003,0.2,0.02734375,3170,-0.004089404732803814,-0.10773504753597081,1683.2,254.99200000000002
606,318,139.6514,651264,816.4,1074,,,,,,,,,,,,
606,319,144.0076,653312,828.38,1077,0.30922871828079224,6.513129234313965,0.0029381225,19.082350644469262,0.0003,0.2,0.02255859375,3180,-0.0019188189326087013,-0.09571084571070969,,
606,320,146.38189999999997,655360,831.87,1080,0.28717488050460815,8.896849632263184,0.0035322902,16.14709142446518,0.0003,0.2,0.020947265625,3190,-0.0027186830484424718,-0.1037883699988015,,
606,321,148.59579999999997,657408,837.18,1083,0.29576921463012695,12.59792423248291,0.0039280076,19.13352498114109,0.0003,0.2,0.037841796875,3200,-0.002180127706378698,-0.10412407006369903,,
607,322,148.001,659456,846.42,1086,0.28832197189331055,11.068608283996582,0.003168139,19.641050036251546,0.0003,0.2,0.026025390625,3210,-0.002830658297170885,-0.10218905342044309,,
,,,660000,,,0.12713396549224854,5.379391193389893,0.008674212,8.279255975969136,0.0003,0.2,0.052392578125,3220,-0.0012028577009914442,-0.12339103498961776,1844.6,166.238
604,323,148.5456,661504,859.62,1094,,,,,,,,,,,,
604,324,149.5215,663552,873.23,1097,0.31585097312927246,9.059972763061523,0.004353227,18.36662131100893,0.0003,0.2,0.04033203125,3230,-0.003445596327946987,-0.1440852134488523,,
604,325,153.65739999999997,665600,864.31,1100,0.3463979959487915,10.790590286254883,0.0022510143,17.142863909155132,0.0003,0.2,0.02158203125,3240,-0.0010865388016100042,-0.11898603492882102,,
604,326,154.6926,667648,852.68,1103,0.28287971019744873,18.84110450744629,0.0033843992,30.90593812465668,0.0003,0.2,0.029736328125,3250,-0.0026998425120837053,-0.10158157842815854,,
605,327,154.0718,669696,850.71,1106,0.31182801723480225,7.91021203994751,0.003224644,27.261462599039078,0.0003,0.2,0.02373046875,3260,-0.002879940182901919,-0.09074260983616114,,
,,,670000,,,0.2639673352241516,6.500400066375732,0.0028721807,22.213718166947366,0.0003,0.2,0.0236328125,3270,-0.0019977045682026072,-0.082266320718918,956.4,157.666
603,328,154.3296,671744,862.16,1112,,,,,,,,,,,,
604,329,156.3633,673792,842.05,1115,0.23485922813415527,7.528735637664795,0.002151678,18.548403638601304,0.0003,0.2,0.027392578125,3280,-6.802453426644207e-05,-0.10697547808522359,,
604,330,156.1988,675840,839.78,1118,0.32931065559387207,10.649391174316406,0.0026991295,23.357110345363616,0.0003,0.2,0.019677734375,3290,-0.0016623334973701275,-0.09754077618708834,,
604,331,155.8885,677888,842.28,1121,0.2481391429901123,3.1638917922973633,0.008329244,11.772325971722603,0.0003,0.2,0.0373046875,3300,-0.001670433915569447,-0.10369233787059784,,
604,332,157.6454,679936,845.65,1124,0.292463481426239,14.533655166625977,0.0017604483,30.34347003698349,0.0003,0.2,0.01484375,3310,-0.001101589691825211,-0.09219312374480068,,
,,,680000,,,0.2888396382331848,14.753135681152344,0.004025436,29.52263260781765,0.0003,0.2,0.02685546875,3320,-0.0015501437927014194,-0.09930798463756219,697.6,185.856
603,333,159.04739999999998,681984,823.15,1129,,,,,,,,,,,,
604,334,156.41510000000002,684032,822.85,1132,0.33348560333251953,7.089608669281006,0.0025218548,18.35198509991169,0.0003,0.2,0.029052734375,3330,7.894934969954193e-06,-0.10585110824322327,,
604,335,160.06550000000001,686080,827.94,1135,0.3133084177970886,16.534914016723633,0.0044953683,22.663235223293306,0.0003,0.2,0.02783203125,3340,-0.0019381696183700114,-0.09637414928292856,,
604,336,158.99030000000002,688128,821.96,1138,0.23830419778823853,7.24644136428833,0.0023200386,21.929195952415466,0.0003,0.2,0.026904296875,3350,-0.0010784167374367827,-0.0967307411483489,,
,,,690000,,,0.3182021379470825,5.580859184265137,0.0029658517,22.78811260163784,0.0003,0.2,0.03974609375,3360,-0.003112956922268495,-0.10575861589750275,2007.2,224.968
601,337,158.85240000000002,690176,810.04,1147,,,,,,,,,,,,
601,338,157.7185,692224,810.62,1150,0.3168301582336426,12.015229225158691,0.0033565424,25.609054040908813,0.0003,0.2,0.030419921875,3370,-0.002825083635980263,-0.09531474467366934,,
601,339,157.014,694272,761.47,1153,0.3523615598678589,15.228460311889648,0.0035969066,26.59796036183834,0.0003,0.2,0.0404296875,3380,-0.0013661126286024228,-0.11930312928743661,,
602,340,159.5807,696320,772.74,1156,0.284010648727417,14.978570938110352,0.0049852477,31.58052599132061,0.0003,0.2,0.02646484375,3390,-0.004259647743310779,-0.09145755384815857,,
602,341,150.53279999999998,698368,731.19,1159,0.2998712658882141,10.912198066711426,0.0079268105,20.327541634440422,0.0003,0.2,0.030615234375,3400,-0.0015854197583394126,-0.09139283368131146,,
,,,700000,,,0.3260096311569214,17.914932250976562,0.003080275,36.53772533237934,0.0003,0.2,0.02158203125,3410,-0.002634507342008874,-0.09141834686743096,480.2,143.712
601,342,146.0698,700416,703.07,1163,,,,,,,,,,,,
602,343,145.7266,702464,702.16,1166,0.3592708110809326,10.443366050720215,0.0028665094,25.43621469140053,0.0003,0.2,0.030224609375,3420,-0.00042649727256502954,-0.08655458026332781,,
602,344,148.31990000000002,704512,705.76,1169,0.3352975845336914,11.61777400970459,0.0021011233,27.36655592918396,0.0003,0.2,0.019189453125,3430,-0.0004714676353614777,-0.09089639362646267,,
602,345,152.74009999999998,706560,713.35,1172,0.31338995695114136,6.539355278015137,0.0036767141,21.340966713428497,0.0003,0.2,0.0314453125,3440,-0.0014254769310355186,-0.08719790512695909,,
602,346,151.7078,708608,721.59,1175,0.38393276929855347,7.692599296569824,0.0029638265,21.29300533235073,0.0003,0.2,0.026953125,3450,-0.0007678772250073962,-0.09024993876228109,,
,,,710000,,,0.264715313911438,15.471847534179688,0.0037947446,19.015054756402968,0.0003,0.2,0.031884765625,3460,-0.001960219070315361,-0.09996500216657296,669.2,201.574
601,347,152.1742,710656,708.19,1180,,,,,,,,,,,,
601,348,143.0275,712704,656.29,1184,0.29825156927108765,16.552186965942383,0.005217313,27.49461906850338,0.0003,0.2,0.017333984375,3470,-0.0030327848784509116,-0.07028488483047113,,
602,349,140.4779,714752,656.22,1187,0.24855071306228638,12.244165420532227,0.0031726982,21.842124289274217,0.0003,0.2,0.02158203125,3480,-0.002501344290067209,-0.08268453736091033,,
602,350,142.274,716800,658.68,1190,0.33863842487335205,6.077968120574951,0.006393157,17.833708783984186,0.0003,0.2,0.03037109375,3490,-0.0019064928841544316,-0.06801767870201729,,
602,351,139.0515,718848,645.13,1193,0.31990647315979004,13.677538871765137,0.0028423574,22.161647894978522,0.0003,0.2,0.021533203125,3500,-0.0018892659893026576,-0.07713646383490413,,
,,,720000,,,0.241036057472229,8.338175773620605,0.0037185685,21.349304702877998,0.0003,0.2,0.027490234375,3510,-0.002847328278585337,-0.07812214064761065,739.6,139.05400000000003
601,352,141.1729,720896,655.18,1198,,,,,,,,,,,,
601,353,139.056,722944,659.79,1201,0.3858332633972168,6.353536128997803,0.0022274535,20.777572014927863,0.0003,0.2,0.01962890625,3520,-0.0013682157703442499,-0.06973244930268266,,
602,354,141.4443,724992,654.27,1204,0.33627432584762573,7.970190525054932,0.0032794673,19.919397301971912,0.0003,0.2,0.0322265625,3530,-0.0012511138993431814,-0.08537617801339366,,
602,355,145.06050000000002,727040,659.37,1207,0.1958974003791809,4.271907329559326,0.003665565,19.129101330041884,0.0003,0.2,0.029736328125,3540,-0.0013828024908434599,-0.08001939291134477,,
602,356,144.91400000000002,729088,672.12,1210,0.3888252377510071,9.108677864074707,0.0026836803,15.770723848044872,0.0003,0.2,0.032861328125,3550,-0.0029991891118697823,-0.07994830792304128,,
,,,730000,,,0.30861037969589233,5.0352630615234375,0.007036958,12.891409916430712,0.0003,0.2,0.033203125,3560,0.0019990440108813346,-0.07640337286284193,825.6,172.946
601,357,142.29120000000003,731136,663.54,1215,,,,,,,,,,,,
601,358,139.61909999999997,733184,662.4,1218,0.3407633304595947,10.022826194763184,0.0023695144,23.214284855127335,0.0003,0.2,0.018310546875,3570,-0.0011234668170800432,-0.06540958016412332,,
601,359,139.9701,735232,662.73,1221,0.3783022165298462,8.154644012451172,0.0031561141,21.74780068397522,0.0003,0.2,0.022314453125,3580,-0.002118635103397537,-0.07312511997297406,,
601,360,143.4223,737280,684.85,1224,0.4280672073364258,7.185258388519287,0.0039007901,16.661968886852264,0.0003,0.2,0.024072265625,3590,-0.001943924863007851,-0.06979580709594302,,
602,361,145.4665,739328,683.01,1227,0.38865041732788086,11.876177787780762,0.0044978918,26.633115836977957,0.0003,0.2,0.025927734375,3600,-0.002984297175134998,-0.05827993952552788,,
,,,740000,,,0.2407017946243286,6.57253885269165,0.0052185617,20.34591147005558,0.0003,0.2,0.019482421875,3610,-0.0016148109978530556,-0.05476930625154637,869.6,149.406
601,362,148.49790000000002,741376,692.55,1233,,,,,,,,,,,,
601,363,144.5822,743424,668.65,1236,0.28172391653060913,10.529746055603027,0.003327531,24.434811475872994,0.0003,0.2,0.02822265625,3620,-0.0022652852610917764,-0.06770782372332178,,
601,364,143.80150000000003,745472,677.56,1239,0.2535781264305115,17.927413940429688,0.0025869904,24.05415732264519,0.0003,0.2,0.024658203125,3630,-0.002406275752582587,-0.07033774109440856,,
601,365,139.5031,747520,660.6,1242,0.3033254146575928,13.244195938110352,0.0065285405,22.381699500977994,0.0003,0.2,0.034228515625,3640,-0.002558044002216775,-0.07432277539628558,,
601,366,143.5952,749568,662.26,1245,0.20407962799072266,12.930012702941895,0.003076136,27.532572454214097,0.0003,0.2,0.023583984375,3650,-0.002067749999696389,-0.07133342085871845,,
,,,750000,,,0.3046404719352722,13.375003814697266,0.0028201141,26.300872147083282,0.0003,0.2,0.0193359375,3660,-0.001947914980701171,-0.07491229029255919,1161.2,117.02199999999998
600,367,139.49130000000002,751616,651.17,1251,,,,,,,,,,,,
600,368,142.2814,753664,652.11,1254,0.33026087284088135,11.30927848815918,0.006916442,19.06884914636612,0.0003,0.2,0.0314453125,3670,-0.003519352542934939,-0.06881825238233433,,
600,369,142.2814,755712,652.11,1258,0.3440468907356262,14.796717643737793,0.0036344668,17.897783145308495,0.0003,0.2,0.023486328125,3680,-0.0011106885096523911,-0.08543738910229877,,
600,370,146.96849999999998,757760,688.75,1261,0.3525145649909973,3.2909164428710938,0.0074953013,9.53581835627556,0.0003,0.2,0.041650390625,3690,-0.002294073154916987,-0.10064527163049206,,
601,371,147.1172,759808,687.59,1264,0.33237093687057495,6.4169416427612305,0.0036456755,23.726841875910758,0.0003,0.2,0.0236328125,3700,-0.003481500926136505,-0.07821115960832685,,
,,,760000,,,0.3046695590019226,10.915785789489746,0.0048559858,24.54292475283146,0.0003,0.2,0.03193359375,3710,-0.002074793551582843,-0.08891989742405712,957.6,38.266
599,372,147.1172,761856,687.59,1269,,,,,,,,,,,,
600,373,147.5181,763904,713.26,1272,-0.38076162338256836,1.1739963293075562,0.027186122,2.5965900938026607,0.0003,0.2,0.143359375,3720,-0.006060728643205948,-0.1673443447216414,,
600,374,145.59569999999997,765952,715.32,1275,0.3274235129356384,8.127694129943848,0.0058938265,18.82061849832535,0.0003,0.2,0.045166015625,3730,-0.004993201963952742,-0.17849035125691443,,
600,375,146.516,768000,732.68,1278,0.24984043836593628,10.064268112182617,0.0058888206,19.435084196925164,0.0003,0.2,0.0455078125,3740,-0.005799697845941409,-0.16205651357304304,,
,,,770000,,,0.1972562074661255,3.3669400215148926,0.008902525,9.065601574629545,0.0003,0.2,0.058251953125,3750,-0.005077504887594841,-0.1531136866658926,1776.6,145.32
598,376,145.43540000000002,770048,740.65,1286,,,,,,,,,,,,
598,377,146.2697,772096,745.59,1289,0.40413230657577515,3.924309253692627,0.004920247,11.456659054756164,0.0003,0.2,0.040869140625,3760,-0.001644716365262866,-0.13585733133368194,,
598,378,150.6319,774144,769.18,1292,0.28484469652175903,4.006330490112305,0.0039608567,15.079943306744099,0.0003,0.2,0.032470703125,3770,-0.0036729389743413777,-0.10436674800002947,,
