rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/iterations,train/learning_rate,train/explained_variance,train/clip_range,train/n_updates,train/loss,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss,train/value_loss,eval/mean_ep_length,eval/mean_reward
-4.3072,654,267.46,168,110592,54,,,,,,,,,,,,
-3.9864000000000006,655,276.47,171,112640,55,0.0003,0.058622896671295166,0.2,540,2.4502995014190674,0.0116213,0.12041015625,-0.008064015660784208,-1.0170062527060508,3.0946452781558036,,
-4.0974,655,272.0,174,114688,56,0.0003,0.16632014513015747,0.2,550,0.7866842746734619,0.008453547,0.099267578125,-0.008682716707699,-1.00661183539778,3.4178317062556745,,
-3.7794,656,276.14,177,116736,57,0.0003,0.13159453868865967,0.2,560,1.50322687625885,0.006580784,0.04453125,-0.005231485488184262,-0.9932623254135251,5.398265877738595,,
-3.971,657,280.71,180,118784,58,0.0003,0.22865235805511475,0.2,570,1.2135381698608398,0.009065026,0.1064453125,-0.010415526924771257,-1.008387822471559,4.405110579356551,,
,,,,120000,,0.0003,0.1600753664970398,0.2,580,1.0710805654525757,0.009483446,0.068017578125,-0.008450673075276426,-0.9811759248375893,4.934098237752915,286.8,-9.703999999999999
-4.098400000000001,655,282.07,184,120832,59,,,,,,,,,,,,
-3.9614,655,280.23,187,122880,60,0.0003,0.07404327392578125,0.2,590,1.9978042840957642,0.007785649,0.06591796875,-0.006580953978118487,-0.9809411071240902,4.844233945384621,,
-4.1042000000000005,656,282.36,190,124928,61,0.0003,0.19218754768371582,0.2,600,2.9970524311065674,0.010410686,0.0943359375,-0.007087598671205342,-0.9926105296239257,5.660534433647991,,
-4.2410000000000005,657,294.21,193,126976,62,0.0003,0.199212908744812,0.2,610,1.1882107257843018,0.009012893,0.08173828125,-0.008105630436330103,-0.999813093058765,4.436066755838692,,
-4.9164,658,297.92,196,129024,63,0.0003,0.05340230464935303,0.2,620,2.8661766052246094,0.011315813,0.11005859375,-0.008624752159812487,-1.0010994078591466,3.9031386718153955,,
,,,,130000,,0.0003,0.18673741817474365,0.2,630,3.2493197917938232,0.0061674314,0.05966796875,-0.006627852271776646,-0.9937233220785856,5.89323198646307,491.6,-5.784000000000001
-5.070200000000001,653,290.58,200,131072,64,,,,,,,,,,,,
-4.962799999999999,654,285.21,203,133120,65,0.0003,0.15925085544586182,0.2,640,2.3797404766082764,0.0072313705,0.106201171875,-0.010993336990941316,-0.9965557381510735,4.754664790630341,,
-5.1684,655,290.48,206,135168,66,0.0003,0.11766314506530762,0.2,650,1.5266544818878174,0.0061686253,0.049365234375,-0.00949875819933368,-0.9890687242150307,5.231994854658842,,
-5.7418000000000005,655,294.1,209,137216,67,0.0003,0.08525407314300537,0.2,660,1.8773260116577148,0.006086201,0.048486328125,-0.006113119622750673,-0.9925521893426776,4.704311486706137,,
-4.972600000000001,655,285.7,212,139264,68,0.0003,0.09666365385055542,0.2,670,1.6481847763061523,0.009749015,0.134375,-0.011541299600503407,-0.9961645400151611,2.7720478417351844,,
,,,,140000,,0.0003,0.16887015104293823,0.2,680,1.7058008909225464,0.0076455385,0.09638671875,-0.012149850712739862,-0.9921784464269876,7.1578109953552485,543.6,-4.819999999999999
-5.004999999999999,651,282.31,216,141312,69,,,,,,,,,,,,
-4.8144,652,292.82,219,143360,70,0.0003,0.18248724937438965,0.2,690,1.2380236387252808,0.008033331,0.10419921875,-0.007713174790842459,-1.0056924695149063,3.7713649209588764,,
-3.6889999999999996,652,266.61,222,145408,71,0.0003,0.1885787844657898,0.2,700,2.4960033893585205,0.010906992,0.089453125,-0.00802615640568547,-0.9924360668286681,4.571239357627928,,
-3.9177999999999997,652,258.01,225,147456,72,0.0003,0.1911858320236206,0.2,710,7.033849716186523,0.009283751,0.085009765625,-0.008630304700636771,-0.9887308979406952,11.049066697061061,,
-2.8310000000000004,653,253.77,228,149504,73,0.0003,0.12542736530303955,0.2,720,0.8592879772186279,0.00875981,0.115185546875,-0.0103810627682833,-1.0069315766915679,3.5168451141566037,,
,,,,150000,,0.0003,0.20460832118988037,0.2,730,3.9422242641448975,0.007304631,0.062744140625,-0.009160919893474784,-0.9947692021727562,7.587854065001011,336.6,-0.6799999999999994
-2.7547999999999995,651,244.95,232,151552,74,,,,,,,,,,,,
-2.5418000000000003,651,244.32,235,153600,75,0.0003,0.17064785957336426,0.2,740,3.1273083686828613,0.0072630662,0.093603515625,-0.010350297194963786,-1.0010951723903418,6.656542015820742,,
-2.906999999999999,652,247.55,238,155648,76,0.0003,0.10418093204498291,0.2,750,1.581447720527649,0.009909837,0.116064453125,-0.01053875331999734,-0.9922663759440183,4.707980902493,,
-2.563799999999999,653,250.43,241,157696,77,0.0003,0.13242387771606445,0.2,760,1.7900344133377075,0.011512287,0.11279296875,-0.010464528165175579,-1.0159846853464842,5.5300607338547705,,
-1.9018000000000002,653,247.39,244,159744,78,0.0003,0.1425701379776001,0.2,770,3.14107608795166,0.009255573,0.097314453125,-0.009424011409282684,-1.0000277416780592,4.986979235336184,,
,,,,160000,,0.0003,0.12050497531890869,0.2,780,2.1641740798950195,0.0075448425,0.068359375,-0.005691407760605216,-1.003906726464629,5.446022478491068,532.2,-0.584
-1.521,650,248.39,248,161792,79,,,,,,,,,,,,
-1.9218000000000004,650,253.4,251,163840,80,0.0003,0.1421276330947876,0.2,790,0.9992504715919495,0.007869072,0.109619140625,-0.007796972796495538,-1.0234338097274303,3.7916566195432098,,
-1.7650000000000003,651,255.58,254,165888,81,0.0003,0.1817687749862671,0.2,800,2.0623085498809814,0.0074988315,0.083642578125,-0.006377914838958531,-1.026331052184105,4.561855316162109,,
-0.9970000000000003,651,242.23,257,167936,82,0.0003,0.1508474349975586,0.2,810,2.722973346710205,0.007177312,0.06806640625,-0.007216011923446786,-1.0139556217938661,5.666934287548065,,
-1.3792000000000002,652,251.32,260,169984,83,0.0003,0.1295737624168396,0.2,820,3.7670440673828125,0.005930343,0.039013671875,-0.00571806569059845,-1.007783141359687,8.395074719190598,,
,,,,170000,,0.0003,0.24177920818328857,0.2,830,2.677980661392212,0.010113383,0.076220703125,-0.007440159932593815,-1.012073289975524,8.278061620146037,364.8,14.788
-1.3512,650,254.93,264,172032,84,,,,,,,,,,,,
-1.4322000000000004,651,258.98,267,174080,85,0.0003,0.21000224351882935,0.2,840,3.7371129989624023,0.008951943,0.113623046875,-0.008686489771935157,-1.0094489412382246,6.112422106415034,,
-1.5622,651,265.48,270,176128,86,0.0003,0.19040244817733765,0.2,850,2.0007259845733643,0.008154267,0.074072265625,-0.0076554415776627135,-1.005684657767415,4.14316256120801,,
-1.4669999999999999,652,265.73,273,178176,87,0.0003,0.19699829816818237,0.2,860,2.9075663089752197,0.010470942,0.10185546875,-0.010375071670569013,-0.9869147429242731,6.689556703716517,,
,,,,180000,,0.0003,0.17158353328704834,0.2,870,2.733302116394043,0.0075489115,0.0671875,-0.006644309181137942,-0.9855599211528897,5.43753606826067,572.2,-1.3839999999999992
-0.4816,648,261.55,277,180224,88,,,,,,,,,,,,
-0.29280000000000006,649,267.14,280,182272,89,0.0003,0.21150851249694824,0.2,880,3.6778788566589355,0.009752032,0.091357421875,-0.011409568414092065,-0.9757586054503917,7.828828712552786,,
-0.19039999999999996,649,272.04,283,184320,90,0.0003,0.2350885272026062,0.2,890,3.1498186588287354,0.007304198,0.095654296875,-0.008389597164932639,-0.9843724483624101,8.245858175307513,,
-0.16620000000000004,650,265.82,286,186368,91,0.0003,0.17730659246444702,0.2,900,1.9507864713668823,0.011402462,0.129052734375,-0.011224774739821442,-0.9976571386680007,6.021478632092476,,
-0.10420000000000025,650,267.73,289,188416,92,0.0003,0.22070646286010742,0.2,910,2.7843494415283203,0.0060911607,0.065185546875,-0.007502066854794975,-0.9924049803987145,6.612102264910936,,
,,,,190000,,0.0003,0.1604589819908142,0.2,920,1.3287057876586914,0.007132641,0.05634765625,-0.006075480088475161,-0.9779062995687127,5.2609435126185415,444.4,25.220000000000002
0.46719999999999984,647,264.21,294,190464,93,,,,,,,,,,,,
