rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,train/value_loss,train/loss,train/explained_variance,train/approx_kl,train/n_updates,train/learning_rate,train/entropy_loss,train/clip_fraction,train/clip_range,train/policy_gradient_loss,eval/mean_reward,eval/mean_ep_length
186.96,746,137,-10.0,50,102400,0.0005437482663865012,-0.0026935827918350697,0.9999032616615295,0.00032390124,490,0.0003,-0.1842099347617477,0.015185546875,0.2,0.0005063590622739866,,
186.96,746,139,-10.0,51,104448,0.0004848583919738303,0.010074549354612827,0.9999196529388428,0.0037807436,500,0.0003,-0.16646878025494516,0.023876953125,0.2,-0.0004933057483867742,,
186.96,746,142,-10.0,52,106496,0.0005079201458784155,0.0008882097317837179,0.9999198317527771,0.000742831,510,0.0003,-0.16624378166161477,0.01005859375,0.2,-0.0006461313721956685,,
186.96,747,145,-10.0,53,108544,0.000492403864723201,-0.0007741751032881439,0.9999207854270935,0.000934238,520,0.0003,-0.20150290266610682,0.025,0.2,-0.00031678352243034167,,
,,,,,110000,0.0005064219864834741,-0.004181473050266504,0.9999197721481323,0.00060402555,530,0.0003,-0.19274908788502215,0.0115234375,0.2,0.0005350616185751278,-10.0,187.0
186.96,745,148,-10.0,54,110592,,,,,,,,,,,,
186.96,746,150,-10.0,55,112640,0.0005132220713903735,0.0019715293310582638,0.999917209148407,0.0024165509,540,0.0003,-0.16657971539534627,0.0203125,0.2,-0.0008780129224760458,,
186.96,746,153,-10.0,56,114688,0.0005056565672248326,0.007544376887381077,0.9999181628227234,0.001546485,550,0.0003,-0.1592287277104333,0.009765625,0.2,-0.00045931282074889167,,
187.0,746,156,-10.0,57,116736,0.0005046863281904735,0.005225696600973606,0.9999178051948547,0.0023526454,560,0.0003,-0.20647872942499818,0.0171875,0.2,-0.00012077752617187799,,
187.0,747,158,-10.0,58,118784,0.0005005675576285285,-0.003992021549493074,0.9999196529388428,0.006983029,570,0.0003,-0.19265421582385897,0.029345703125,0.2,-0.00023326733062276617,,
,,,,,120000,0.0005000529677090526,-0.0007090995786711574,0.9999197721481323,0.0014275336,580,0.0003,-0.22043569353409112,0.023095703125,0.2,-0.0003624046890763566,-10.0,187.0
186.98,745,162,-10.0,59,120832,,,,,,,,,,,,
186.92,745,164,-10.0,60,122880,0.0006191116628770033,-0.0013109516585245728,0.9998940825462341,0.0013866639,590,0.0003,-0.21810002475976945,0.016748046875,0.2,0.0007742167479591444,,
186.92,746,167,-10.0,61,124928,0.001695386065148341,-0.003411191515624523,0.9997000694274902,0.0013404549,600,0.0003,-0.1986282709054649,0.01337890625,0.2,-0.0008491470434819348,,
186.92,746,170,-10.0,62,126976,0.0005508328480118508,-0.0023500705137848854,0.9998933672904968,0.0025747048,610,0.0003,-0.18826453112997116,0.02392578125,0.2,-0.0012762058497173712,,
186.92,746,172,-10.0,63,129024,0.0004816411536921805,0.00031881462200544775,0.9999176859855652,0.0021835759,620,0.0003,-0.16982591801788657,0.025830078125,0.2,-0.0015945687788189388,,
,,,,,130000,0.00045899280819412526,-0.0003137395833618939,0.9999237060546875,0.0013040197,630,0.0003,-0.18877654066309332,0.01103515625,0.2,0.0001507551278336905,-10.0,187.0
186.92,745,175,-10.0,64,131072,,,,,,,,,,,,
186.92,745,178,-10.0,65,133120,0.0004707002070517774,-0.003338649170473218,0.9999224543571472,0.0014337583,640,0.0003,-0.18111877988558261,0.017626953125,0.2,-0.0007468150492059067,,
186.92,745,181,-10.0,66,135168,0.0004894553031590476,0.0027038240805268288,0.9999224543571472,0.0013089329,650,0.0003,-0.19871659777127207,0.013720703125,0.2,0.0003490591741865501,,
186.92,746,183,-10.0,67,137216,0.0004544716837472151,-0.0011218659346923232,0.9999256730079651,0.0021008956,660,0.0003,-0.1859165477566421,0.0228515625,0.2,-0.0005614261957816779,,
186.92,747,186,-10.0,68,139264,0.00043782393704532295,0.002213482977822423,0.9999276995658875,0.0007990338,670,0.0003,-0.18952286788262426,0.014111328125,0.2,0.0004582111316267401,,
,,,,,140000,0.0004583038362625302,0.000901648192666471,0.9999210238456726,0.00042601215,680,0.0003,-0.21391842886805534,0.0091796875,0.2,0.0006621137115871533,-10.0,187.0
186.94,745,189,-10.0,69,141312,,,,,,,,,,,,
186.94,745,192,-10.0,70,143360,0.0017787980098091793,0.006748316343873739,0.9996888637542725,0.0010873636,690,0.0003,-0.183020314341411,0.008984375,0.2,-0.00010788245126605033,,
186.94,744,195,-10.0,71,145408,0.00048501625792596315,0.008269530721008778,0.9998927116394043,0.0020440011,700,0.0003,-0.1649684137199074,0.01962890625,0.2,-0.0005909830055315979,,
186.94,744,198,-10.0,72,147456,0.00046224148611599957,0.0008365605026483536,0.9999182820320129,0.0023490775,710,0.0003,-0.20911084935069085,0.0318359375,0.2,0.00014403583481907843,,
186.94,744,200,-10.0,73,149504,0.00045127394212158834,-0.004692397080361843,0.9999269843101501,0.0010308374,720,0.0003,-0.14651834683027118,0.01748046875,0.2,-0.000818661370431073,,
,,,,,150000,0.00047094345563891693,0.0018589183455333114,0.9999212026596069,0.004016828,730,0.0003,-0.22385516022332014,0.0400390625,0.2,-0.0009034533126396127,-10.0,187.0
186.94,743,203,-10.0,74,151552,,,,,,,,,,,,
186.94,743,206,-10.0,75,153600,0.00048525485519803626,0.0018888834165409207,0.9999221563339233,0.0015335069,740,0.0003,-0.18109070437494665,0.01591796875,0.2,0.0003065544762648642,,
186.94,743,209,-10.0,76,155648,0.0004723250977804128,0.0006805784069001675,0.9999240636825562,0.00063900417,750,0.0003,-0.18011534977704285,0.0115234375,0.2,0.00035403900110395623,,
186.94,744,211,-10.0,77,157696,0.00045782487561609744,0.005498525686562061,0.9999252557754517,0.0018727808,760,0.0003,-0.1880230820272118,0.02138671875,0.2,-0.0007273231953149661,,
186.94,744,214,-10.0,78,159744,0.0004560651408837657,-0.005352814216166735,0.9999234080314636,0.00048565745,770,0.0003,-0.18102393739391118,0.009375,0.2,-0.0003198576276190579,,
,,,,,160000,0.00044718722670040735,-0.005586943123489618,0.9999268054962158,0.0009723251,780,0.0003,-0.18947108215652406,0.0181640625,0.2,-0.00036557729472406206,-10.0,187.0
187.0,743,217,-10.0,79,161792,,,,,,,,,,,,
187.0,743,220,-10.0,80,163840,0.00043741297788528754,-0.0001232303911820054,0.9999289512634277,0.00016902063,790,0.0003,-0.16728371891658753,0.016064453125,0.2,0.0001370581376249902,,
187.0,744,222,-10.0,81,165888,0.0004600582478019533,-0.0029990756884217262,0.9999275803565979,0.0010281616,800,0.0003,-0.19023642195388674,0.017529296875,0.2,0.0003667569340905175,,
186.98,744,225,-10.0,82,167936,0.0004532327207925846,0.004263350740075111,0.9999278783798218,0.0009838445,810,0.0003,-0.17228012913838028,0.0134765625,0.2,0.00011385927500668913,,
186.98,745,228,-10.0,83,169984,0.0006227486603620491,-0.0002167727507185191,0.9999015927314758,0.0027783776,820,0.0003,-0.2097788061015308,0.025,0.2,-0.0007901285483967513,,
,,,,,170000,0.0004462274629759122,0.004581067245453596,0.9999256730079651,0.0020035726,830,0.0003,-0.21493274318054317,0.02353515625,0.2,-4.10852546337992e-05,-10.0,187.0
186.98,744,231,-10.0,84,172032,,,,,,,,,,,,
186.98,744,233,-10.0,85,174080,0.00045813722601906193,-0.0012602114584296942,0.9999284744262695,0.0013836954,840,0.0003,-0.23235722472891213,0.03212890625,0.2,-0.0013614079245598987,,
186.98,745,236,-10.0,86,176128,0.0004016222933614699,0.00030796026112511754,0.9999329447746277,0.0014880996,850,0.0003,-0.19631080143153667,0.013134765625,0.2,0.00010920117929344997,,
186.98,745,239,-10.0,87,178176,0.00041903424379370336,0.010562753304839134,0.9999311566352844,0.0035321775,860,0.0003,-0.20997592387720942,0.04013671875,0.2,-0.0004941203573253006,,
,,,,,180000,0.00041710463030995013,0.006670527625828981,0.9999333024024963,0.0019833683,870,0.0003,-0.16812312088441103,0.02216796875,0.2,-0.00020708246011054144,-10.0,187.0
186.98,744,242,-10.0,88,180224,,,,,,,,,,,,
186.98,744,244,-10.0,89,182272,0.00041787654706695323,-0.0016735546523705125,0.9999318718910217,0.0012170938,880,0.0003,-0.1570577761158347,0.015478515625,0.2,-2.7519272407516837e-06,,
186.98,744,247,-10.0,90,184320,0.00039440371830323784,0.0014155856333673,0.9999356269836426,0.0006073418,890,0.0003,-0.1756904498906806,0.011669921875,0.2,0.0003630002873251215,,
187.0,744,250,-10.0,91,186368,0.0004464780059379336,-0.000464571756310761,0.9999319314956665,0.002397325,900,0.0003,-0.19176007360219954,0.014599609375,0.2,-8.152154623530805e-05,,
187.0,745,252,-10.0,92,188416,0.00040347556188180533,0.0009908309439197183,0.9999330043792725,0.0030237453,910,0.0003,-0.19009748036041857,0.0380859375,0.2,-0.00012831278727389872,,
,,,,,190000,0.0004130569780500082,-0.0015263493405655026,0.9999318718910217,0.0012244317,920,0.0003,-0.155296486383304,0.011181640625,0.2,2.6341152261011302e-05,-10.0,187.0
187.0,744,255,-10.0,93,190464,,,,,,,,,,,,
187.0,744,258,-10.0,94,192512,0.00042780200790275557,0.0022918623872101307,0.9999327063560486,0.0023125112,930,0.0003,-0.18313803649507462,0.02080078125,0.2,-0.00019853657577186822,,
187.0,744,261,-10.0,95,194560,0.0004218054547095562,0.010526579804718494,0.9999328851699829,0.0012960982,940,0.0003,-0.16654630017001182,0.01533203125,0.2,-0.0009836163197178393,,
187.0,744,263,-10.0,96,196608,0.0004365567572904183,-0.004302290268242359,0.9999316930770874,0.0012164495,950,0.0003,-0.18495427060406655,0.023486328125,0.2,0.00016181538521777838,,
187.0,745,266,-10.0,97,198656,0.0004382992855994416,-0.011988706886768341,0.9999269247055054,0.0006344367,960,0.0003,-0.18729620529338717,0.013623046875,0.2,0.00020284681668272241,,
,,,,,200000,0.0004233706897821321,-0.004658331163227558,0.9999332427978516,0.0010097136,970,0.0003,-0.17185240248218178,0.01923828125,0.2,-0.0004896258265944198,-10.0,187.0
187.0,744,269,-10.0,98,200704,,,,,,,,,,,,
187.0,744,272,-10.0,99,202752,0.00040053597859923684,-0.012286411598324776,0.9999350309371948,0.0006834098,980,0.0003,-0.2011734542902559,0.021923828125,0.2,-0.0003812030263361521,,
187.0,745,274,-10.0,100,204800,0.00039723250239376284,0.0044793011620640755,0.9999375939369202,0.00049566873,990,0.0003,-0.19091166476719082,0.009423828125,0.2,-1.860083284555003e-05,,
187.0,745,277,-10.0,101,206848,0.0004185879299484441,-0.0007940008654259145,0.9999330043792725,0.00044097478,1000,0.0003,-0.1886940690688789,0.012646484375,0.2,0.00015906838234513998,,
187.0,745,280,-10.0,102,208896,0.00039898363852444165,-0.004460300784558058,0.9999331831932068,0.0017768743,1010,0.0003,-0.17579904270824045,0.01328125,0.2,-0.00015707044512964786,,
,,,,,210000,0.00042385882871940337,0.010940282605588436,0.9999331831932068,0.0023117922,1020,0.0003,-0.1783903121948242,0.01669921875,0.2,0.0004817140230443329,-10.0,187.0
187.0,744,283,-10.0,103,210944,,,,,,,,,,,,
187.0,745,285,-10.0,104,212992,0.00040905579174932427,-0.0015026137698441744,0.9999372959136963,0.00023872926,1030,0.0003,-0.18650938901118935,0.008935546875,0.2,0.0002151869091903791,,
187.0,745,288,-10.0,105,215040,0.00038648567809786984,0.0017653689719736576,0.9999368786811829,0.003229683,1040,0.0003,-0.20087446570396422,0.030810546875,0.2,-0.0011353000474628061,,
187.0,745,291,-10.0,106,217088,0.0003749676063989682,-0.0008417392964474857,0.9999358654022217,0.0011125128,1050,0.0003,-0.18077717085834594,0.015185546875,0.2,0.0003247913278755732,,
187.0,746,293,-10.0,107,219136,0.00038617795613618,0.006102642044425011,0.9999374747276306,0.00209547,1060,0.0003,-0.20360543229617178,0.019189453125,0.2,0.0002345641638385132,,
,,,,,220000,0.0003947874070377111,-0.008289797231554985,0.9999390244483948,0.0025481754,1070,0.0003,-0.20600151214748622,0.0244140625,0.2,-2.417618816252798e-06,-10.0,187.0
187.0,745,296,-10.0,108,221184,,,,,,,,,,,,
186.92,745,299,-10.0,109,223232,0.0003770497603568401,-0.004850674420595169,0.999938428401947,0.0012198745,1080,0.0003,-0.20757714384235443,0.022900390625,0.2,-0.0007704008865403011,,
186.14,745,302,-10.0,110,225280,0.0029515244473259372,-0.020376229658722878,0.999478280544281,0.042273562,1090,0.0003,-0.241972391679883,0.08818359375,0.2,0.02376322258351138,,
184.33,745,304,-10.0,111,227328,0.019100667818202056,-0.03501399978995323,0.9936519265174866,0.014124921,1100,0.0003,-0.24378173658624291,0.0359375,0.2,0.006302971261902712,,
182.27,746,307,-10.0,112,229376,0.07025976200820878,0.023836299777030945,0.9787963628768921,0.001143441,1110,0.0003,-0.23509832150302828,0.008984375,0.2,-0.0024541339167626574,,
,,,,,230000,0.054799396070302465,0.06499217450618744,0.9870157837867737,0.0024186457,1120,0.0003,-0.18899871832691134,0.041845703125,0.2,-0.0030441326758591457,-10.0,187.0
180.65,745,310,-10.0,113,231424,,,,,,,,,,,,
178.79,745,313,-10.0,114,233472,0.04189950790605508,0.00903770886361599,0.9918496012687683,0.0024256771,1130,0.0003,-0.20845591495744883,0.045556640625,0.2,-0.006987581087742001,,
177.83,745,315,-10.0,115,235520,0.03293366035795771,-0.00940697081387043,0.9932927489280701,0.0021784573,1140,0.0003,-0.18335307128727435,0.038916015625,0.2,-0.0049663036086712966,,
177.52,745,318,-10.0,116,237568,0.022300498193362727,0.005795404314994812,0.9949947595596313,0.00950582,1150,0.0003,-0.1935291807167232,0.050634765625,0.2,-0.006442530185449868,,
177.29,745,321,-10.0,117,239616,0.015685869847948196,0.006623132154345512,0.9955442547798157,0.0038772654,1160,0.0003,-0.18127469094470144,0.040869140625,0.2,-0.003370699260267429,,
,,,,,240000,0.013380681610578904,-0.00019500358030200005,0.9966523051261902,0.0037177918,1170,0.0003,-0.1625918909208849,0.029833984375,0.2,-0.0010643760600942188,-10.0,187.0
177.37,745,324,-10.0,118,241664,,,,,,,,,,,,
178.39,745,326,-10.0,119,243712,0.011653120522532845,-0.01614326238632202,0.996323823928833,0.0022045772,1180,0.0003,-0.2022228544112295,0.012255859375,0.2,-0.00013846462534274905,,
180.64,745,329,-10.0,120,245760,0.0032076642790343614,-0.015814999118447304,0.9987456202507019,0.003342385,1190,0.0003,-0.17663155721966178,0.032666015625,0.2,-0.001969368595746346,,
182.05,745,332,-10.0,121,247808,0.004576958571487921,-0.019028713926672935,0.9980220794677734,0.01134708,1200,0.0003,-0.22835020604543388,0.054150390625,0.2,-0.0016572667271248065,,
183.62,745,335,-10.0,122,249856,0.0013643427203533065,0.023243902251124382,0.9995535016059875,0.0014424722,1210,0.0003,-0.23426993805915117,0.013037109375,0.2,4.046252579428256e-05,,
,,,,,250000,0.000844538210048995,-0.006471896544098854,0.9996755123138428,0.00093516236,1220,0.0003,-0.22293480178341268,0.009130859375,0.2,-0.00032279242295771835,-10.0,187.0
185.02,744,338,-10.0,123,251904,,,,,,,,,,,,
186.19,745,340,-10.0,124,253952,0.0006903709766447718,6.336993828881532e-05,0.9997581243515015,0.0035873884,1230,0.0003,-0.20819246731698512,0.010009765625,0.2,-0.0001973295060452074,,
186.69,745,343,-10.0,125,256000,0.0004943369833654288,-0.007570766843855381,0.9998390078544617,0.0023889125,1240,0.0003,-0.23104262826964259,0.032080078125,0.2,4.1581960977055134e-05,,
186.88,746,345,-10.0,126,258048,0.0009679421115379227,-0.0006855938117951155,0.9997901916503906,0.0014948583,1250,0.0003,-0.23425834574736654,0.00615234375,0.2,-0.0002895325043937191,,
,,,,,260000,0.0010648973339357326,0.002331121824681759,0.9997996091842651,0.001941072,1260,0.0003,-0.21352921202778816,0.02431640625,0.2,-0.0017846391041530297,-10.0,187.0
186.84,745,348,-10.0,127,260096,,,,,,,,,,,,
186.84,745,351,-10.0,128,262144,0.0011134928438877977,-0.008927947841584682,0.9998008608818054,0.0031651324,1270,0.0003,-0.21490377737209201,0.02421875,0.2,-0.002820330727263354,,
186.8,745,354,-10.0,129,264192,0.0004945837453988134,-0.0037859228905290365,0.9998919367790222,0.006134431,1280,0.0003,-0.21959680472500623,0.036669921875,0.2,-0.001454555059899576,,
